"AGE","LocFit","MEAN(of_boot)","0.05","0.95"
1020,-0.744306686538604,-0.744306686538604,-0.744306686538604,-0.744306686538604
1030,-0.731534738057192,-0.731534738057192,-0.731534738057192,-0.731534738057192
1040,-0.719182883167487,-0.719182883167487,-0.719182883167487,-0.719182883167487
1050,-0.707310355631034,-0.707310355631035,-0.707310355631035,-0.707310355631035
1060,-0.695976389209378,-0.695976389209378,-0.695976389209378,-0.695976389209378
1070,-0.685240217664064,-0.685240217664064,-0.685240217664064,-0.685240217664064
1080,-0.675161074756636,-0.675161074756636,-0.675161074756636,-0.675161074756636
1090,-0.665798194248639,-0.665798194248639,-0.665798194248639,-0.665798194248639
1100,-0.657210809901618,-0.657210809901618,-0.657210809901618,-0.657210809901618
1110,-0.649458155477118,-0.649458155477118,-0.649458155477118,-0.649458155477118
1120,-0.642599464736683,-0.642599464736683,-0.642599464736683,-0.642599464736683
1130,-0.636274103938104,-0.636274103938104,-0.636274103938104,-0.636274103938104
1140,-0.629960740126537,-0.629960740126537,-0.629960740126537,-0.629960740126537
1150,-0.623641878241607,-0.623641878241607,-0.623641878241607,-0.623641878241607
1160,-0.617301840530214,-0.617301840530215,-0.617301840530215,-0.617301840530215
1170,-0.610924949239262,-0.610924949239262,-0.610924949239262,-0.610924949239262
1180,-0.60449552661565,-0.60449552661565,-0.60449552661565,-0.60449552661565
1190,-0.597997894906281,-0.597997894906281,-0.597997894906281,-0.597997894906281
1200,-0.591416376358055,-0.591416376358055,-0.591416376358055,-0.591416376358055
1210,-0.584735293217874,-0.584735293217874,-0.584735293217874,-0.584735293217874
1220,-0.57793896773264,-0.57793896773264,-0.57793896773264,-0.57793896773264
1230,-0.571011722149254,-0.571011722149254,-0.571011722149254,-0.571011722149254
1240,-0.563937878714617,-0.563937878714617,-0.563937878714617,-0.563937878714617
1250,-0.556701759675631,-0.55670175967563,-0.55670175967563,-0.55670175967563
1260,-0.549287687279196,-0.549287687279196,-0.549287687279196,-0.549287687279196
1270,-0.541679983772215,-0.541679983772215,-0.541679983772215,-0.541679983772215
1280,-0.533862971401589,-0.533862971401589,-0.533862971401589,-0.533862971401589
1290,-0.52582097241422,-0.52582097241422,-0.52582097241422,-0.52582097241422
1300,-0.517538309057008,-0.517538309057007,-0.517538309057007,-0.517538309057007
1310,-0.508999303576855,-0.508999303576855,-0.508999303576855,-0.508999303576855
1320,-0.500188278220662,-0.500188278220662,-0.500188278220662,-0.500188278220662
1330,-0.491089555235331,-0.491089555235331,-0.491089555235331,-0.491089555235331
1340,-0.481687456867764,-0.481687456867764,-0.481687456867764,-0.481687456867764
1350,-0.471966305364861,-0.471966305364861,-0.471966305364861,-0.471966305364861
1360,-0.461910422973524,-0.461910422973524,-0.461910422973524,-0.461910422973524
1370,-0.451504131940655,-0.451504131940655,-0.451504131940655,-0.451504131940655
1380,-0.440731754513154,-0.440731754513154,-0.440731754513154,-0.440731754513154
1390,-0.429577612937924,-0.429577612937924,-0.429577612937924,-0.429577612937924
1400,-0.418026029461865,-0.418026029461865,-0.418026029461865,-0.418026029461865
1410,-0.406061326331879,-0.406061326331879,-0.406061326331879,-0.406061326331879
1420,-0.393667825794868,-0.393667825794868,-0.393667825794868,-0.393667825794868
1430,-0.380829850097732,-0.380829850097732,-0.380829850097732,-0.380829850097732
1440,-0.367531721487374,-0.367531721487374,-0.367531721487374,-0.367531721487374
1450,-0.353757762210694,-0.353757762210694,-0.353757762210694,-0.353757762210694
1460,-0.339445160712076,-0.339445160712076,-0.339445160712076,-0.339445160712076
1470,-0.323583433622048,-0.323583433622048,-0.323583433622048,-0.323583433622048
1480,-0.305879339340661,-0.305879339340661,-0.305879339340661,-0.305879339340661
1490,-0.286479010184679,-0.28647901018468,-0.28647901018468,-0.28647901018468
1500,-0.265528578470866,-0.265528578470866,-0.265528578470866,-0.265528578470866
1510,-0.243174176515984,-0.243174176515984,-0.243174176515984,-0.243174176515984
1520,-0.219561936636799,-0.219561936636799,-0.219561936636799,-0.219561936636799
1530,-0.194837991150072,-0.194837991150072,-0.194837991150072,-0.194837991150072
1540,-0.169148472372569,-0.169148472372569,-0.169148472372569,-0.169148472372569
1550,-0.142639512621052,-0.142639512621052,-0.142639512621052,-0.142639512621052
1560,-0.115457244212286,-0.115457244212286,-0.115457244212286,-0.115457244212286
1570,-0.0877477994630346,-0.0877477994630346,-0.0877477994630346,-0.0877477994630346
1580,-0.0596573106900605,-0.0596573106900606,-0.0596573106900606,-0.0596573106900606
1590,-0.0313319102101283,-0.0313319102101283,-0.0313319102101283,-0.0313319102101283
1600,-0.00291773034000109,-0.00291773034000103,-0.00291773034000103,-0.00291773034000103
1610,0.0254390966035574,0.0254390966035574,0.0254390966035574,0.0254390966035574
1620,0.053592438303783,0.053592438303783,0.053592438303783,0.053592438303783
1630,0.0813961624439125,0.0813961624439124,0.0813961624439124,0.0813961624439124
1640,0.108704136707182,0.108704136707182,0.108704136707182,0.108704136707182
1650,0.135370228776828,0.135370228776828,0.135370228776828,0.135370228776828
1660,0.161248306336086,0.161248306336086,0.161248306336086,0.161248306336086
1670,0.186192237068193,0.186192237068193,0.186192237068193,0.186192237068193
1680,0.210055888656386,0.210055888656386,0.210055888656386,0.210055888656386
1690,0.232693128783901,0.232693128783901,0.232693128783901,0.232693128783901
1700,0.253957825133973,0.253957825133973,0.253957825133973,0.253957825133973
1710,0.273703845389839,0.273703845389839,0.273703845389839,0.273703845389839
1720,0.291785057234736,0.291785057234736,0.291785057234736,0.291785057234736
1730,0.3080553283519,0.3080553283519,0.3080553283519,0.3080553283519
1740,0.322368526424567,0.322368526424567,0.322368526424567,0.322368526424567
1750,0.334578519135973,0.334578519135973,0.334578519135973,0.334578519135973
1760,0.344539174169356,0.344539174169356,0.344539174169356,0.344539174169356
1770,0.35210435920795,0.35210435920795,0.35210435920795,0.35210435920795
1780,0.357127941934993,0.357127941934993,0.357127941934993,0.357127941934993
1790,0.359463790033721,0.359463790033721,0.359463790033721,0.359463790033721
1800,0.359520135635499,0.359520135635499,0.359520135635499,0.359520135635499
1810,0.359822386832051,0.359822386832051,0.359822386832051,0.359822386832051
1820,0.36069569197576,0.36069569197576,0.36069569197576,0.36069569197576
1830,0.362134322163056,0.362134322163056,0.362134322163056,0.362134322163056
1840,0.364132548490368,0.364132548490368,0.364132548490368,0.364132548490368
1850,0.366684642054124,0.366684642054124,0.366684642054124,0.366684642054124
1860,0.369784873950752,0.369784873950752,0.369784873950752,0.369784873950752
1870,0.373427515276683,0.373427515276683,0.373427515276683,0.373427515276683
1880,0.377606837128344,0.377606837128344,0.377606837128344,0.377606837128344
1890,0.382317110602165,0.382317110602165,0.382317110602165,0.382317110602165
1900,0.387552606794573,0.387552606794573,0.387552606794573,0.387552606794573
1910,0.393307596801998,0.393307596801998,0.393307596801998,0.393307596801998
1920,0.399576351720869,0.399576351720869,0.399576351720869,0.399576351720869
1930,0.406353142647614,0.406353142647614,0.406353142647614,0.406353142647614
1940,0.413632240678661,0.413632240678661,0.413632240678661,0.413632240678661
1950,0.421407916910441,0.421407916910441,0.421407916910441,0.421407916910441
1960,0.429674442439381,0.429674442439381,0.429674442439381,0.429674442439381
1970,0.438426088361911,0.438426088361911,0.438426088361911,0.438426088361911
1980,0.447657125774458,0.447657125774458,0.447657125774458,0.447657125774458
1990,0.457361825773452,0.457361825773452,0.457361825773452,0.457361825773452
2000,0.467534459455322,0.467534459455322,0.467534459455322,0.467534459455322
2010,0.478169297916496,0.478169297916496,0.478169297916496,0.478169297916496
2020,0.489260612253403,0.489260612253403,0.489260612253403,0.489260612253403
2030,0.500802673562472,0.500802673562472,0.500802673562472,0.500802673562472
2040,0.512789752940131,0.512789752940131,0.512789752940131,0.512789752940131
2050,0.52521612148281,0.52521612148281,0.52521612148281,0.52521612148281
2060,0.538076050286936,0.538076050286936,0.538076050286936,0.538076050286936
2070,0.55136381044894,0.55136381044894,0.55136381044894,0.55136381044894
2080,0.565073673065249,0.565073673065249,0.565073673065249,0.565073673065249
2090,0.579199909232292,0.579199909232292,0.579199909232292,0.579199909232292
2100,0.593736790046498,0.593736790046498,0.593736790046498,0.593736790046498
2110,0.608678586604296,0.608678586604296,0.608678586604296,0.608678586604296
2120,0.624019570002114,0.624019570002114,0.624019570002114,0.624019570002114
2130,0.639754011336382,0.639754011336382,0.639754011336382,0.639754011336382
2140,0.65540403829801,0.65540403829801,0.65540403829801,0.65540403829801
2150,0.670214473412089,0.670214473412089,0.670214473412089,0.670214473412089
2160,0.684173572218756,0.684173572218756,0.684173572218756,0.684173572218756
2170,0.697279235289609,0.697279235289609,0.697279235289609,0.697279235289609
2180,0.709529363196248,0.709529363196248,0.709529363196248,0.709529363196248
2190,0.720921856510274,0.720921856510273,0.720921856510273,0.720921856510273
2200,0.731454615803284,0.731454615803284,0.731454615803284,0.731454615803284
2210,0.741125541646878,0.741125541646878,0.741125541646878,0.741125541646878
2220,0.749932534612657,0.749932534612657,0.749932534612657,0.749932534612657
2230,0.757873495272219,0.757873495272219,0.757873495272219,0.757873495272219
2240,0.764946324197163,0.764946324197163,0.764946324197163,0.764946324197163
2250,0.771148921959089,0.771148921959089,0.771148921959089,0.771148921959089
2260,0.776479189129597,0.776479189129597,0.776479189129597,0.776479189129597
2270,0.780935026280286,0.780935026280286,0.780935026280286,0.780935026280286
2280,0.784514333982755,0.784514333982755,0.784514333982755,0.784514333982755
2290,0.787215012808604,0.787215012808604,0.787215012808604,0.787215012808604
2300,0.789034963329431,0.789034963329431,0.789034963329431,0.789034963329431
2310,0.789972086116837,0.789972086116837,0.789972086116837,0.789972086116837
2320,0.790024281742421,0.790024281742421,0.790024281742421,0.790024281742421
2330,0.789189450777782,0.789189450777782,0.789189450777782,0.789189450777782
2340,0.78746549379452,0.78746549379452,0.78746549379452,0.78746549379452
2350,0.784850311364234,0.784850311364234,0.784850311364234,0.784850311364234
2360,0.781341804058523,0.781341804058523,0.781341804058523,0.781341804058523
2370,0.776937872448987,0.776937872448987,0.776937872448987,0.776937872448987
2380,0.771636417107226,0.771636417107226,0.771636417107226,0.771636417107226
2390,0.765435338604837,0.765435338604837,0.765435338604837,0.765435338604837
2400,0.758332537513422,0.758332537513422,0.758332537513422,0.758332537513422
2410,0.75032591440458,0.75032591440458,0.75032591440458,0.75032591440458
2420,0.741413369849909,0.741413369849909,0.741413369849909,0.741413369849909
2430,0.73159280442101,0.73159280442101,0.73159280442101,0.73159280442101
2440,0.720862118689481,0.720862118689481,0.720862118689481,0.720862118689481
2450,0.709219213226922,0.709219213226922,0.709219213226922,0.709219213226922
2460,0.696661988604932,0.696661988604932,0.696661988604932,0.696661988604932
2470,0.683195953543068,0.683195953543068,0.683195953543068,0.683195953543068
2480,0.669110006239178,0.669110006239178,0.669110006239178,0.669110006239178
2490,0.65457766939995,0.65457766939995,0.65457766939995,0.65457766939995
2500,0.639633651441929,0.639633651441929,0.639633651441929,0.639633651441929
2510,0.624312660781663,0.624312660781663,0.624312660781663,0.624312660781663
2520,0.6086494058357,0.6086494058357,0.6086494058357,0.6086494058357
2530,0.592678595020585,0.592678595020585,0.592678595020585,0.592678595020585
2540,0.576434936752867,0.576434936752867,0.576434936752867,0.576434936752867
2550,0.559953139449092,0.559953139449092,0.559953139449092,0.559953139449092
2560,0.543267911525807,0.543267911525807,0.543267911525807,0.543267911525807
2570,0.526413961399559,0.526413961399559,0.526413961399559,0.526413961399559
2580,0.509425997486895,0.509425997486895,0.509425997486895,0.509425997486895
2590,0.492338728204362,0.492338728204362,0.492338728204362,0.492338728204362
2600,0.475186861968508,0.475186861968508,0.475186861968508,0.475186861968508
2610,0.458005107195879,0.458005107195879,0.458005107195879,0.458005107195879
2620,0.440828172303022,0.440828172303022,0.440828172303022,0.440828172303022
2630,0.423690765706485,0.423690765706485,0.423690765706485,0.423690765706485
2640,0.406627595822813,0.406627595822813,0.406627595822813,0.406627595822813
2650,0.389673371068555,0.389673371068555,0.389673371068555,0.389673371068555
2660,0.372862799860258,0.372862799860258,0.372862799860258,0.372862799860258
2670,0.356230590614468,0.356230590614468,0.356230590614468,0.356230590614468
2680,0.339811451747732,0.339811451747732,0.339811451747732,0.339811451747732
2690,0.323640091676598,0.323640091676598,0.323640091676598,0.323640091676598
2700,0.307751218817613,0.307751218817613,0.307751218817613,0.307751218817613
2710,0.292179541587323,0.292179541587323,0.292179541587323,0.292179541587323
2720,0.276959768402275,0.276959768402275,0.276959768402275,0.276959768402275
2730,0.262126607679017,0.262126607679017,0.262126607679017,0.262126607679017
2740,0.247714767834095,0.247714767834095,0.247714767834095,0.247714767834095
2750,0.233758957284057,0.233758957284057,0.233758957284057,0.233758957284057
2760,0.22029388444545,0.22029388444545,0.22029388444545,0.22029388444545
2770,0.20735425773482,0.20735425773482,0.20735425773482,0.20735425773482
2780,0.194974785568715,0.194974785568715,0.194974785568715,0.194974785568715
2790,0.183190176363682,0.183190176363682,0.183190176363682,0.183190176363682
2800,0.172035138536267,0.172035138536267,0.172035138536267,0.172035138536267
2810,0.161531238308013,0.161531238308013,0.161531238308013,0.161531238308013
2820,0.151642571072842,0.151642571072842,0.151642571072842,0.151642571072842
2830,0.142411761206773,0.142411761206773,0.142411761206773,0.142411761206773
2840,0.133895490852764,0.133895490852764,0.133895490852764,0.133895490852764
2850,0.126150442153773,0.126150442153773,0.126150442153773,0.126150442153773
2860,0.11923329725276,0.11923329725276,0.11923329725276,0.11923329725276
2870,0.113200738292681,0.113200738292681,0.113200738292681,0.113200738292681
2880,0.108109447416495,0.108109447416495,0.108109447416495,0.108109447416495
2890,0.10401610676716,0.10401610676716,0.10401610676716,0.10401610676716
2900,0.100977398487635,0.100977398487635,0.100977398487635,0.100977398487635
2910,0.0990500047208775,0.0990500047208775,0.0990500047208775,0.0990500047208775
2920,0.098290607609846,0.098290607609846,0.098290607609846,0.098290607609846
2930,0.0987558892974985,0.0987558892974985,0.0987558892974985,0.0987558892974985
2940,0.100502531926793,0.100502531926793,0.100502531926793,0.100502531926793
2950,0.103587217640689,0.103587217640689,0.103587217640689,0.103587217640689
2960,0.108066628582143,0.108066628582143,0.108066628582143,0.108066628582143
2970,0.113997446894114,0.113997446894114,0.113997446894114,0.113997446894114
2980,0.12143635471956,0.12143635471956,0.12143635471956,0.12143635471956
2990,0.130440034201439,0.130440034201439,0.130440034201439,0.130440034201439
3000,0.14106516748271,0.14106516748271,0.14106516748271,0.14106516748271
3010,0.153368436706331,0.153368436706331,0.153368436706331,0.153368436706331
3020,0.167406524015259,0.167406524015259,0.167406524015259,0.167406524015259
3030,0.183236111552454,0.183236111552454,0.183236111552454,0.183236111552454
3040,0.200913881460873,0.200913881460873,0.200913881460873,0.200913881460873
3050,0.220496515883475,0.220496515883475,0.220496515883475,0.220496515883475
3060,0.242040696963217,0.242040696963217,0.242040696963217,0.242040696963217
3070,0.265603106843059,0.265603106843059,0.265603106843059,0.265603106843059
3080,0.291240427665957,0.291240427665958,0.291240427665958,0.291240427665958
3090,0.319009341574871,0.319009341574871,0.319009341574871,0.319009341574871
3100,0.348966530712759,0.348966530712759,0.348966530712759,0.348966530712759
3110,0.381168677222578,0.381168677222578,0.381168677222578,0.381168677222578
3120,0.415672463247288,0.415672463247288,0.415672463247288,0.415672463247288
3130,0.452534570929845,0.452534570929845,0.452534570929845,0.452534570929845
3140,0.491811682413209,0.491811682413209,0.491811682413209,0.491811682413209
3150,0.532120941185801,0.532120941185801,0.532120941185801,0.532120941185801
3160,0.570654546326636,0.570654546326636,0.570654546326636,0.570654546326636
3170,0.607357152626775,0.607357152626775,0.607357152626775,0.607357152626775
3180,0.642249868257885,0.642249868257885,0.642249868257885,0.642249868257885
3190,0.675353801391628,0.675353801391628,0.675353801391628,0.675353801391628
3200,0.70669006019967,0.70669006019967,0.70669006019967,0.70669006019967
3210,0.736279752853675,0.736279752853675,0.736279752853675,0.736279752853675
3220,0.764143987525307,0.764143987525307,0.764143987525307,0.764143987525307
3230,0.79030387238623,0.79030387238623,0.79030387238623,0.79030387238623
3240,0.814780515608109,0.814780515608109,0.814780515608109,0.814780515608109
3250,0.837595025362608,0.837595025362608,0.837595025362608,0.837595025362608
3260,0.858768509821392,0.858768509821392,0.858768509821392,0.858768509821392
3270,0.878322077156124,0.878322077156124,0.878322077156124,0.878322077156124
3280,0.89627683553847,0.89627683553847,0.89627683553847,0.89627683553847
3290,0.912653893140093,0.912653893140093,0.912653893140093,0.912653893140093
3300,0.927474358132658,0.927474358132658,0.927474358132658,0.927474358132658
3310,0.94075933868783,0.94075933868783,0.94075933868783,0.94075933868783
3320,0.952529942977272,0.952529942977272,0.952529942977272,0.952529942977272
3330,0.962807279172649,0.962807279172649,0.962807279172649,0.962807279172649
3340,0.971612455445625,0.971612455445625,0.971612455445625,0.971612455445625
3350,0.978966579967864,0.978966579967865,0.978966579967865,0.978966579967865
3360,0.984890760911032,0.984890760911032,0.984890760911032,0.984890760911032
3370,0.989406106446792,0.989406106446792,0.989406106446792,0.989406106446792
3380,0.992533724746809,0.992533724746809,0.992533724746809,0.992533724746809
3390,0.994294723982746,0.994294723982746,0.994294723982746,0.994294723982746
3400,0.994710212326269,0.994710212326269,0.994710212326269,0.994710212326269
3410,0.993801297949042,0.993801297949042,0.993801297949042,0.993801297949042
3420,0.991589089022729,0.991589089022729,0.991589089022729,0.991589089022729
3430,0.988094693718994,0.988094693718994,0.988094693718994,0.988094693718994
3440,0.983339220209502,0.983339220209502,0.983339220209502,0.983339220209502
3450,0.977343776665917,0.977343776665917,0.977343776665917,0.977343776665917
3460,0.970129471259903,0.970129471259903,0.970129471259903,0.970129471259903
3470,0.961717412163125,0.961717412163125,0.961717412163125,0.961717412163125
3480,0.952131437537665,0.952131437537665,0.952131437537665,0.952131437537665
3490,0.941614722803071,0.941614722803071,0.941614722803071,0.941614722803071
3500,0.930359897247188,0.930359897247188,0.930359897247188,0.930359897247188
3510,0.91843134250116,0.91843134250116,0.91843134250116,0.91843134250116
3520,0.905893440196132,0.905893440196132,0.905893440196132,0.905893440196132
3530,0.892810571963249,0.892810571963249,0.892810571963249,0.892810571963249
3540,0.879247119433655,0.879247119433655,0.879247119433655,0.879247119433655
3550,0.865267464238496,0.865267464238496,0.865267464238496,0.865267464238496
3560,0.850935988008917,0.850935988008917,0.850935988008917,0.850935988008917
3570,0.836317072376062,0.836317072376062,0.836317072376062,0.836317072376062
3580,0.821475098971076,0.821475098971076,0.821475098971076,0.821475098971076
3590,0.806474449425104,0.806474449425104,0.806474449425104,0.806474449425104
3600,0.791379505369292,0.791379505369292,0.791379505369292,0.791379505369292
3610,0.776254648434784,0.776254648434783,0.776254648434783,0.776254648434783
3620,0.761164260252724,0.761164260252724,0.761164260252724,0.761164260252724
3630,0.746172722454258,0.746172722454258,0.746172722454258,0.746172722454258
3640,0.731344416670531,0.731344416670531,0.731344416670531,0.731344416670531
3650,0.716743724532688,0.716743724532688,0.716743724532688,0.716743724532688
3660,0.702435027671873,0.702435027671873,0.702435027671873,0.702435027671873
3670,0.688482707719232,0.688482707719232,0.688482707719232,0.688482707719232
3680,0.674951146305908,0.674951146305908,0.674951146305908,0.674951146305908
3690,0.661904725063048,0.661904725063048,0.661904725063048,0.661904725063048
3700,0.649407825621796,0.649407825621796,0.649407825621796,0.649407825621796
3710,0.637524829613297,0.637524829613297,0.637524829613297,0.637524829613297
3720,0.626320118668696,0.626320118668696,0.626320118668696,0.626320118668696
