"AGE","LocFit","MEAN(of_boot)","0.05","0.95"
3730,0.615858074419138,0.615858074419138,0.615858074419138,0.615858074419138
3740,0.606203078495767,0.606203078495767,0.606203078495767,0.606203078495767
3750,0.597419512529729,0.597419512529729,0.597419512529729,0.597419512529729
3760,0.589571758152169,0.589571758152169,0.589571758152169,0.589571758152169
3770,0.582724196994231,0.582724196994231,0.582724196994231,0.582724196994231
3780,0.57694121068706,0.57694121068706,0.57694121068706,0.57694121068706
3790,0.572287180861801,0.572287180861801,0.572287180861801,0.572287180861801
3800,0.568826489149599,0.568826489149599,0.568826489149599,0.568826489149599
3810,0.566623517181599,0.566623517181599,0.566623517181599,0.566623517181599
3820,0.565670220037004,0.565670220037004,0.565670220037004,0.565670220037004
3830,0.565433651002275,0.565433651002275,0.565433651002275,0.565433651002275
3840,0.565768534371909,0.565768534371909,0.565768534371909,0.565768534371909
3850,0.566644313451796,0.566644313451796,0.566644313451796,0.566644313451796
3860,0.568030431547827,0.568030431547827,0.568030431547827,0.568030431547827
3870,0.569896331965893,0.569896331965893,0.569896331965893,0.569896331965893
3880,0.572211458011883,0.572211458011883,0.572211458011883,0.572211458011883
3890,0.574945252991689,0.574945252991689,0.574945252991689,0.574945252991689
3900,0.5780671602112,0.5780671602112,0.5780671602112,0.5780671602112
3910,0.581546622976307,0.581546622976307,0.581546622976307,0.581546622976307
3920,0.585353084592901,0.585353084592901,0.585353084592901,0.585353084592901
3930,0.589455988366872,0.589455988366872,0.589455988366872,0.589455988366872
3940,0.593824777604111,0.593824777604111,0.593824777604111,0.593824777604111
3950,0.598428895610507,0.598428895610507,0.598428895610507,0.598428895610507
3960,0.603237785691952,0.603237785691952,0.603237785691952,0.603237785691952
3970,0.608220891154336,0.608220891154336,0.608220891154336,0.608220891154336
3980,0.613347655303549,0.613347655303549,0.613347655303549,0.613347655303549
3990,0.618587521445482,0.618587521445482,0.618587521445482,0.618587521445482
4000,0.623909932886025,0.623909932886025,0.623909932886025,0.623909932886025
4010,0.629284332931069,0.629284332931069,0.629284332931069,0.629284332931069
4020,0.634680164886504,0.634680164886504,0.634680164886504,0.634680164886504
4030,0.640066872058221,0.640066872058221,0.640066872058221,0.640066872058221
4040,0.645413897752109,0.645413897752109,0.645413897752109,0.645413897752109
4050,0.650690685274061,0.650690685274061,0.650690685274061,0.650690685274061
4060,0.655866677929965,0.655866677929965,0.655866677929965,0.655866677929965
4070,0.660911319025712,0.660911319025712,0.660911319025712,0.660911319025712
4080,0.665794051867193,0.665794051867193,0.665794051867193,0.665794051867193
4090,0.670484319760299,0.670484319760299,0.670484319760299,0.670484319760299
4100,0.67495156601092,0.67495156601092,0.67495156601092,0.67495156601092
4110,0.679165233924945,0.679165233924945,0.679165233924945,0.679165233924945
4120,0.683094766808267,0.683094766808267,0.683094766808267,0.683094766808267
4130,0.686709607966774,0.686709607966774,0.686709607966774,0.686709607966774
4140,0.689979200706358,0.689979200706358,0.689979200706358,0.689979200706358
4150,0.692872988332909,0.692872988332909,0.692872988332909,0.692872988332909
4160,0.695268965310515,0.695268965310515,0.695268965310515,0.695268965310515
4170,0.696939126545493,0.696939126545493,0.696939126545493,0.696939126545493
4180,0.697893343245056,0.697893343245056,0.697893343245056,0.697893343245056
4190,0.698152180113407,0.698152180113407,0.698152180113407,0.698152180113407
4200,0.697736201854749,0.697736201854749,0.697736201854749,0.697736201854749
4210,0.696665973173283,0.696665973173283,0.696665973173283,0.696665973173283
4220,0.694962058773212,0.694962058773212,0.694962058773212,0.694962058773212
4230,0.692645023358738,0.692645023358738,0.692645023358738,0.692645023358738
4240,0.689735431634064,0.689735431634064,0.689735431634064,0.689735431634064
4250,0.686253848303391,0.686253848303391,0.686253848303391,0.686253848303391
4260,0.682220838070922,0.682220838070922,0.682220838070922,0.682220838070922
4270,0.67765696564086,0.67765696564086,0.67765696564086,0.67765696564086
4280,0.672582795717407,0.672582795717407,0.672582795717407,0.672582795717407
4290,0.667018893004764,0.667018893004764,0.667018893004764,0.667018893004764
4300,0.660985822207134,0.660985822207134,0.660985822207134,0.660985822207134
4310,0.65450414802872,0.65450414802872,0.65450414802872,0.65450414802872
4320,0.647594435173724,0.647594435173724,0.647594435173724,0.647594435173724
4330,0.640277248346348,0.640277248346348,0.640277248346348,0.640277248346348
4340,0.632573152250794,0.632573152250794,0.632573152250794,0.632573152250794
4350,0.624502711591265,0.624502711591265,0.624502711591265,0.624502711591265
4360,0.616086491071963,0.616086491071963,0.616086491071963,0.616086491071963
4370,0.60734505539709,0.60734505539709,0.60734505539709,0.60734505539709
4380,0.598298969270849,0.598298969270849,0.598298969270849,0.598298969270849
4390,0.588968797397442,0.588968797397442,0.588968797397442,0.588968797397442
4400,0.579375104481071,0.579375104481071,0.579375104481071,0.579375104481071
4410,0.569538455225938,0.569538455225938,0.569538455225938,0.569538455225938
4420,0.559479414336246,0.559479414336246,0.559479414336246,0.559479414336246
4430,0.549218546516197,0.549218546516197,0.549218546516197,0.549218546516197
4440,0.538776416469993,0.538776416469993,0.538776416469993,0.538776416469993
4450,0.528173588901837,0.528173588901837,0.528173588901837,0.528173588901837
4460,0.517430628515931,0.517430628515931,0.517430628515931,0.517430628515931
4470,0.506568100016477,0.506568100016477,0.506568100016477,0.506568100016477
4480,0.495606568107677,0.495606568107677,0.495606568107677,0.495606568107677
4490,0.484569234941093,0.484569234941093,0.484569234941093,0.484569234941093
4500,0.474224077780996,0.474224077780996,0.474224077780996,0.474224077780996
4510,0.465153798159769,0.465153798159769,0.465153798159769,0.465153798159769
4520,0.457342302017969,0.457342302017969,0.457342302017969,0.457342302017969
4530,0.450773495296157,0.450773495296157,0.450773495296157,0.450773495296157
4540,0.445431283934889,0.445431283934889,0.445431283934889,0.445431283934889
4550,0.441299573874725,0.441299573874725,0.441299573874725,0.441299573874725
4560,0.438362271056224,0.438362271056224,0.438362271056224,0.438362271056224
4570,0.436603281419944,0.436603281419944,0.436603281419944,0.436603281419944
4580,0.436006510906443,0.436006510906443,0.436006510906443,0.436006510906443
4590,0.43655586545628,0.43655586545628,0.43655586545628,0.43655586545628
4600,0.438235251010013,0.438235251010013,0.438235251010013,0.438235251010013
4610,0.441028573508202,0.441028573508202,0.441028573508202,0.441028573508202
4620,0.444919738891404,0.444919738891404,0.444919738891404,0.444919738891404
4630,0.449892653100178,0.449892653100178,0.449892653100178,0.449892653100178
4640,0.455931222075083,0.455931222075083,0.455931222075083,0.455931222075083
4650,0.463019351756677,0.463019351756677,0.463019351756677,0.463019351756677
4660,0.471140948085519,0.471140948085519,0.471140948085519,0.471140948085519
4670,0.480279917002168,0.480279917002168,0.480279917002168,0.480279917002168
4680,0.490420164447181,0.490420164447181,0.490420164447181,0.490420164447181
4690,0.501545596361117,0.501545596361117,0.501545596361117,0.501545596361117
4700,0.513640118684536,0.513640118684536,0.513640118684536,0.513640118684536
4710,0.526687637357995,0.526687637357995,0.526687637357995,0.526687637357995
4720,0.540672058322053,0.540672058322053,0.540672058322053,0.540672058322053
4730,0.555577287517268,0.555577287517268,0.555577287517268,0.555577287517268
4740,0.5713872308842,0.5713872308842,0.5713872308842,0.5713872308842
4750,0.588085794363406,0.588085794363406,0.588085794363406,0.588085794363406
4760,0.605656883895446,0.605656883895446,0.605656883895446,0.605656883895446
4770,0.624084405420877,0.624084405420877,0.624084405420877,0.624084405420877
4780,0.643352264880259,0.643352264880259,0.643352264880259,0.643352264880259
4790,0.663444368214149,0.663444368214149,0.663444368214149,0.663444368214149
4800,0.684344621363106,0.684344621363106,0.684344621363106,0.684344621363106
4810,0.70603693026769,0.70603693026769,0.70603693026769,0.70603693026769
4820,0.728505200868458,0.728505200868458,0.728505200868458,0.728505200868458
4830,0.751463959629198,0.751463959629198,0.751463959629198,0.751463959629198
4840,0.772130330703526,0.772130330703526,0.772130330703526,0.772130330703526
4850,0.789878610254454,0.789878610254454,0.789878610254454,0.789878610254454
4860,0.804841027214122,0.804841027214122,0.804841027214122,0.804841027214122
4870,0.81714981051467,0.81714981051467,0.81714981051467,0.81714981051467
4880,0.826937189088238,0.826937189088238,0.826937189088238,0.826937189088238
4890,0.834335391866966,0.834335391866966,0.834335391866966,0.834335391866966
4900,0.839476647782993,0.839476647782993,0.839476647782993,0.839476647782993
4910,0.84249318576846,0.84249318576846,0.84249318576846,0.84249318576846
4920,0.843517234755507,0.843517234755507,0.843517234755507,0.843517234755507
4930,0.842681023676274,0.842681023676274,0.842681023676274,0.842681023676274
4940,0.840116781462899,0.840116781462899,0.840116781462899,0.840116781462899
4950,0.835956737047524,0.835956737047524,0.835956737047524,0.835956737047524
4960,0.830333119362289,0.830333119362289,0.830333119362289,0.830333119362289
4970,0.823378157339332,0.823378157339332,0.823378157339332,0.823378157339332
4980,0.815224079910795,0.815224079910795,0.815224079910795,0.815224079910795
4990,0.806003116008816,0.806003116008816,0.806003116008816,0.806003116008816
5000,0.795847494565537,0.795847494565537,0.795847494565537,0.795847494565537
5010,0.784889444513096,0.784889444513096,0.784889444513096,0.784889444513096
5020,0.773261194783634,0.773261194783635,0.773261194783635,0.773261194783635
5030,0.761094974309291,0.761094974309291,0.761094974309291,0.761094974309291
5040,0.748523012022207,0.748523012022207,0.748523012022207,0.748523012022207
5050,0.735677536854521,0.735677536854521,0.735677536854521,0.735677536854521
5060,0.722690777738373,0.722690777738373,0.722690777738373,0.722690777738373
5070,0.709694963605904,0.709694963605904,0.709694963605904,0.709694963605904
5080,0.696822323389253,0.696822323389253,0.696822323389253,0.696822323389253
5090,0.68420508602056,0.68420508602056,0.68420508602056,0.68420508602056
5100,0.671975480431966,0.671975480431966,0.671975480431966,0.671975480431966
5110,0.660265735555609,0.660265735555609,0.660265735555609,0.660265735555609
5120,0.649208080323631,0.649208080323631,0.649208080323631,0.649208080323631
5130,0.63893474366817,0.63893474366817,0.63893474366817,0.63893474366817
5140,0.629577954521367,0.629577954521367,0.629577954521367,0.629577954521367
5150,0.621269941815361,0.621269941815362,0.621269941815362,0.621269941815362
5160,0.614142934482294,0.614142934482294,0.614142934482294,0.614142934482294
5170,0.608337517436201,0.608337517436201,0.608337517436201,0.608337517436201
5180,0.603922593927291,0.603922593927291,0.603922593927291,0.603922593927291
5190,0.600848476243958,0.600848476243958,0.600848476243958,0.600848476243958
5200,0.599060711795817,0.599060711795818,0.599060711795818,0.599060711795818
5210,0.598504847992485,0.598504847992485,0.598504847992485,0.598504847992485
5220,0.599126432243576,0.599126432243576,0.599126432243576,0.599126432243576
5230,0.600871011958705,0.600871011958705,0.600871011958705,0.600871011958705
5240,0.603684134547487,0.603684134547487,0.603684134547487,0.603684134547487
5250,0.607511347419539,0.607511347419539,0.607511347419539,0.607511347419539
5260,0.612298197984474,0.612298197984474,0.612298197984474,0.612298197984474
5270,0.617990233651909,0.617990233651909,0.617990233651909,0.617990233651909
5280,0.624533001831458,0.624533001831458,0.624533001831458,0.624533001831458
5290,0.631872049932737,0.631872049932737,0.631872049932737,0.631872049932737
5300,0.639952925365361,0.639952925365361,0.639952925365361,0.639952925365361
5310,0.648721175538945,0.648721175538945,0.648721175538945,0.648721175538945
5320,0.658122347863105,0.658122347863105,0.658122347863105,0.658122347863105
5330,0.668101989747455,0.668101989747455,0.668101989747455,0.668101989747455
5340,0.678605648601612,0.678605648601612,0.678605648601612,0.678605648601612
5350,0.689578871835189,0.689578871835189,0.689578871835189,0.689578871835189
5360,0.700967206857803,0.700967206857803,0.700967206857803,0.700967206857803
5370,0.712716201079069,0.712716201079069,0.712716201079069,0.712716201079069
5380,0.724771401908601,0.724771401908601,0.724771401908601,0.724771401908601
5390,0.737078356756015,0.737078356756015,0.737078356756015,0.737078356756015
5400,0.749582613030927,0.749582613030927,0.749582613030927,0.749582613030927
5410,0.762229718142951,0.762229718142951,0.762229718142951,0.762229718142951
5420,0.774965219501703,0.774965219501704,0.774965219501704,0.774965219501704
5430,0.787734664516799,0.787734664516799,0.787734664516799,0.787734664516799
5440,0.800483600597852,0.800483600597852,0.800483600597852,0.800483600597852
5450,0.813157575154479,0.813157575154479,0.813157575154479,0.813157575154479
5460,0.825702135596295,0.825702135596295,0.825702135596295,0.825702135596295
5470,0.838062829332915,0.838062829332915,0.838062829332915,0.838062829332915
5480,0.850185203773953,0.850185203773953,0.850185203773953,0.850185203773953
5490,0.862014806329027,0.862014806329027,0.862014806329027,0.862014806329027
5500,0.87349718440775,0.87349718440775,0.87349718440775,0.87349718440775
5510,0.884534942504818,0.884534942504818,0.884534942504818,0.884534942504818
5520,0.895072974327244,0.895072974327244,0.895072974327244,0.895072974327244
5530,0.905120261103116,0.905120261103116,0.905120261103116,0.905120261103116
5540,0.914685784060525,0.914685784060525,0.914685784060525,0.914685784060525
5550,0.923778524427561,0.923778524427561,0.923778524427561,0.923778524427561
5560,0.932407463432313,0.932407463432313,0.932407463432313,0.932407463432313
5570,0.940581582302871,0.940581582302871,0.940581582302871,0.940581582302871
5580,0.948309862267324,0.948309862267324,0.948309862267324,0.948309862267324
5590,0.955601284553763,0.955601284553763,0.955601284553763,0.955601284553763
5600,0.962464830390277,0.962464830390277,0.962464830390277,0.962464830390277
5610,0.968909481004955,0.968909481004955,0.968909481004955,0.968909481004955
5620,0.974944217625888,0.974944217625888,0.974944217625888,0.974944217625888
5630,0.980578021481165,0.980578021481165,0.980578021481165,0.980578021481165
5640,0.985819873798876,0.985819873798876,0.985819873798876,0.985819873798876
5650,0.990678755807111,0.990678755807111,0.990678755807111,0.990678755807111
5660,0.995163648733958,0.995163648733958,0.995163648733958,0.995163648733958
5670,0.999283533807509,0.999283533807509,0.999283533807509,0.999283533807509
5680,1.00304739225585,1.00304739225585,1.00304739225585,1.00304739225585
5690,1.00646420530708,1.00646420530708,1.00646420530708,1.00646420530708
5700,1.00954295418928,1.00954295418928,1.00954295418928,1.00954295418928
5710,1.01229262013054,1.01229262013054,1.01229262013054,1.01229262013054
5720,1.01472218435895,1.01472218435895,1.01472218435895,1.01472218435895
5730,1.0168406281026,1.0168406281026,1.0168406281026,1.0168406281026
5740,1.01865693258959,1.01865693258959,1.01865693258959,1.01865693258959
5750,1.02018007904799,1.02018007904799,1.02018007904799,1.02018007904799
5760,1.02141904870591,1.02141904870591,1.02141904870591,1.02141904870591
5770,1.02238282279142,1.02238282279142,1.02238282279142,1.02238282279142
5780,1.02308038253263,1.02308038253263,1.02308038253263,1.02308038253263
5790,1.02352070915761,1.02352070915761,1.02352070915761,1.02352070915761
5800,1.02371278389447,1.02371278389447,1.02371278389447,1.02371278389447
5810,1.02366558797128,1.02366558797128,1.02366558797128,1.02366558797128
5820,1.02338810261614,1.02338810261614,1.02338810261614,1.02338810261614
5830,1.02288930905714,1.02288930905714,1.02288930905714,1.02288930905714
5840,1.02227600045035,1.02227600045035,1.02227600045035,1.02227600045035
5850,1.02295993390556,1.02295993390555,1.02295993390555,1.02295993390555
5860,1.02532983847158,1.02532983847158,1.02532983847158,1.02532983847158
5870,1.02929302421412,1.02929302421412,1.02929302421412,1.02929302421412
5880,1.03475680119885,1.03475680119885,1.03475680119885,1.03475680119885
5890,1.04162847949146,1.04162847949146,1.04162847949146,1.04162847949146
5900,1.04981536915763,1.04981536915763,1.04981536915763,1.04981536915763
5910,1.05922478026305,1.05922478026305,1.05922478026305,1.05922478026305
5920,1.0697640228734,1.0697640228734,1.0697640228734,1.0697640228734
5930,1.08134040705437,1.08134040705437,1.08134040705437,1.08134040705437
5940,1.09386124287164,1.09386124287164,1.09386124287164,1.09386124287164
5950,1.10723384039091,1.10723384039091,1.10723384039091,1.10723384039091
5960,1.12136550967785,1.12136550967785,1.12136550967785,1.12136550967785
5970,1.13616356079814,1.13616356079814,1.13616356079814,1.13616356079814
5980,1.15153530381748,1.15153530381748,1.15153530381748,1.15153530381748
5990,1.16738804880155,1.16738804880155,1.16738804880155,1.16738804880155
6000,1.18362910581603,1.18362910581603,1.18362910581603,1.18362910581603
6010,1.20016578492662,1.20016578492662,1.20016578492662,1.20016578492662
6020,1.21690539619898,1.21690539619898,1.21690539619898,1.21690539619898
6030,1.23375524969882,1.23375524969882,1.23375524969882,1.23375524969882
6040,1.25062265549181,1.25062265549181,1.25062265549181,1.25062265549181
6050,1.26741492364364,1.26741492364364,1.26741492364364,1.26741492364364
6060,1.28403936421999,1.28403936421999,1.28403936421999,1.28403936421999
6070,1.30040328728656,1.30040328728656,1.30040328728656,1.30040328728656
6080,1.31641400290902,1.31641400290902,1.31641400290902,1.31641400290902
6090,1.33197882115306,1.33197882115306,1.33197882115306,1.33197882115306
6100,1.34700505208436,1.34700505208436,1.34700505208436,1.34700505208436
6110,1.36140000576862,1.36140000576862,1.36140000576862,1.36140000576862
6120,1.37507099227151,1.37507099227151,1.37507099227151,1.37507099227151
6130,1.38792532165872,1.38792532165872,1.38792532165872,1.38792532165872
6140,1.39987030399593,1.39987030399593,1.39987030399593,1.39987030399593
6150,1.41081324934884,1.41081324934884,1.41081324934884,1.41081324934884
6160,1.42066146778312,1.42066146778312,1.42066146778312,1.42066146778312
6170,1.42932226936446,1.42932226936447,1.42932226936447,1.42932226936447
6180,1.43667687775402,1.43667687775402,1.43667687775402,1.43667687775402
6190,1.44256674448588,1.44256674448588,1.44256674448588,1.44256674448588
6200,1.44696129669201,1.44696129669201,1.44696129669201,1.44696129669201
6210,1.44984106880613,1.44984106880613,1.44984106880613,1.44984106880613
6220,1.45118659526195,1.45118659526195,1.45118659526195,1.45118659526195
6230,1.4509784104932,1.4509784104932,1.4509784104932,1.4509784104932
6240,1.44919704893359,1.44919704893359,1.44919704893359,1.44919704893359
6250,1.44582304501684,1.44582304501684,1.44582304501684,1.44582304501684
6260,1.44083693317667,1.44083693317667,1.44083693317667,1.44083693317667
6270,1.4342192478468,1.4342192478468,1.4342192478468,1.4342192478468
6280,1.42595052346094,1.42595052346094,1.42595052346094,1.42595052346094
6290,1.41601129445281,1.41601129445281,1.41601129445281,1.41601129445281
6300,1.40438209525613,1.40438209525613,1.40438209525613,1.40438209525613
6310,1.39104346030462,1.39104346030462,1.39104346030462,1.39104346030462
6320,1.375975924032,1.375975924032,1.375975924032,1.375975924032
6330,1.35916002087199,1.35916002087199,1.35916002087199,1.35916002087199
6340,1.34057628525829,1.34057628525829,1.34057628525829,1.34057628525829
6350,1.32020525162464,1.32020525162464,1.32020525162464,1.32020525162464
6360,1.29802745440475,1.29802745440475,1.29802745440475,1.29802745440475
6370,1.27402342803234,1.27402342803234,1.27402342803234,1.27402342803234
6380,1.24817370694112,1.24817370694112,1.24817370694112,1.24817370694112
6390,1.22045882556482,1.22045882556482,1.22045882556482,1.22045882556482
6400,1.19085931833715,1.19085931833715,1.19085931833715,1.19085931833715
6410,1.15935571969183,1.15935571969183,1.15935571969183,1.15935571969183
6420,1.12592856406258,1.12592856406258,1.12592856406258,1.12592856406258
6430,1.09055838588311,1.09055838588311,1.09055838588311,1.09055838588311
6440,1.05322571958715,1.05322571958715,1.05322571958715,1.05322571958715
6450,1.01391109960841,1.01391109960841,1.01391109960841,1.01391109960841
6460,0.972595060380619,0.972595060380619,0.972595060380619,0.972595060380619
6470,0.929258136337483,0.929258136337483,0.929258136337483,0.929258136337483
6480,0.883880861912725,0.883880861912725,0.883880861912725,0.883880861912725
6490,0.836443771540062,0.836443771540061,0.836443771540061,0.836443771540061
6500,0.786927399653213,0.786927399653213,0.786927399653213,0.786927399653213
6510,0.735312280685896,0.735312280685896,0.735312280685896,0.735312280685896
6520,0.684469976568372,0.684469976568372,0.684469976568372,0.684469976568372
6530,0.637973748028927,0.637973748028927,0.637973748028927,0.637973748028927
6540,0.595685855204377,0.595685855204377,0.595685855204377,0.595685855204377
6550,0.557455623798092,0.557455623798092,0.557455623798092,0.557455623798092
6560,0.523132379513443,0.523132379513443,0.523132379513443,0.523132379513443
6570,0.492565448053801,0.492565448053801,0.492565448053801,0.492565448053801
6580,0.465604155122536,0.465604155122536,0.465604155122536,0.465604155122536
6590,0.442097826423019,0.442097826423019,0.442097826423019,0.442097826423019
6600,0.421895787658621,0.421895787658621,0.421895787658621,0.421895787658621
6610,0.404847364532711,0.404847364532711,0.404847364532711,0.404847364532711
6620,0.390801882748662,0.390801882748662,0.390801882748662,0.390801882748662
6630,0.379608668009843,0.379608668009843,0.379608668009843,0.379608668009843
6640,0.371117046019624,0.371117046019624,0.371117046019624,0.371117046019624
6650,0.365176342481378,0.365176342481377,0.365176342481377,0.365176342481377
6660,0.361635883098473,0.361635883098473,0.361635883098473,0.361635883098473
6670,0.360344993574281,0.360344993574281,0.360344993574281,0.360344993574281
6680,0.361152999612172,0.361152999612172,0.361152999612172,0.361152999612172
6690,0.363909226915517,0.363909226915517,0.363909226915517,0.363909226915517
6700,0.368463001187687,0.368463001187687,0.368463001187687,0.368463001187687
6710,0.374663648132052,0.374663648132052,0.374663648132052,0.374663648132052
6720,0.382360493451983,0.382360493451983,0.382360493451983,0.382360493451983
6730,0.391402862850849,0.391402862850849,0.391402862850849,0.391402862850849
6740,0.401640082032023,0.401640082032023,0.401640082032023,0.401640082032023
6750,0.412921476698874,0.412921476698874,0.412921476698874,0.412921476698874
6760,0.425096372554774,0.425096372554774,0.425096372554774,0.425096372554774
6770,0.438014095303092,0.438014095303091,0.438014095303091,0.438014095303091
6780,0.451523970647199,0.451523970647199,0.451523970647199,0.451523970647199
6790,0.465475324290466,0.465475324290466,0.465475324290466,0.465475324290466
6800,0.479717481936264,0.479717481936264,0.479717481936264,0.479717481936264
6810,0.494099769287962,0.494099769287962,0.494099769287962,0.494099769287962
6820,0.508471512048933,0.508471512048933,0.508471512048933,0.508471512048933
6830,0.522682035922546,0.522682035922546,0.522682035922546,0.522682035922546
6840,0.536580666612172,0.536580666612171,0.536580666612171,0.536580666612171
6850,0.550040106991697,0.550040106991697,0.550040106991697,0.550040106991697
6860,0.563446666193611,0.563446666193611,0.563446666193611,0.563446666193611
6870,0.57693901061454,0.57693901061454,0.57693901061454,0.57693901061454
6880,0.590453578960459,0.590453578960459,0.590453578960459,0.590453578960459
6890,0.603926809937343,0.603926809937343,0.603926809937343,0.603926809937343
6900,0.617295142251167,0.617295142251167,0.617295142251167,0.617295142251167
6910,0.630495014607905,0.630495014607905,0.630495014607905,0.630495014607905
6920,0.643462865713532,0.643462865713532,0.643462865713532,0.643462865713532
6930,0.656135134274024,0.656135134274024,0.656135134274024,0.656135134274024
6940,0.668448258995355,0.668448258995355,0.668448258995355,0.668448258995355
6950,0.680338678583499,0.680338678583499,0.680338678583499,0.680338678583499
6960,0.691742831744433,0.691742831744433,0.691742831744433,0.691742831744433
6970,0.70259715718413,0.702597157184129,0.702597157184129,0.702597157184129
6980,0.712838093608565,0.712838093608565,0.712838093608565,0.712838093608565
6990,0.722402079723713,0.722402079723713,0.722402079723713,0.722402079723713
7000,0.731225554235549,0.731225554235549,0.731225554235549,0.731225554235549
7010,0.739244955850049,0.739244955850049,0.739244955850049,0.739244955850049
7020,0.746396723273185,0.746396723273185,0.746396723273185,0.746396723273185
7030,0.752617295210935,0.752617295210935,0.752617295210935,0.752617295210935
7040,0.757843110369272,0.757843110369272,0.757843110369272,0.757843110369272
7050,0.76201060745417,0.76201060745417,0.76201060745417,0.76201060745417
7060,0.765056225171606,0.765056225171606,0.765056225171606,0.765056225171606
7070,0.766916402227554,0.766916402227554,0.766916402227554,0.766916402227554
7080,0.767527577327989,0.767527577327989,0.767527577327989,0.767527577327989
7090,0.766826189178885,0.766826189178885,0.766826189178885,0.766826189178885
7100,0.764748676486217,0.764748676486217,0.764748676486217,0.764748676486217
7110,0.761231477955961,0.761231477955961,0.761231477955961,0.761231477955961
7120,0.75621103229409,0.75621103229409,0.75621103229409,0.75621103229409
7130,0.749623778206581,0.749623778206581,0.749623778206581,0.749623778206581
7140,0.741406154399407,0.741406154399407,0.741406154399407,0.741406154399407
7150,0.731494599578543,0.731494599578543,0.731494599578543,0.731494599578543
7160,0.719825552449965,0.719825552449965,0.719825552449965,0.719825552449965
7170,0.706335451719647,0.706335451719647,0.706335451719647,0.706335451719647
7180,0.690960736093564,0.690960736093565,0.690960736093565,0.690960736093565
7190,0.673677022663681,0.673677022663681,0.673677022663681,0.673677022663681
7200,0.654652283892254,0.654652283892254,0.654652283892254,0.654652283892254
7210,0.633957925973788,0.633957925973788,0.633957925973788,0.633957925973788
7220,0.611645321095455,0.611645321095455,0.611645321095455,0.611645321095455
7230,0.587765841444427,0.587765841444427,0.587765841444427,0.587765841444427
7240,0.562370859207875,0.562370859207875,0.562370859207875,0.562370859207875
7250,0.535511746572973,0.535511746572973,0.535511746572973,0.535511746572973
7260,0.507239875726891,0.507239875726891,0.507239875726891,0.507239875726891
7270,0.477606618856802,0.477606618856802,0.477606618856802,0.477606618856802
7280,0.446663348149877,0.446663348149877,0.446663348149877,0.446663348149877
7290,0.414461435793289,0.414461435793289,0.414461435793289,0.414461435793289
7300,0.38105225397421,0.38105225397421,0.38105225397421,0.38105225397421
7310,0.346487174879811,0.346487174879811,0.346487174879811,0.346487174879811
7320,0.310817570697265,0.310817570697265,0.310817570697265,0.310817570697265
7330,0.274094813613744,0.274094813613744,0.274094813613744,0.274094813613744
7340,0.236370275816419,0.236370275816419,0.236370275816419,0.236370275816419
7350,0.197695329492463,0.197695329492463,0.197695329492463,0.197695329492463
7360,0.158121346829047,0.158121346829047,0.158121346829047,0.158121346829047
7370,0.117699700013343,0.117699700013343,0.117699700013343,0.117699700013343
7380,0.0764817612325238,0.0764817612325238,0.0764817612325238,0.0764817612325238
7390,0.0345189026737611,0.0345189026737611,0.0345189026737611,0.0345189026737611
7400,-0.00813750347577342,-0.00813750347577344,-0.00813750347577344,-0.00813750347577344
7410,-0.0514360850289074,-0.0514360850289074,-0.0514360850289074,-0.0514360850289074
7420,-0.0953254697984693,-0.0953254697984693,-0.0953254697984693,-0.0953254697984693
7430,-0.139754285597287,-0.139754285597287,-0.139754285597287,-0.139754285597287
7440,-0.184671160238188,-0.184671160238188,-0.184671160238188,-0.184671160238188
7450,-0.230024721534001,-0.230024721534001,-0.230024721534001,-0.230024721534001
7460,-0.275763597297554,-0.275763597297554,-0.275763597297554,-0.275763597297554
7470,-0.321836415341675,-0.321836415341675,-0.321836415341675,-0.321836415341675
7480,-0.368191803479191,-0.368191803479191,-0.368191803479191,-0.368191803479191
7490,-0.414778389522932,-0.414778389522932,-0.414778389522932,-0.414778389522932
7500,-0.461544801285724,-0.461544801285724,-0.461544801285724,-0.461544801285724
7510,-0.508439666580397,-0.508439666580397,-0.508439666580397,-0.508439666580397
7520,-0.555411613219778,-0.555411613219778,-0.555411613219778,-0.555411613219778
7530,-0.602178519653872,-0.602178519653872,-0.602178519653872,-0.602178519653872
7540,-0.648323576866034,-0.648323576866034,-0.648323576866034,-0.648323576866034
7550,-0.693793901093544,-0.693793901093544,-0.693793901093544,-0.693793901093544
7560,-0.738541326093163,-0.738541326093163,-0.738541326093163,-0.738541326093163
7570,-0.782517685621652,-0.782517685621652,-0.782517685621652,-0.782517685621652
7580,-0.825674813435774,-0.825674813435773,-0.825674813435773,-0.825674813435773
7590,-0.867964543292289,-0.867964543292289,-0.867964543292289,-0.867964543292289
7600,-0.909338708947959,-0.909338708947959,-0.909338708947959,-0.909338708947959
7610,-0.949749144159546,-0.949749144159546,-0.949749144159546,-0.949749144159546
7620,-0.989147682683812,-0.989147682683812,-0.989147682683812,-0.989147682683812
7630,-1.02748615827752,-1.02748615827752,-1.02748615827752,-1.02748615827752
7640,-1.06471640469742,-1.06471640469742,-1.06471640469742,-1.06471640469742
7650,-1.10079025570029,-1.10079025570029,-1.10079025570029,-1.10079025570029
7660,-1.13565954504289,-1.13565954504289,-1.13565954504289,-1.13565954504289
7670,-1.16927610648197,-1.16927610648197,-1.16927610648197,-1.16927610648197
