SampleId;SEEDLE;ObjectId#;ProjArea;StraightLength;CurvedLength;StraightWidth;CurvedWidth;Curvature;VolCircle;VolEllipsoid;VolRectangle;VolConstPerim;SurfAreaCircle;SurfAreaEllipsoid;SurfAreaRectangle;SurfAreaConstPerim;SurfAreaPropPerim;WLRatio;HorizPosition;VertPosition;ProjPerimeter;ProjFormCoeff
109;SEEDLE;1;0.0239;0.2523;0.2759;0.1274;0.1728;0.1617;0.0019;0.0002;0.0002;0.0000;0.0755;0.0536;0.0528;0.0003;0.0240;0.5048;3.9859;1.8640;0.7129;0.5897
109;SEEDLE;2;0.0206;0.2773;0.2820;0.0932;0.0934;0.0000;0.0013;0.0001;0.0002;0.0000;0.0650;0.0462;0.0455;0.0003;0.0207;0.3361;4.3347;1.7613;0.6780;0.5619
109;SEEDLE;3;0.0303;0.3274;0.3395;0.1216;0.1193;0.0929;0.0023;0.0002;0.0003;0.0000;0.0939;0.0667;0.0658;0.0003;0.0299;0.3714;4.4906;2.1425;0.8291;0.5539
109.5;SEEDLE;1;0.0161;1.0843;1.1028;0.0285;0.0405;0.0490;0.0002;0.0000;0.0000;0.0000;0.0499;0.0355;0.0350;0.0011;0.0159;0.0263;4.6096;2.5035;2.4666;0.0332
110;SEEDLE;1;0.0039;0.5720;0.5722;0.0101;0.0163;0.0112;0.0000;0.0000;0.0000;0.0000;0.0175;0.0125;0.0123;0.0006;0.0056;0.0176;5.5645;3.2167;1.0233;0.0467
111;SEEDLE;1;0.0684;0.8710;0.8732;0.1028;0.1041;0.0117;0.0043;0.0004;0.0006;0.0000;0.2134;0.1517;0.1494;0.0009;0.0679;0.1180;4.4090;1.7616;1.9446;0.2272
111;SEEDLE;2;0.0115;0.2772;0.2791;0.0613;0.0627;0.0164;0.0004;0.0000;0.0001;0.0000;0.0364;0.0259;0.0255;0.0003;0.0116;0.2212;5.0053;1.7219;0.6238;0.3703
112;SEEDLE;1;0.0855;1.0756;1.2693;0.1601;0.1037;0.2531;0.0048;0.0005;0.0006;0.0000;0.2660;0.1890;0.1863;0.0013;0.0847;0.1488;3.9994;2.3738;2.8559;0.1318
113;SEEDLE;1;0.0980;0.8691;0.8916;0.1494;0.1443;0.0959;0.0093;0.0009;0.0012;0.0000;0.3066;0.2179;0.2147;0.0009;0.0976;0.1719;4.3878;1.8333;1.9876;0.3118
113.5;SEEDLE;1;0.0760;0.4705;0.4998;0.2071;0.2051;0.0215;0.0100;0.0010;0.0013;0.0000;0.2406;0.1709;0.1685;0.0005;0.0766;0.4401;4.2995;1.7633;1.3733;0.5064
114.5;SEEDLE;1;0.0129;0.3918;0.3931;0.0453;0.0453;0.0259;0.0004;0.0000;0.0000;0.0000;0.0406;0.0288;0.0284;0.0004;0.0129;0.1155;4.1202;1.8430;0.8438;0.2280
118.5;SEEDLE;1;0.0078;0.2950;0.2971;0.0346;0.0375;0.0153;0.0002;0.0000;0.0000;0.0000;0.0245;0.0174;0.0171;0.0003;0.0078;0.1172;3.9202;1.5141;0.6451;0.2362
119;SEEDLE;1;0.0311;0.4778;0.4842;0.1015;0.1031;0.0403;0.0018;0.0002;0.0002;0.0000;0.0980;0.0697;0.0686;0.0005;0.0312;0.2124;4.1753;1.4518;1.1769;0.2820
119.5;SEEDLE;1;0.0573;0.6298;0.6352;0.1221;0.1184;0.0259;0.0044;0.0004;0.0006;0.0000;0.1796;0.1276;0.1258;0.0006;0.0572;0.1940;4.4548;2.1126;1.4186;0.3579
120;SEEDLE;2;0.0074;0.3368;0.3393;0.0326;0.0353;0.0135;0.0001;0.0000;0.0000;0.0000;0.0238;0.0169;0.0166;0.0003;0.0076;0.0967;4.6087;2.4669;0.7666;0.1585
120.5;SEEDLE;1;0.3265;1.1389;1.1551;0.3549;0.3473;0.0368;0.0744;0.0074;0.0095;0.0000;1.0193;0.7243;0.7138;0.0012;0.3244;0.3116;3.9883;2.4562;2.9670;0.4660
121;SEEDLE;1;0.0444;0.4704;0.4819;0.1232;0.1214;0.0097;0.0035;0.0003;0.0004;0.0000;0.1397;0.0993;0.0979;0.0005;0.0445;0.2619;3.7578;2.8746;1.1140;0.4497
121.5;SEEDLE;1;0.2371;1.4793;1.5011;0.2537;0.2657;0.0313;0.0300;0.0030;0.0038;0.0000;0.7269;0.5165;0.5090;0.0015;0.2314;0.1715;4.4829;2.0471;3.8058;0.2057
