SampleId;SEEDLE;ObjectId#;ProjArea;StraightLength;CurvedLength;StraightWidth;CurvedWidth;Curvature;VolCircle;VolEllipsoid;VolRectangle;VolConstPerim;SurfAreaCircle;SurfAreaEllipsoid;SurfAreaRectangle;SurfAreaConstPerim;SurfAreaPropPerim;WLRatio;HorizPosition;VertPosition;ProjPerimeter;ProjFormCoeff
36.5;SEEDLE;1;0.0443;0.2709;0.2955;0.2277;0.2319;0.1663;0.0067;0.0007;0.0008;0.0000;0.1469;0.1044;0.1029;0.0003;0.0468;0.8405;6.0332;6.7315;0.8239;0.8207
37;SEEDLE;1;0.0418;0.5764;0.6260;0.1447;0.1602;0.1720;0.0028;0.0003;0.0004;0.0000;0.1292;0.0918;0.0904;0.0006;0.0411;0.2510;5.9915;6.4829;1.8094;0.1606
37;SEEDLE;2;0.1545;0.9944;1.0130;0.2215;0.2171;0.0847;0.0199;0.0020;0.0025;0.0000;0.4848;0.3445;0.3395;0.0010;0.1543;0.2228;6.3739;5.4709;2.3710;0.3454
37;SEEDLE;3;0.0300;0.2845;0.3057;0.1356;0.1533;0.0159;0.0028;0.0003;0.0004;0.0000;0.0989;0.0703;0.0693;0.0003;0.0315;0.4765;6.2531;7.1234;0.8905;0.4760
37;SEEDLE;4;0.0249;0.2286;0.2516;0.1425;0.1615;0.1436;0.0020;0.0002;0.0003;0.0000;0.0741;0.0527;0.0519;0.0003;0.0236;0.6231;7.1675;4.7202;1.1130;0.2526
37;SEEDLE;5;0.0176;0.1711;0.2012;0.1479;0.1677;0.2173;0.0018;0.0002;0.0002;0.0000;0.0616;0.0438;0.0432;0.0002;0.0196;0.8647;7.3843;6.4539;0.6055;0.6043
37;SEEDLE;6;0.0165;0.2090;0.2219;0.1171;0.1171;0.0686;0.0012;0.0001;0.0002;0.0000;0.0552;0.0392;0.0386;0.0002;0.0176;0.5602;7.5141;7.4414;0.6127;0.5525
37;SEEDLE;7;0.0357;0.5709;0.5747;0.0868;0.0832;0.0079;0.0018;0.0002;0.0002;0.0000;0.1128;0.0801;0.0790;0.0006;0.0359;0.1521;7.9264;5.4042;1.3052;0.2632
37;SEEDLE;8;0.0497;0.3874;0.4134;0.2355;0.2265;0.0585;0.0063;0.0006;0.0008;0.0000;0.1619;0.1150;0.1134;0.0004;0.0515;0.6081;8.5951;4.6179;1.3620;0.3366
37.5;SEEDLE;1;0.0261;0.2317;0.2604;0.1556;0.1899;0.1617;0.0027;0.0003;0.0003;0.0000;0.0869;0.0618;0.0609;0.0003;0.0277;0.6714;5.5165;6.2366;0.7465;0.5883
37.6;SEEDLE;2;0.0259;0.2619;0.3416;0.1709;0.2498;0.0173;0.0042;0.0004;0.0005;0.0000;0.1203;0.0855;0.0842;0.0003;0.0383;0.6524;6.0665;5.7586;0.9385;0.3692
38;SEEDLE;1;0.0327;0.6175;0.6368;0.0829;0.0784;0.0816;0.0015;0.0002;0.0002;0.0000;0.1032;0.0733;0.0722;0.0006;0.0328;0.1343;5.1510;6.2274;1.4157;0.2053
38;SEEDLE;2;0.0801;0.4526;0.5355;0.2745;0.2455;0.2734;0.0096;0.0010;0.0012;0.0000;0.2473;0.1757;0.1732;0.0005;0.0787;0.6065;5.1561;6.9370;1.6529;0.3683
38;SEEDLE;3;0.0530;0.4284;0.4560;0.1579;0.2055;0.0855;0.0058;0.0006;0.0007;0.0000;0.1739;0.1236;0.1218;0.0005;0.0553;0.3686;5.7526;7.2241;1.2712;0.4122
38;SEEDLE;4;0.0207;0.2588;0.2724;0.1037;0.1009;0.0871;0.0013;0.0001;0.0002;0.0000;0.0658;0.0468;0.0461;0.0003;0.0209;0.4007;5.9473;6.2606;0.7626;0.4482
38;SEEDLE;5;0.0196;0.1882;0.2086;0.1688;0.1627;0.0537;0.0021;0.0002;0.0003;0.0000;0.0676;0.0481;0.0474;0.0002;0.0215;0.8969;6.4163;6.6516;0.7483;0.4398
38;SEEDLE;6;0.0202;0.1973;0.2089;0.1475;0.1457;0.1029;0.0020;0.0002;0.0003;0.0000;0.0671;0.0477;0.0470;0.0002;0.0214;0.7476;6.6302;6.8576;0.5816;0.7491
38;SEEDLE;7;0.0183;0.3293;0.3325;0.0877;0.0894;0.0194;0.0008;0.0001;0.0001;0.0000;0.0568;0.0404;0.0398;0.0003;0.0181;0.2662;6.8000;7.7571;0.7923;0.3656
38;SEEDLE;8;0.0586;1.2126;1.2458;0.1257;0.1232;0.1091;0.0026;0.0003;0.0003;0.0000;0.1800;0.1279;0.1261;0.0012;0.0573;0.1036;7.2565;6.8905;3.2616;0.0692
38;SEEDLE;9;0.0297;0.2865;0.2941;0.1285;0.1300;0.0224;0.0026;0.0003;0.0003;0.0000;0.0945;0.0672;0.0662;0.0003;0.0301;0.4486;7.1719;5.8549;0.7744;0.6218
38;SEEDLE;10;0.0181;0.2174;0.2275;0.1375;0.1360;0.0829;0.0014;0.0001;0.0002;0.0000;0.0586;0.0417;0.0411;0.0002;0.0187;0.6327;7.9667;6.9597;0.6085;0.6137
38.5;SEEDLE;1;0.0605;0.5893;0.6674;0.2517;0.2139;0.1986;0.0045;0.0004;0.0006;0.0000;0.1779;0.1264;0.1246;0.0007;0.0566;0.4270;7.0446;4.8725;2.0778;0.1760
38.5;SEEDLE;2;0.0223;0.2157;0.2880;0.1447;0.2043;0.2078;0.0025;0.0003;0.0003;0.0000;0.0878;0.0624;0.0615;0.0003;0.0279;0.6708;6.9619;6.4618;0.8348;0.4028
38.5;SEEDLE;3;0.2275;0.6123;0.7438;0.5550;0.5734;0.1437;0.1011;0.0101;0.0129;0.0000;0.8896;0.6322;0.6229;0.0007;0.2832;0.9064;7.3035;6.8293;2.6438;0.4090
38.5;SEEDLE;4;0.0345;0.3608;0.3970;0.1296;0.1493;0.0452;0.0029;0.0003;0.0004;0.0000;0.1118;0.0794;0.0783;0.0004;0.0356;0.3592;7.3036;5.8855;1.1210;0.3450
38.5;SEEDLE;5;0.0256;0.2245;0.2332;0.1569;0.1524;0.0284;0.0025;0.0003;0.0003;0.0000;0.0827;0.0588;0.0579;0.0002;0.0263;0.6989;7.5212;6.4487;0.6491;0.7640
38.5;SEEDLE;6;0.0405;0.5010;0.5113;0.1123;0.1152;0.0511;0.0028;0.0003;0.0004;0.0000;0.1289;0.0916;0.0902;0.0005;0.0410;0.2242;8.0710;6.0593;1.1277;0.3998
38.5;SEEDLE;7;0.0893;0.6699;0.6846;0.2090;0.2021;0.0623;0.0106;0.0011;0.0013;0.0000;0.2773;0.1971;0.1942;0.0007;0.0883;0.3120;8.4068;5.1096;2.0211;0.2746
38.5;SEEDLE;8;0.0388;0.2951;0.3249;0.2052;0.2285;0.1270;0.0054;0.0005;0.0007;0.0000;0.1355;0.0963;0.0949;0.0003;0.0431;0.6953;8.7123;4.0280;0.8504;0.6749
39;SEEDLE;1;0.0557;0.4899;0.5206;0.2403;0.2368;0.0276;0.0059;0.0006;0.0007;0.0000;0.1756;0.1248;0.1230;0.0005;0.0559;0.4904;5.5180;6.5239;1.5505;0.2912
39;SEEDLE;2;0.0408;0.4191;0.4509;0.1183;0.1401;0.0579;0.0033;0.0003;0.0004;0.0000;0.1288;0.0916;0.0902;0.0005;0.0410;0.2822;6.1676;4.6396;1.2859;0.3103
39;SEEDLE;3;0.0557;0.3245;0.3706;0.3010;0.2909;0.0000;0.0120;0.0012;0.0015;0.0000;0.2217;0.1575;0.1553;0.0004;0.0706;0.9276;6.7565;7.3462;1.1598;0.5205
39;SEEDLE;4;0.6896;1.7438;1.7908;0.5857;0.5682;0.0058;0.2296;0.0230;0.0292;0.0000;2.1740;1.5449;1.5224;0.0018;0.6920;0.3359;7.5327;5.8875;4.4998;0.4280
39;SEEDLE;5;0.0736;0.7733;0.7772;0.1198;0.1157;0.0314;0.0057;0.0006;0.0007;0.0000;0.2313;0.1643;0.1620;0.0008;0.0736;0.1549;8.2367;6.8633;1.7730;0.2943
39.5;SEEDLE;1;0.1099;0.5378;0.6675;0.3456;0.4713;0.0084;0.0259;0.0026;0.0033;0.0000;0.4077;0.2897;0.2855;0.0007;0.1298;0.6425;6.1527;5.6506;2.4098;0.2378
39.5;SEEDLE;2;0.1145;1.0466;1.0536;0.1824;0.1889;0.0043;0.0104;0.0010;0.0013;0.0000;0.3595;0.2555;0.2518;0.0011;0.1144;0.1743;6.7638;6.2332;2.7223;0.1941
39.5;SEEDLE;3;0.0501;0.2831;0.3254;0.2790;0.2585;0.1640;0.0096;0.0010;0.0012;0.0000;0.1840;0.1307;0.1288;0.0003;0.0586;0.9856;6.7441;6.9635;0.9200;0.7445
40;SEEDLE;1;0.0173;0.1963;0.2111;0.1450;0.1408;0.1629;0.0009;0.0001;0.0001;0.0000;0.0450;0.0320;0.0315;0.0002;0.0143;0.7389;4.8338;6.2719;0.8662;0.2901
40;SEEDLE;2;0.0173;0.2125;0.2714;0.1192;0.1705;0.1711;0.0012;0.0001;0.0002;0.0000;0.0525;0.0373;0.0368;0.0003;0.0167;0.5611;5.0449;6.2270;1.0485;0.1980
40;SEEDLE;3;0.1094;0.6736;0.7016;0.2259;0.2237;0.1024;0.0154;0.0015;0.0020;0.0000;0.3362;0.2389;0.2354;0.0007;0.1070;0.3353;5.5036;5.4669;1.8022;0.4232
40;SEEDLE;4;0.0443;0.3594;0.5175;0.1938;0.3136;0.1191;0.0077;0.0008;0.0010;0.0000;0.1973;0.1402;0.1382;0.0005;0.0628;0.5391;5.2851;6.3466;1.4796;0.2546
40.5;SEEDLE;1;0.0196;0.2068;0.2388;0.1236;0.1861;0.0616;0.0023;0.0002;0.0003;0.0000;0.0776;0.0551;0.0543;0.0002;0.0247;0.5974;5.8602;5.4369;0.5998;0.6845
40.5;SEEDLE;2;0.0263;0.3059;0.3293;0.1568;0.1838;0.1693;0.0018;0.0002;0.0002;0.0000;0.0766;0.0545;0.0537;0.0003;0.0244;0.5127;6.6947;5.5310;1.0163;0.3199
41;SEEDLE;1;0.0430;0.3752;0.3796;0.1508;0.1408;0.0121;0.0040;0.0004;0.0005;0.0000;0.1312;0.0932;0.0919;0.0004;0.0418;0.4019;6.3612;5.7256;1.0600;0.4804
41;SEEDLE;2;0.0498;0.3757;0.4286;0.2031;0.2885;0.1026;0.0062;0.0006;0.0008;0.0000;0.1583;0.1125;0.1108;0.0004;0.0504;0.5405;6.9661;5.6975;1.7203;0.2116
41;SEEDLE;3;0.0245;0.3410;0.3560;0.0989;0.1009;0.0960;0.0014;0.0001;0.0002;0.0000;0.0762;0.0541;0.0533;0.0004;0.0242;0.2901;7.0930;5.2807;1.0072;0.3039
41;SEEDLE;4;0.0464;0.3968;0.4554;0.1926;0.2006;0.0458;0.0059;0.0006;0.0007;0.0000;0.1600;0.1137;0.1120;0.0005;0.0509;0.4853;7.2444;6.4316;1.2086;0.3990
41;SEEDLE;5;0.0210;0.1812;0.2199;0.1483;0.1824;0.0901;0.0025;0.0002;0.0003;0.0000;0.0786;0.0558;0.0550;0.0002;0.0250;0.8181;7.7028;5.9076;0.7869;0.4255
41;SEEDLE;6;0.0208;0.2160;0.2299;0.1585;0.1576;0.0297;0.0018;0.0002;0.0002;0.0000;0.0674;0.0479;0.0472;0.0002;0.0215;0.7340;7.7638;6.4633;0.7098;0.5193
41;SEEDLE;7;0.0316;0.2666;0.2794;0.1455;0.1475;0.0170;0.0033;0.0003;0.0004;0.0000;0.1038;0.0738;0.0727;0.0003;0.0331;0.5459;8.0073;5.0895;0.7286;0.7483
41.5;SEEDLE;1;0.0327;0.2924;0.3044;0.1552;0.1600;0.1123;0.0029;0.0003;0.0004;0.0000;0.0991;0.0704;0.0694;0.0003;0.0315;0.5307;5.1296;6.8014;0.9035;0.5037
41.5;SEEDLE;2;0.0227;0.2755;0.3221;0.1555;0.1872;0.1163;0.0026;0.0003;0.0003;0.0000;0.0894;0.0635;0.0626;0.0003;0.0284;0.5643;5.4828;6.0797;0.8444;0.3995
41.5;SEEDLE;3;0.0697;0.3699;0.4734;0.2749;0.2886;0.0246;0.0136;0.0014;0.0017;0.0000;0.2551;0.1813;0.1786;0.0005;0.0812;0.7431;5.6774;7.1429;1.6492;0.3221
41.5;SEEDLE;4;0.0778;0.3793;0.4856;0.3361;0.3440;0.0958;0.0196;0.0020;0.0025;0.0000;0.3138;0.2230;0.2198;0.0005;0.0999;0.8861;5.9353;6.3448;1.3474;0.5385
41.5;SEEDLE;5;0.0614;0.4894;0.5415;0.2155;0.2378;0.0184;0.0084;0.0008;0.0011;0.0000;0.2132;0.1515;0.1493;0.0005;0.0679;0.4402;6.4666;5.7812;1.6408;0.2864
41.5;SEEDLE;6;0.0387;0.2841;0.2934;0.1754;0.1783;0.0575;0.0046;0.0005;0.0006;0.0000;0.1246;0.0885;0.0872;0.0003;0.0397;0.6175;6.6134;7.0994;0.8106;0.7405
41.5;SEEDLE;7;0.0495;0.4281;0.4572;0.1740;0.1969;0.0712;0.0052;0.0005;0.0007;0.0000;0.1640;0.1166;0.1149;0.0005;0.0522;0.4065;6.7684;6.3121;1.3262;0.3539
41.5;SEEDLE;8;0.0302;0.3592;0.3951;0.1784;0.2068;0.1599;0.0019;0.0002;0.0002;0.0000;0.0841;0.0598;0.0589;0.0004;0.0268;0.4966;7.8321;5.8776;1.3124;0.2205
42;SEEDLE;1;0.0429;0.2677;0.3030;0.2469;0.2346;0.0694;0.0079;0.0008;0.0010;0.0000;0.1621;0.1152;0.1135;0.0003;0.0516;0.9226;6.5056;5.0814;0.9278;0.6259
42;SEEDLE;2;0.0316;0.3101;0.3883;0.1936;0.2284;0.1116;0.0042;0.0004;0.0005;0.0000;0.1212;0.0862;0.0849;0.0004;0.0386;0.6241;7.0901;4.8964;1.1384;0.3067
42;SEEDLE;3;0.0388;0.2825;0.3935;0.2430;0.2834;0.0719;0.0088;0.0009;0.0011;0.0000;0.1890;0.1343;0.1324;0.0004;0.0602;0.8603;7.1689;6.0964;1.1020;0.4013
42;SEEDLE;4;0.0161;0.2222;0.3572;0.1300;0.1646;0.2724;0.0022;0.0002;0.0003;0.0000;0.0865;0.0614;0.0606;0.0004;0.0275;0.5850;7.9522;5.5899;0.8320;0.2922
42.5;SEEDLE;1;0.0530;0.7178;0.7360;0.1265;0.1312;0.0506;0.0032;0.0003;0.0004;0.0000;0.1671;0.1187;0.1170;0.0007;0.0532;0.1762;6.3732;5.0244;1.6999;0.2304
42.5;SEEDLE;2;0.0732;0.3788;0.4275;0.2793;0.2951;0.1953;0.0135;0.0013;0.0017;0.0000;0.2499;0.1776;0.1750;0.0004;0.0796;0.7373;6.5071;6.5607;1.1216;0.7313
42.5;SEEDLE;3;0.0295;0.2458;0.2868;0.1969;0.2186;0.1407;0.0043;0.0004;0.0005;0.0000;0.1149;0.0816;0.0804;0.0003;0.0366;0.8009;6.9218;5.7426;0.8389;0.5262
42.5;SEEDLE;4;0.0325;0.2313;0.2735;0.2246;0.2092;0.0706;0.0059;0.0006;0.0008;0.0000;0.1338;0.0951;0.0937;0.0003;0.0426;0.9709;7.1127;6.7331;0.7797;0.6721
42.5;SEEDLE;5;0.0537;0.6056;0.6375;0.1309;0.1313;0.0168;0.0041;0.0004;0.0005;0.0000;0.1659;0.1179;0.1162;0.0006;0.0528;0.2162;7.4549;6.5630;1.7404;0.2230
42.5;SEEDLE;6;0.0868;0.5031;0.5751;0.2081;0.3956;0.0703;0.0156;0.0016;0.0020;0.0000;0.3123;0.2220;0.2187;0.0006;0.0994;0.4137;7.9072;5.5195;1.6988;0.3780
43;SEEDLE;1;0.0513;0.4526;0.4745;0.1355;0.1337;0.0199;0.0048;0.0005;0.0006;0.0000;0.1630;0.1159;0.1142;0.0005;0.0519;0.2994;6.0727;5.6300;1.1532;0.4851
43;SEEDLE;2;0.0218;0.7088;0.7463;0.0601;0.0613;0.1136;0.0005;0.0001;0.0001;0.0000;0.0688;0.0489;0.0482;0.0007;0.0219;0.0848;7.1121;6.9077;1.6629;0.0991
43;SEEDLE;3;0.0366;0.2504;0.3164;0.1939;0.2488;0.2729;0.0070;0.0007;0.0009;0.0000;0.1562;0.1110;0.1094;0.0003;0.0497;0.7745;7.4715;4.7293;0.8479;0.6392
43;SEEDLE;4;0.0233;0.3419;0.3489;0.0941;0.0919;0.0188;0.0013;0.0001;0.0002;0.0000;0.0733;0.0521;0.0513;0.0003;0.0233;0.2753;7.4881;6.2893;0.8516;0.4044
43;SEEDLE;5;0.0421;0.4742;0.4780;0.1084;0.1098;0.0287;0.0031;0.0003;0.0004;0.0000;0.1334;0.0948;0.0934;0.0005;0.0425;0.2285;7.7376;6.1661;1.1316;0.4129
43;SEEDLE;6;0.0178;0.2359;0.2580;0.1169;0.1274;0.0606;0.0013;0.0001;0.0002;0.0000;0.0589;0.0419;0.0413;0.0003;0.0188;0.4958;8.1320;5.3777;0.7065;0.4489
43.5;SEEDLE;1;0.0266;0.4806;0.4846;0.0731;0.0692;0.0420;0.0012;0.0001;0.0002;0.0000;0.0835;0.0594;0.0585;0.0005;0.0266;0.1522;5.3942;5.7627;1.1181;0.2675
43.5;SEEDLE;2;0.0162;0.2716;0.2819;0.0689;0.0793;0.0373;0.0008;0.0001;0.0001;0.0000;0.0515;0.0366;0.0361;0.0003;0.0164;0.2538;6.0267;4.4997;0.6749;0.4457
44;SEEDLE;1;0.0499;0.7429;0.7487;0.1035;0.1020;0.0136;0.0026;0.0003;0.0003;0.0000;0.1449;0.1030;0.1015;0.0007;0.0461;0.1394;5.9381;4.7963;2.3725;0.1114
44;SEEDLE;2;0.0313;0.3201;0.3701;0.1666;0.1928;0.0316;0.0036;0.0004;0.0005;0.0000;0.1135;0.0807;0.0795;0.0004;0.0361;0.5203;6.8624;4.3122;0.9821;0.4076
44;SEEDLE;3;0.0378;0.3756;0.4538;0.2092;0.2395;0.1940;0.0059;0.0006;0.0008;0.0000;0.1541;0.1095;0.1079;0.0005;0.0491;0.5570;7.0057;4.9978;1.1070;0.3878
44.5;SEEDLE;1;0.0829;0.3646;0.4573;0.3438;0.3573;0.0279;0.0266;0.0027;0.0034;0.0000;0.3663;0.2603;0.2565;0.0005;0.1166;0.9429;4.9807;5.3158;1.2707;0.6455
44.5;SEEDLE;2;0.0363;0.2968;0.3346;0.2194;0.2368;0.1225;0.0054;0.0005;0.0007;0.0000;0.1345;0.0956;0.0942;0.0003;0.0428;0.7390;5.8608;5.1852;0.8805;0.5877
45;SEEDLE;1;0.0864;1.2583;1.2616;0.1115;0.1103;0.0036;0.0047;0.0005;0.0006;0.0000;0.2607;0.1853;0.1826;0.0013;0.0830;0.0886;5.9456;5.7718;3.3877;0.0946
45;SEEDLE;2;0.0902;0.4787;0.5518;0.2682;0.3276;0.0340;0.0180;0.0018;0.0023;0.0000;0.3268;0.2322;0.2289;0.0006;0.1040;0.5603;6.8458;5.5566;1.8287;0.3389
45;SEEDLE;3;0.0245;0.2056;0.2345;0.1510;0.1963;0.0219;0.0033;0.0003;0.0004;0.0000;0.0956;0.0679;0.0670;0.0002;0.0304;0.7345;7.0516;4.4621;0.6085;0.8319
45;SEEDLE;4;0.0168;0.1838;0.2219;0.1556;0.1600;0.1978;0.0016;0.0002;0.0002;0.0000;0.0619;0.0440;0.0434;0.0002;0.0197;0.8463;7.1942;7.0893;0.5907;0.6048
45;SEEDLE;5;0.1747;0.7452;0.7832;0.3576;0.3625;0.0541;0.0380;0.0038;0.0048;0.0000;0.5657;0.4020;0.3961;0.0008;0.1801;0.4799;8.0278;5.6356;1.9585;0.5722
45;SEEDLE;6;0.0605;0.3748;0.4860;0.2807;0.3683;0.0869;0.0130;0.0013;0.0017;0.0000;0.2498;0.1775;0.1749;0.0005;0.0795;0.7490;8.3555;4.3764;1.6203;0.2898
45;SEEDLE;7;0.0464;0.3310;0.3397;0.1822;0.1816;0.0824;0.0053;0.0005;0.0007;0.0000;0.1449;0.1030;0.1015;0.0003;0.0461;0.5505;8.4178;7.0591;0.9776;0.6100
45.5;SEEDLE;1;0.0339;0.2479;0.2675;0.2044;0.2024;0.0410;0.0046;0.0005;0.0006;0.0000;0.1163;0.0827;0.0815;0.0003;0.0370;0.8245;6.1843;5.5859;0.7414;0.7746
45.5;SEEDLE;2;0.0307;0.4188;0.4231;0.1003;0.1031;0.0216;0.0018;0.0002;0.0002;0.0000;0.0951;0.0676;0.0666;0.0004;0.0303;0.2396;6.3210;6.5099;1.0921;0.3234
45.5;SEEDLE;3;0.0542;0.2986;0.3126;0.2757;0.2800;0.1184;0.0090;0.0009;0.0011;0.0000;0.1710;0.1215;0.1198;0.0003;0.0544;0.9232;7.2255;5.8742;0.9720;0.7209
45.5;SEEDLE;4;0.0513;0.8979;0.9292;0.1809;0.1279;0.0112;0.0022;0.0002;0.0003;0.0000;0.1518;0.1079;0.1063;0.0009;0.0483;0.2015;7.5596;4.7078;2.3692;0.1149
45.5;SEEDLE;5;0.0798;0.8897;0.9587;0.2440;0.2471;0.0228;0.0062;0.0006;0.0008;0.0000;0.2426;0.1724;0.1699;0.0010;0.0772;0.2742;7.4683;6.6470;2.4532;0.1666
45.5;SEEDLE;6;0.0455;0.4366;0.4753;0.1686;0.1653;0.0694;0.0040;0.0004;0.0005;0.0000;0.1441;0.1024;0.1009;0.0005;0.0459;0.3861;8.1529;5.7798;1.2182;0.3849
45.5;SEEDLE;7;0.0469;0.2748;0.3105;0.2622;0.2624;0.1323;0.0089;0.0009;0.0011;0.0000;0.1728;0.1228;0.1210;0.0003;0.0550;0.9542;8.1966;6.7236;0.8776;0.7651
45.5;SEEDLE;8;0.0482;0.3706;0.3882;0.1649;0.1742;0.0545;0.0050;0.0005;0.0006;0.0000;0.1505;0.1070;0.1054;0.0004;0.0479;0.4449;8.5864;5.2478;1.0332;0.5669
45.5;SEEDLE;9;0.0267;0.2465;0.2563;0.1493;0.1459;0.0583;0.0025;0.0003;0.0003;0.0000;0.0852;0.0606;0.0597;0.0003;0.0271;0.6056;8.6024;4.5957;0.7642;0.5750
45.5;SEEDLE;10;0.0339;0.4426;0.5141;0.1403;0.2627;0.0145;0.0030;0.0003;0.0004;0.0000;0.1144;0.0813;0.0801;0.0005;0.0364;0.3170;8.9593;6.0735;1.7014;0.1470
46;SEEDLE;1;0.0344;0.2800;0.3067;0.1877;0.1861;0.1529;0.0039;0.0004;0.0005;0.0000;0.1121;0.0797;0.0785;0.0003;0.0357;0.6704;6.0240;4.8885;0.8517;0.5959
46;SEEDLE;2;0.1093;0.4161;0.4578;0.3308;0.3674;0.0450;0.0288;0.0029;0.0037;0.0000;0.3942;0.2801;0.2760;0.0005;0.1255;0.7951;6.4507;5.5244;1.3271;0.7802
46;SEEDLE;3;0.0807;0.6565;0.6607;0.1566;0.1536;0.0309;0.0083;0.0008;0.0011;0.0000;0.2519;0.1790;0.1764;0.0007;0.0802;0.2385;6.8661;4.9871;1.6241;0.3843
46;SEEDLE;4;0.0225;0.1982;0.2038;0.1466;0.1423;0.0227;0.0022;0.0002;0.0003;0.0000;0.0726;0.0516;0.0508;0.0002;0.0231;0.7398;7.0215;6.4091;0.5692;0.8718
46.5;SEEDLE;1;0.1880;1.8445;1.8483;0.1341;0.1341;0.0273;0.0158;0.0016;0.0020;0.0000;0.5908;0.4198;0.4137;0.0018;0.1881;0.0727;6.0506;6.4520;4.1119;0.1397
46.5;SEEDLE;2;0.0464;0.6278;0.6764;0.1293;0.1120;0.1042;0.0030;0.0003;0.0004;0.0000;0.1474;0.1048;0.1032;0.0007;0.0469;0.2060;5.5563;4.7746;1.6271;0.2200
46.5;SEEDLE;3;0.0279;0.2808;0.3427;0.1889;0.2077;0.2238;0.0037;0.0004;0.0005;0.0000;0.1077;0.0765;0.0754;0.0003;0.0343;0.6729;5.7279;4.0410;0.8289;0.5108
46.5;SEEDLE;4;0.0316;0.2732;0.2814;0.1499;0.1493;0.0847;0.0031;0.0003;0.0004;0.0000;0.0999;0.0710;0.0700;0.0003;0.0318;0.5488;6.2228;5.4085;0.7184;0.7698
46.5;SEEDLE;5;0.0693;0.4164;0.4214;0.2319;0.2336;0.0217;0.0101;0.0010;0.0013;0.0000;0.2184;0.1552;0.1530;0.0004;0.0695;0.5568;6.6743;4.6937;1.1013;0.7185
46.5;SEEDLE;6;0.0327;0.2571;0.2704;0.2002;0.1984;0.0876;0.0037;0.0004;0.0005;0.0000;0.1021;0.0726;0.0715;0.0003;0.0325;0.7786;7.0304;5.7383;0.9064;0.4995
46.5;SEEDLE;7;0.0393;0.3964;0.4070;0.1226;0.1266;0.0458;0.0032;0.0003;0.0004;0.0000;0.1232;0.0876;0.0863;0.0004;0.0392;0.3094;7.2306;4.4104;0.9697;0.5254
46.5;SEEDLE;8;0.0322;0.2585;0.2708;0.1912;0.1804;0.1119;0.0033;0.0003;0.0004;0.0000;0.0997;0.0709;0.0698;0.0003;0.0317;0.7398;7.5482;3.5371;0.7652;0.6921
46.5;SEEDLE;9;0.0359;0.2706;0.2991;0.2144;0.1982;0.0237;0.0053;0.0005;0.0007;0.0000;0.1319;0.0938;0.0924;0.0003;0.0420;0.7923;7.5973;5.2717;0.7974;0.7098
46.5;SEEDLE;10;0.0553;0.9090;0.9183;0.0829;0.0787;0.0429;0.0027;0.0003;0.0003;0.0000;0.1740;0.1236;0.1218;0.0009;0.0554;0.0912;7.8527;6.3142;2.0709;0.1622
46.5;SEEDLE;11;0.0365;0.6481;0.6634;0.0817;0.0801;0.0493;0.0017;0.0002;0.0002;0.0000;0.1160;0.0824;0.0812;0.0007;0.0369;0.1261;8.3541;5.3291;1.5031;0.2033
46.5;SEEDLE;12;0.0419;0.5587;0.5673;0.1137;0.1168;0.0490;0.0030;0.0003;0.0004;0.0000;0.1318;0.0937;0.0923;0.0006;0.0419;0.2035;8.6901;3.9958;1.3420;0.2925
47;SEEDLE;1;0.0359;0.2388;0.2693;0.2001;0.1973;0.0422;0.0060;0.0006;0.0008;0.0000;0.1399;0.0994;0.0980;0.0003;0.0445;0.8378;6.4621;5.9024;0.7275;0.8533
47;SEEDLE;2;0.0214;0.2183;0.2292;0.1316;0.1320;0.0293;0.0018;0.0002;0.0002;0.0000;0.0682;0.0485;0.0478;0.0002;0.0217;0.6031;6.8879;5.4729;0.5957;0.7585
47.5;SEEDLE;1;0.0388;0.3805;0.4314;0.2077;0.2395;0.1969;0.0031;0.0003;0.0004;0.0000;0.1093;0.0777;0.0765;0.0004;0.0348;0.5459;6.6975;5.6172;1.5929;0.1920
48;SEEDLE;1;0.0424;0.3333;0.3594;0.1697;0.1667;0.0193;0.0047;0.0005;0.0006;0.0000;0.1363;0.0968;0.0954;0.0004;0.0434;0.5091;4.6520;8.0688;0.9550;0.5843
48;SEEDLE;2;0.0244;0.3332;0.3463;0.1961;0.1976;0.0136;0.0017;0.0002;0.0002;0.0000;0.0735;0.0522;0.0515;0.0003;0.0234;0.5885;5.1376;6.9181;0.9905;0.3124
48;SEEDLE;3;0.0737;0.4209;0.4465;0.2239;0.2372;0.0856;0.0104;0.0010;0.0013;0.0000;0.2312;0.1643;0.1619;0.0004;0.0736;0.5319;6.0446;5.8674;1.1682;0.6784
48;SEEDLE;4;0.0511;0.3950;0.4019;0.1666;0.1680;0.0361;0.0056;0.0006;0.0007;0.0000;0.1603;0.1139;0.1123;0.0004;0.0510;0.4219;6.1152;7.7912;1.0414;0.5924
48;SEEDLE;5;0.0620;0.7617;0.7858;0.1054;0.0959;0.1196;0.0039;0.0004;0.0005;0.0000;0.1938;0.1377;0.1357;0.0008;0.0617;0.1384;7.0947;5.9591;1.8098;0.2380
48;SEEDLE;6;0.1628;0.9333;1.0004;0.2515;0.2504;0.1072;0.0234;0.0023;0.0030;0.0000;0.5011;0.3561;0.3509;0.0010;0.1595;0.2694;7.4680;7.1656;3.3106;0.1866
