"AGE","LocFit","MEAN(of_boot)","0.05","0.95"
1600,-0.13873585914635,-0.13873585914635,-0.13873585914635,-0.13873585914635
1610,-0.112969884398135,-0.112969884398136,-0.112969884398136,-0.112969884398136
1620,-0.0892062433893012,-0.0892062433893012,-0.0892062433893012,-0.0892062433893012
1630,-0.0673889853826659,-0.067388985382666,-0.067388985382666,-0.067388985382666
1640,-0.0474621596410483,-0.0474621596410484,-0.0474621596410484,-0.0474621596410484
1650,-0.0293698154272669,-0.029369815427267,-0.029369815427267,-0.029369815427267
1660,-0.0130560020041402,-0.0130560020041403,-0.0130560020041403,-0.0130560020041403
1670,0.00153523136551312,0.00153523136551309,0.00153523136551309,0.00153523136551309
1680,0.0144598354188748,0.0144598354188747,0.0144598354188747,0.0144598354188747
1690,0.0257737608931261,0.025773760893126,0.025773760893126,0.025773760893126
1700,0.0355329585254484,0.0355329585254484,0.0355329585254484,0.0355329585254484
1710,0.0437933790530235,0.0437933790530234,0.0437933790530234,0.0437933790530234
1720,0.0506109732130325,0.0506109732130325,0.0506109732130325,0.0506109732130325
1730,0.0560416917426572,0.0560416917426571,0.0560416917426571,0.0560416917426571
1740,0.0601414853790787,0.0601414853790788,0.0601414853790788,0.0601414853790788
1750,0.0629663048594787,0.0629663048594787,0.0629663048594787,0.0629663048594787
1760,0.0645721009210386,0.0645721009210386,0.0645721009210386,0.0645721009210386
1770,0.0650148243009399,0.06501482430094,0.06501482430094,0.06501482430094
1780,0.064350425736364,0.064350425736364,0.064350425736364,0.064350425736364
1790,0.0626348559644925,0.0626348559644924,0.0626348559644924,0.0626348559644924
1800,0.0599240657225066,0.0599240657225066,0.0599240657225066,0.0599240657225066
1810,0.0562740057475879,0.056274005747588,0.056274005747588,0.056274005747588
1820,0.051740626776918,0.051740626776918,0.051740626776918,0.051740626776918
1830,0.0457273138608374,0.0457273138608374,0.0457273138608374,0.0457273138608374
1840,0.0363916154536281,0.0363916154536281,0.0363916154536281,0.0363916154536281
1850,0.0238110899980716,0.0238110899980715,0.0238110899980715,0.0238110899980715
1860,0.00820071183296334,0.00820071183296336,0.00820071183296336,0.00820071183296336
1870,-0.010224544702901,-0.010224544702901,-0.010224544702901,-0.010224544702901
1880,-0.031249705270726,-0.0312497052707261,-0.0312497052707261,-0.0312497052707261
1890,-0.0546597955317161,-0.0546597955317161,-0.0546597955317161,-0.0546597955317161
1900,-0.0802398411470758,-0.0802398411470758,-0.0802398411470758,-0.0802398411470758
1910,-0.107774867778009,-0.10777486777801,-0.10777486777801,-0.10777486777801
1920,-0.137049901085722,-0.137049901085722,-0.137049901085722,-0.137049901085722
1930,-0.167849966731417,-0.167849966731417,-0.167849966731417,-0.167849966731417
1940,-0.1999600903763,-0.1999600903763,-0.1999600903763,-0.1999600903763
1950,-0.233165297681574,-0.233165297681574,-0.233165297681574,-0.233165297681574
1960,-0.267250614308445,-0.267250614308445,-0.267250614308445,-0.267250614308445
1970,-0.302001065918117,-0.302001065918117,-0.302001065918117,-0.302001065918117
1980,-0.337201678171795,-0.337201678171795,-0.337201678171795,-0.337201678171795
1990,-0.372637476730682,-0.372637476730682,-0.372637476730682,-0.372637476730682
2000,-0.408093487255983,-0.408093487255983,-0.408093487255983,-0.408093487255983
2010,-0.443354735408903,-0.443354735408904,-0.443354735408904,-0.443354735408904
2020,-0.478206246850647,-0.478206246850647,-0.478206246850647,-0.478206246850647
2030,-0.512433047242418,-0.512433047242419,-0.512433047242419,-0.512433047242419
2040,-0.545820162245422,-0.545820162245422,-0.545820162245422,-0.545820162245422
2050,-0.578152617520862,-0.578152617520862,-0.578152617520862,-0.578152617520862
2060,-0.609215438729944,-0.609215438729944,-0.609215438729944,-0.609215438729944
2070,-0.638793651533871,-0.638793651533871,-0.638793651533871,-0.638793651533871
2080,-0.666672281593848,-0.666672281593848,-0.666672281593848,-0.666672281593848
2090,-0.692636354571079,-0.69263635457108,-0.69263635457108,-0.69263635457108
2100,-0.71647089612677,-0.71647089612677,-0.71647089612677,-0.71647089612677
2110,-0.737960931922125,-0.737960931922125,-0.737960931922125,-0.737960931922125
2120,-0.756708131203383,-0.756708131203383,-0.756708131203383,-0.756708131203383
2130,-0.771392834558509,-0.771392834558509,-0.771392834558509,-0.771392834558509
2140,-0.781949937492119,-0.781949937492119,-0.781949937492119,-0.781949937492119
2150,-0.78856886885786,-0.78856886885786,-0.78856886885786,-0.78856886885786
2160,-0.79143905750938,-0.79143905750938,-0.79143905750938,-0.79143905750938
2170,-0.790749932300326,-0.790749932300327,-0.790749932300327,-0.790749932300327
2180,-0.786690922084347,-0.786690922084347,-0.786690922084347,-0.786690922084347
2190,-0.779451455715088,-0.779451455715088,-0.779451455715088,-0.779451455715088
2200,-0.769220962046199,-0.769220962046199,-0.769220962046199,-0.769220962046199
2210,-0.756188869931326,-0.756188869931326,-0.756188869931326,-0.756188869931326
2220,-0.740544608224117,-0.740544608224117,-0.740544608224117,-0.740544608224117
2230,-0.72247760577822,-0.72247760577822,-0.72247760577822,-0.72247760577822
2240,-0.702177291447281,-0.702177291447281,-0.702177291447281,-0.702177291447281
2250,-0.679833094084949,-0.679833094084949,-0.679833094084949,-0.679833094084949
2260,-0.655634442544872,-0.655634442544872,-0.655634442544872,-0.655634442544872
2270,-0.629770765680696,-0.629770765680696,-0.629770765680696,-0.629770765680696
2280,-0.602431492346069,-0.602431492346069,-0.602431492346069,-0.602431492346069
2290,-0.573806051394639,-0.573806051394638,-0.573806051394638,-0.573806051394638
2300,-0.544083871680053,-0.544083871680053,-0.544083871680053,-0.544083871680053
2310,-0.513454382055959,-0.513454382055958,-0.513454382055958,-0.513454382055958
2320,-0.482107011376004,-0.482107011376003,-0.482107011376003,-0.482107011376003
2330,-0.450231188493835,-0.450231188493835,-0.450231188493835,-0.450231188493835
2340,-0.418016342263102,-0.418016342263102,-0.418016342263102,-0.418016342263102
2350,-0.38565190153745,-0.38565190153745,-0.38565190153745,-0.38565190153745
2360,-0.353327295170527,-0.353327295170527,-0.353327295170527,-0.353327295170527
2370,-0.321231952015982,-0.321231952015982,-0.321231952015982,-0.321231952015982
2380,-0.289555300927461,-0.289555300927461,-0.289555300927461,-0.289555300927461
2390,-0.258486770758612,-0.258486770758612,-0.258486770758612,-0.258486770758612
2400,-0.228215790363082,-0.228215790363082,-0.228215790363082,-0.228215790363082
2410,-0.198875276242984,-0.198875276242984,-0.198875276242984,-0.198875276242984
2420,-0.169367939529167,-0.169367939529167,-0.169367939529167,-0.169367939529167
2430,-0.13922340586974,-0.13922340586974,-0.13922340586974,-0.13922340586974
2440,-0.108464271520596,-0.108464271520596,-0.108464271520596,-0.108464271520596
2450,-0.0771131327376295,-0.0771131327376295,-0.0771131327376295,-0.0771131327376295
2460,-0.0451925857767344,-0.0451925857767345,-0.0451925857767345,-0.0451925857767345
2470,-0.0127252268938052,-0.0127252268938052,-0.0127252268938052,-0.0127252268938052
2480,0.0202663476552644,0.0202663476552644,0.0202663476552644,0.0202663476552644
2490,0.05375954161458,0.0537595416145799,0.0537595416145799,0.0537595416145799
2500,0.0877317587282476,0.0877317587282475,0.0877317587282475,0.0877317587282475
2510,0.122160402740373,0.122160402740373,0.122160402740373,0.122160402740373
2520,0.157022877395062,0.157022877395062,0.157022877395062,0.157022877395062
2530,0.192296586436421,0.192296586436421,0.192296586436421,0.192296586436421
2540,0.227958933608556,0.227958933608556,0.227958933608556,0.227958933608556
2550,0.263987322655571,0.263987322655571,0.263987322655571,0.263987322655571
2560,0.300359157321575,0.300359157321574,0.300359157321574,0.300359157321574
2570,0.337051841350671,0.337051841350671,0.337051841350671,0.337051841350671
2580,0.374042778486966,0.374042778486966,0.374042778486966,0.374042778486966
2590,0.411309372474567,0.411309372474567,0.411309372474567,0.411309372474567
2600,0.448829027057578,0.448829027057578,0.448829027057578,0.448829027057578
2610,0.486579145980106,0.486579145980106,0.486579145980106,0.486579145980106
2620,0.524537132986256,0.524537132986256,0.524537132986256,0.524537132986256
2630,0.562680391820136,0.562680391820135,0.562680391820135,0.562680391820135
2640,0.600986326225849,0.600986326225849,0.600986326225849,0.600986326225849
2650,0.639432339947503,0.639432339947503,0.639432339947503,0.639432339947503
2660,0.677995836729203,0.677995836729202,0.677995836729202,0.677995836729202
2670,0.716654220315055,0.716654220315054,0.716654220315054,0.716654220315054
2680,0.755384894449165,0.755384894449164,0.755384894449164,0.755384894449164
2690,0.794165262875638,0.794165262875638,0.794165262875638,0.794165262875638
2700,0.832971741615684,0.832971741615684,0.832971741615684,0.832971741615684
2710,0.87071587310572,0.87071587310572,0.87071587310572,0.87071587310572
2720,0.906458250797772,0.906458250797771,0.906458250797771,0.906458250797771
2730,0.940214675664756,0.940214675664755,0.940214675664755,0.940214675664755
2740,0.972000948679588,0.972000948679588,0.972000948679588,0.972000948679588
2750,1.00183287081519,1.00183287081519,1.00183287081519,1.00183287081519
2760,1.02972624304446,1.02972624304446,1.02972624304446,1.02972624304446
2770,1.05569686634034,1.05569686634034,1.05569686634034,1.05569686634034
2780,1.07976054167573,1.07976054167573,1.07976054167573,1.07976054167573
2790,1.10193307002355,1.10193307002355,1.10193307002355,1.10193307002355
2800,1.12223025235672,1.12223025235672,1.12223025235672,1.12223025235672
2810,1.14066788964815,1.14066788964815,1.14066788964815,1.14066788964815
2820,1.15726178287076,1.15726178287076,1.15726178287076,1.15726178287076
2830,1.17202773299746,1.17202773299746,1.17202773299746,1.17202773299746
2840,1.18498154100118,1.18498154100118,1.18498154100118,1.18498154100118
2850,1.19613900785482,1.19613900785482,1.19613900785482,1.19613900785482
2860,1.20551593453131,1.20551593453131,1.20551593453131,1.20551593453131
2870,1.21312812200356,1.21312812200356,1.21312812200356,1.21312812200356
2880,1.21899137124448,1.21899137124448,1.21899137124448,1.21899137124448
2890,1.223121483227,1.223121483227,1.223121483227,1.223121483227
2900,1.22553425892403,1.22553425892403,1.22553425892403,1.22553425892403
2910,1.22624549930849,1.22624549930849,1.22624549930849,1.22624549930849
2920,1.22527100535329,1.22527100535329,1.22527100535329,1.22527100535329
2930,1.22262657803135,1.22262657803135,1.22262657803135,1.22262657803135
2940,1.21832801831558,1.21832801831558,1.21832801831558,1.21832801831558
2950,1.2123911271789,1.2123911271789,1.2123911271789,1.2123911271789
2960,1.20483170559423,1.20483170559423,1.20483170559423,1.20483170559423
2970,1.19566555453449,1.19566555453449,1.19566555453449,1.19566555453449
2980,1.18490847497258,1.18490847497258,1.18490847497258,1.18490847497258
2990,1.17257626788143,1.17257626788143,1.17257626788143,1.17257626788143
3000,1.15936767303865,1.15936767303865,1.15936767303865,1.15936767303865
3010,1.14663909354317,1.14663909354317,1.14663909354317,1.14663909354317
3020,1.13442615663117,1.13442615663117,1.13442615663117,1.13442615663117
3030,1.12272802251221,1.12272802251221,1.12272802251221,1.12272802251221
3040,1.11154385139584,1.11154385139584,1.11154385139584,1.11154385139584
3050,1.10087280349162,1.10087280349162,1.10087280349162,1.10087280349162
3060,1.09071403900911,1.09071403900911,1.09071403900911,1.09071403900911
3070,1.08106671815786,1.08106671815786,1.08106671815786,1.08106671815786
3080,1.07193000114743,1.07193000114743,1.07193000114743,1.07193000114743
3090,1.06330304818737,1.06330304818737,1.06330304818737,1.06330304818737
3100,1.05518501948724,1.05518501948724,1.05518501948724,1.05518501948724
3110,1.04757507525661,1.04757507525661,1.04757507525661,1.04757507525661
3120,1.04047237570502,1.04047237570502,1.04047237570502,1.04047237570502
3130,1.03387608104203,1.03387608104203,1.03387608104203,1.03387608104203
3140,1.0277853514772,1.0277853514772,1.0277853514772,1.0277853514772
3150,1.02219934722009,1.02219934722009,1.02219934722009,1.02219934722009
3160,1.01711722848024,1.01711722848024,1.01711722848024,1.01711722848024
3170,1.01253815546723,1.01253815546723,1.01253815546723,1.01253815546723
3180,1.0084612883906,1.0084612883906,1.0084612883906,1.0084612883906
3190,1.00488578745992,1.00488578745992,1.00488578745992,1.00488578745992
3200,1.00181081288473,1.00181081288473,1.00181081288473,1.00181081288473
3210,0.999235524874593,0.999235524874592,0.999235524874592,0.999235524874592
3220,0.99715908363907,0.99715908363907,0.99715908363907,0.99715908363907
3230,0.995580649387716,0.995580649387716,0.995580649387716,0.995580649387716
3240,0.994499382330086,0.994499382330086,0.994499382330086,0.994499382330086
3250,0.993914442675738,0.993914442675738,0.993914442675738,0.993914442675738
3260,0.993824990634228,0.993824990634228,0.993824990634228,0.993824990634228
3270,0.994230186415112,0.994230186415112,0.994230186415112,0.994230186415112
3280,0.995129190227947,0.995129190227947,0.995129190227947,0.995129190227947
3290,0.996400556678277,0.996400556678277,0.996400556678277,0.996400556678277
3300,0.997541138154635,0.997541138154635,0.997541138154635,0.997541138154635
3310,0.998504745764422,0.998504745764422,0.998504745764422,0.998504745764422
3320,0.999301965699161,0.999301965699161,0.999301965699161,0.999301965699161
3330,0.999943384150371,0.999943384150371,0.999943384150371,0.999943384150371
3340,1.00043958730958,1.00043958730958,1.00043958730958,1.00043958730958
3350,1.0008011613683,1.0008011613683,1.0008011613683,1.0008011613683
3360,1.00103869251806,1.00103869251806,1.00103869251806,1.00103869251806
3370,1.00116276695038,1.00116276695038,1.00116276695038,1.00116276695038
3380,1.00118397085678,1.00118397085678,1.00118397085678,1.00118397085678
3390,1.00111289042879,1.00111289042879,1.00111289042879,1.00111289042879
3400,1.00096011185793,1.00096011185793,1.00096011185793,1.00096011185793
3410,1.00073622133571,1.00073622133571,1.00073622133571,1.00073622133571
3420,1.00045180505367,1.00045180505367,1.00045180505367,1.00045180505367
3430,1.00011744920332,1.00011744920332,1.00011744920332,1.00011744920332
3440,0.999743739976183,0.999743739976183,0.999743739976183,0.999743739976183
3450,0.999341263563784,0.999341263563784,0.999341263563784,0.999341263563784
3460,0.998920606157644,0.998920606157644,0.998920606157644,0.998920606157644
3470,0.998492353949284,0.998492353949284,0.998492353949284,0.998492353949284
3480,0.998067093130228,0.998067093130228,0.998067093130228,0.998067093130228
3490,0.997655409891997,0.997655409891997,0.997655409891997,0.997655409891997
3500,0.997267890426113,0.997267890426113,0.997267890426113,0.997267890426113
3510,0.996915120924098,0.996915120924098,0.996915120924098,0.996915120924098
3520,0.996607687577474,0.996607687577474,0.996607687577474,0.996607687577474
3530,0.996356176577764,0.996356176577764,0.996356176577764,0.996356176577764
3540,0.996171174116488,0.996171174116488,0.996171174116488,0.996171174116488
3550,0.99606326638517,0.99606326638517,0.99606326638517,0.99606326638517
3560,0.996043039575331,0.996043039575331,0.996043039575331,0.996043039575331
3570,0.996121079878494,0.996121079878494,0.996121079878494,0.996121079878494
3580,0.996250872595607,0.996250872595607,0.996250872595607,0.996250872595607
3590,0.995848168356879,0.995848168356879,0.995848168356879,0.995848168356879
3600,0.994769543033061,0.994769543033061,0.994769543033061,0.994769543033061
3610,0.993030506641398,0.993030506641398,0.993030506641398,0.993030506641398
3620,0.990646569199133,0.990646569199134,0.990646569199134,0.990646569199134
3630,0.987633240723513,0.987633240723512,0.987633240723512,0.987633240723512
