Depth;Age;Pinus;Picea;Betula;Alnus;Juniperus;Acer;Ulmus;Quercus;Empetrum Nigrum;Vaccinium;Salix;Ericaceae;Corylus;Fraxinus;Tilia;Calluna;Poaceae;Moneses;Thalictrum;Viola Polustris;Philipendula;Artemisia;Urtica;Humulus;Asteraceae;Chenopodiaceae;Rumex Acetosa;Apiaceae;Trifolium;Plantago major media;Rosaceae;Ranunculus acris;Gallium;Saxifraga;Epilobium;Cyperaceae;Lycopodium annotinum;Sphagnum;Driopteris;Typha;Potamogen;Nymphar;Isoetes;Charcoal;Fungi hyphae;Pinus + Fungi;FeS2;Ustilagum;Meliola;Glomus;Helicoon Ellipticum;Cercophora;Neurospora;;Betula pollen Coroded;POLLEN SUM;Sedimentation rate;Lycopodium count;Lycopodium tab added;Lycopodium per tablet;Lyc batch No.;Sample vol. ml
48.5;3166;8692.520216;2253.616352;3277.987421;87.8032345;29.26774483;0;0;29.26774483;0;0;0;146.3387242;0;0;0;0;58.53548967;0;0;0;58.53548967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.26774483;0;380.4806828;0;0;0;0;0;4302.358491;5502.336029;0;0;0;0;0;0;0;0;0;0;14663.14016;;;;;;
49;3193;8273.015873;2159.500467;4440.662932;121.6619981;60.83099907;0;0;0;0;0;0;60.83099907;0;0;0;0;91.2464986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.83099907;0;547.4789916;60.83099907;0;0;0;0;4531.90943;5596.451914;0;0;0;0;0;0;0;0;0;0;15268.58077;;;;;;
49.5;3219;1986.103694;572.6357365;1014.797508;57.98842902;7.248553627;0;7.248553627;0;0;0;0;0;0;0;0;0;14.49710725;0;0;0;0;0;0;0;7.248553627;0;0;0;0;0;0;0;0;0;0;0;0;14.49710725;0;0;0;0;0;645.1212728;1116.277259;0;14.49710725;0;0;0;0;0;0;0;0;3667.768135;;;;;;
50;3250;3796.334586;938.8784461;1796.115288;68.03467001;27.213868;0;0;40.82080201;0;0;13.606934;108.855472;0;0;0;0;40.82080201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.213868;0;163.283208;13.606934;0;0;0;0;1619.225146;2503.675856;0;40.82080201;0;0;0;0;0;0;0;0;6857.894737;;;;;;
50.5;3284;8797.705053;1898.134994;4007.173877;90.38738068;120.5165076;0;0;0;0;0;30.12912689;90.38738068;0;0;0;0;0;0;0;0;0;0;0;30.12912689;0;0;0;0;0;0;0;0;0;0;0;90.38738068;0;482.0660303;30.12912689;0;0;0;0;4639.885542;5814.921491;0;0;0;0;0;0;0;0;0;0;15154.95083;;;;;;
51;3320;5286.009439;1677.087332;3269.25885;169.8316286;63.68686072;0;0;0;0;0;42.45790714;84.91581429;0;0;0;0;127.3737214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127.3737214;21.22895357;0;0;0;0;3056.969314;3969.814318;0;0;0;0;0;0;0;0;0;0;10720.62155;;;;;;
51.5;3360;5845.03855;1472.246552;3449.891174;131.8429748;43.94765827;0;0;0;0;0;0;43.94765827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.97382914;197.7644622;0;0;0;0;0;3230.152883;4109.106048;0;0;0;0;0;0;0;0;0;0;10986.91457;;;;;;
52;3394.5;3426.673544;791.6797497;1618.807846;35.448347;11.81611567;0;0;11.81611567;0;0;0;0;0;0;0;0;11.81611567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.81611567;0;94.52892534;11.81611567;0;0;0;0;1252.508261;1985.107432;0;0;0;0;0;0;0;0;0;0;5919.873949;;;;;;
52.5;3425;7392.254637;1547.216087;3192.668116;98.23594202;24.5589855;0;0;0;0;0;0;0;0;0;0;0;24.5589855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196.471884;24.5589855;0;0;0;0;3659.28884;4592.530289;0;0;0;0;0;0;0;0;0;0;12279.49275;;;;;;
53;3457;5314.697214;1049.398813;2098.797626;84.62893654;50.77736192;0;0;33.85157461;0;0;16.92578731;67.70314923;0;0;0;0;33.85157461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.77736192;16.92578731;152.3320858;0;0;0;0;0;2132.649201;3165.122226;0;0;0;0;0;0;0;0;0;0;8801.4094;;;;;;
53.5;3489;6888.795434;1136.535274;3108.076054;208.7513768;23.19459742;0;0;0;0;0;0;185.5567794;0;0;0;0;23.19459742;0;0;0;0;23.19459742;0;0;0;0;0;0;0;0;0;0;0;0;0;23.19459742;0;92.77838968;23.19459742;0;0;0;0;3386.411223;4406.97351;0;0;0;0;0;0;0;0;0;0;11620.49331;;;;;;
54;3521;2379.024566;370.5645742;874.5323951;29.64516593;14.82258297;0;0;0;0;0;0;22.23387445;0;0;0;0;14.82258297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.411291484;0;22.23387445;7.411291484;0;0;0;0;696.6613995;1148.75018;0;0;0;0;0;0;0;0;0;0;3713.057033;;;;;;
54.5;3553;1375.861347;289.4053178;645.2315283;18.97739789;0;0;0;4.744349472;0;0;0;23.72174736;0;0;0;0;0;0;0;0;0;4.744349472;0;4.744349472;0;0;4.744349472;0;0;0;0;0;0;0;0;23.72174736;0;28.46609683;0;0;0;0;0;417.5027536;692.675023;0;0;0;0;0;0;0;0;0;0;2395.896484;;;;;;
56;3647;6900.61155;1016.185947;3568.466932;141.793388;70.896694;0;0;0;0;0;0;70.896694;0;0;0;0;47.26446267;0;0;0;0;94.52892534;0;0;0;0;0;0;0;0;0;0;0;0;0;118.1611567;0;165.4256193;47.26446267;0;0;0;0;3473.938006;4442.859491;0;0;0;0;0;0;0;0;0;0;12028.80575;;;;;;
56.5;3680;7381.804005;1092.613589;4530.349028;213.1928954;0;0;0;26.64911193;0;0;0;0;0;0;0;0;53.29822386;0;0;0;0;26.64911193;0;0;0;0;0;0;0;0;0;0;0;0;0;26.64911193;0;79.94733579;26.64911193;0;0;0;0;4077.314125;5249.87505;0;0;0;0;0;0;0;0;0;0;13351.20508;;;;;;
57;3712;8517.056173;1596.948032;5197.909282;93.93811956;31.31270652;0;0;0;0;0;0;156.5635326;0;0;0;0;31.31270652;0;0;0;0;31.31270652;0;0;0;0;0;0;0;0;0;0;0;0;0;31.31270652;0;125.2508261;31.31270652;0;0;0;0;5010.033043;6074.665065;0;0;0;0;0;0;0;0;0;0;15687.66597;;;;;;
57.5;3742.5;6672.015158;1132.074774;3733.438085;264.9536705;72.26009197;0;0;24.08669732;0;0;0;48.17339464;0;24.08669732;0;0;72.26009197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96.34678929;0;240.8669732;0;0;0;0;0;3564.831204;4600.559188;0;0;0;0;0;0;0;0;0;0;12139.69545;;;;;;
58;3774;6121.129081;929.2803225;2787.840967;161.6139691;0;0;0;0;0;0;0;40.40349228;0;20.20174614;0;0;40.40349228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80.80698456;0;80.80698456;0;0;0;0;0;2787.840967;3797.928274;0;0;0;0;0;0;0;0;0;0;10181.68006;;;;;;
58.5;3804;6533.918094;1273.383398;2421.515971;83.50055072;41.75027536;0;0;20.87513768;0;0;0;83.50055072;0;0;0;0;62.62541304;0;0;0;0;20.87513768;0;0;0;0;0;0;0;0;0;0;0;0;0;62.62541304;0;125.2508261;20.87513768;0;0;0;0;2922.519275;4008.026434;0;0;0;0;0;0;0;0;0;0;10604.56994;;;;;;
59;3837;8245.679383;1304.696105;3052.988886;130.4696105;78.2817663;0;0;26.0939221;0;0;0;130.4696105;0;0;0;0;26.0939221;0;0;0;26.0939221;26.0939221;0;0;0;0;0;0;0;0;0;0;0;0;0;130.4696105;0;208.7513768;0;0;0;0;0;4070.651847;5010.033043;0;0;0;0;0;0;0;0;0;0;13177.43066;;;;;;
59.5;3867.5;5292.288426;564.5107654;2593.221329;176.4096142;0;0;0;0;0;0;0;105.8457685;0;0;0;0;52.92288426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.64096142;17.64096142;70.56384568;0;105.8457685;52.92288426;0;0;0;0;2275.684023;3263.577862;0;0;0;0;0;0;0;0;0;17.64096142;8891.044555;;;;;;
60;3900;8081.660444;1431.438012;4980.211418;149.1081263;29.82162526;0;0;59.64325051;0;0;0;89.46487577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.82162526;0;0;0;0;59.64325051;0;268.3946273;0;0;0;0;0;4711.81679;5785.3953;0;0;0;0;0;0;0;0;0;0;14910.81263;;;;;;
60.5;3930.5;4111.494508;626.2541304;1810.69129;149.7564225;13.61422023;0;0;13.61422023;0;0;0;54.4568809;0;13.61422023;0;0;13.61422023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.61422023;0;108.9137618;13.61422023;0;0;0;0;1470.335784;2273.574778;0;0;0;0;0;0;0;0;0;0;6820.724333;;;;;;
61;3964;7164.347251;1127.257435;4033.0766;250.5016521;0;0;0;0;0;0;25.05016521;100.2006609;0;0;0;0;75.15049564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.10033043;0;100.2006609;0;0;0;0;0;3757.524782;4734.481226;0;0;0;0;0;0;0;0;0;0;12825.68459;;;;;;
61.5;3993.5;3348.542493;587.9120408;2326.08677;127.8069654;0;0;0;0;0;0;0;25.56139308;0;0;0;0;51.12278615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.56139308;12.78069654;76.68417923;25.56139308;0;0;0;0;1303.631047;2223.841198;0;0;0;0;0;0;0;0;0;0;6492.593841;;;;;;
62;4024;4848.996267;984.1136334;2701.839248;250.5016521;0;0;0;0;0;0;53.67892546;71.57190061;17.89297515;0;0;0;17.89297515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161.0367764;53.67892546;0;0;0;0;2326.08677;3274.414453;0;0;0;0;0;0;0;0;0;0;8946.487577;;;;;;
62.5;4055;3556.650816;531.725205;1725.152887;153.6095037;11.81611567;0;0;0;0;0;0;23.63223133;0;0;0;0;11.81611567;0;0;0;0;11.81611567;0;0;0;0;0;0;0;0;0;0;0;0;0;11.81611567;0;59.08057834;11.81611567;0;0;0;0;1110.714873;1949.659085;0;0;0;0;0;0;0;0;0;0;6038.035106;;;;;;
63;4090;4902.395614;988.3072995;3463.968159;352.2679483;0;0;0;0;0;0;0;19.57044157;0;19.57044157;0;0;19.57044157;0;0;0;0;19.57044157;0;0;0;0;0;0;0;0;0;0;0;0;0;78.2817663;19.57044157;97.85220787;0;0;0;0;0;2661.580054;3757.524782;0;0;0;0;0;0;0;0;0;0;9863.502553;;;;;;
63.5;4120;4242.871733;751.5049564;2567.641935;140.9071793;31.31270652;0;15.65635326;15.65635326;0;0;31.31270652;109.5944728;0;0;15.65635326;0;46.96905978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46.96905978;0;15.65635326;0;0;0;0;0;1878.762391;2927.738059;0;0;0;0;0;0;0;0;0;0;8016.052869;;;;;;
64;4151;3729.058685;612.021082;2533.482618;170.796581;0;0;0;28.46609683;0;0;14.23304842;71.16524209;0;0;0;0;28.46609683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.69914525;14.23304842;42.69914525;28.46609683;0;0;0;0;1594.101423;2604.64786;0;0;0;0;0;0;0;0;0;0;7230.388596;;;;;;
64.5;4183;5065.29076;810.4465217;3020.755217;165.7731522;36.83847826;0;0;0;0;0;0;73.67695651;0;0;18.41923913;0;0;0;0;0;0;0;0;18.41923913;0;0;0;0;0;0;0;0;0;0;0;18.41923913;0;73.67695651;0;0;0;0;0;2431.339565;3499.655434;0;0;0;0;0;0;0;0;0;0;9228.038803;;;;;;
65;4213;4536.523822;687.3520943;2413.369576;91.64694591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.54898197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.27449098;30.54898197;15.27449098;0;0;0;0;1802.389936;2779.957359;0;0;0;0;0;0;0;0;0;0;7759.44142;;;;;;
65.5;4245;3807.625113;601.2039652;1690.886152;112.7257435;37.57524782;0;0;12.52508261;0;0;0;25.05016521;12.52508261;12.52508261;0;0;12.52508261;0;0;0;0;0;0;12.52508261;0;0;0;0;0;0;12.52508261;0;0;0;0;37.57524782;0;37.57524782;25.05016521;0;0;0;12.52508261;1252.508261;2166.839291;0;0;0;0;0;0;0;0;0;0;6387.79213;;;;;;
66;4277;3996.767933;605.1444406;2195.407738;154.8043918;14.07312653;0;0;0;0;0;0;28.14625305;14.07312653;0;0;0;28.14625305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.14625305;0;84.43875915;14.07312653;0;0;0;0;1562.117044;2575.382154;0;0;0;0;0;0;0;0;0;0;7064.709516;;;;;;
66.5;4306;3142.257566;461.4504119;1713.958673;109.8691457;0;0;10.98691457;10.98691457;0;0;0;54.93457284;0;0;0;0;10.98691457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.97382914;0;32.9607437;10.98691457;0;0;0;0;944.8746528;1944.683879;0;0;0;0;0;0;0;0;0;0;5537.404942;;;;;;
67;4333;4119.360502;584.503855;2129.264043;41.75027536;0;0;0;27.83351691;0;0;0;13.91675845;0;0;0;0;13.91675845;0;0;0;0;13.91675845;0;0;0;0;13.91675845;0;0;0;0;0;0;0;0;13.91675845;0;13.91675845;0;0;0;0;0;1530.84343;2560.683555;0;0;0;0;0;0;0;0;0;0;6972.295985;;;;;;
67.5;4366;3455.580827;458.5074883;1509.719779;111.8310947;22.36621894;0;22.36621894;0;0;0;0;22.36621894;0;0;0;0;11.18310947;0;0;0;0;0;0;0;0;0;0;0;0;0;11.18310947;0;0;0;0;11.18310947;0;22.36621894;0;0;0;0;0;984.1136334;1867.579282;0;0;0;0;0;0;0;0;0;0;5636.287173;;;;;;
68;4396;3828.690024;668.9532756;2405.385183;128.0974358;0;0;0;0;0;0;0;42.69914525;0;14.23304842;14.23304842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.69914525;0;14.23304842;0;0;0;0;0;1594.101423;2561.948715;0;0;0;0;0;0;0;0;0;0;7144.990306;;;;;;
68.5;4426;2938.577073;375.7524782;1339.220371;125.2508261;9.634678929;0;0;0;0;0;0;19.26935786;9.634678929;0;0;0;9.634678929;0;0;0;0;9.634678929;0;9.634678929;0;0;0;0;0;0;0;0;0;0;0;19.26935786;0;28.90403679;0;0;0;0;0;674.427525;1628.260739;0;0;0;0;0;0;0;0;0;0;4865.512859;;;;;;
69;4456;3821.428265;524.0085581;1917.104481;115.0262688;0;0;0;0;0;0;0;12.78069654;0;0;0;0;12.78069654;0;0;0;0;25.56139308;0;0;0;0;0;0;0;0;0;0;0;0;0;51.12278615;0;25.56139308;0;0;0;0;0;1303.631047;2249.402591;0;0;0;0;0;0;0;0;0;0;6479.813145;;;;;;
69.5;4505;2982.162526;377.7405866;1520.902888;99.40541752;19.8810835;0;0;0;0;0;0;9.940541752;0;0;0;0;9.940541752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.8810835;0;69.58379226;9.940541752;0;0;0;0;735.6000896;1729.654265;0;0;0;0;0;0;0;0;0;0;5039.854668;;;;;;
70;4553;3737.323036;626.2541304;2047.110276;202.0174614;0;0;13.46783076;0;0;0;0;53.87132304;13.46783076;0;0;0;53.87132304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.46783076;0;80.80698456;0;0;0;0;0;1441.057891;2249.127737;0;0;0;0;0;0;0;0;0;0;6760.851042;;;;;;
70.5;4591;3180.973361;298.2162526;1381.735304;79.52433402;0;0;0;0;0;0;0;9.940541752;0;0;0;0;9.940541752;0;0;9.940541752;0;0;0;19.8810835;0;0;0;0;0;0;0;0;0;0;0;0;0;19.8810835;9.940541752;0;0;0;0;974.1730917;1739.594807;0;0;0;0;0;0;0;0;0;0;4990.151959;;;;;;
71;4623;5598.332378;531.3671409;3074.338458;170.796581;0;0;0;18.97739789;0;0;18.97739789;37.95479578;0;18.97739789;0;0;0;0;0;0;0;0;0;18.97739789;0;0;0;0;0;0;0;0;0;0;0;18.97739789;0;113.8643873;18.97739789;0;0;0;0;2542.971317;3605.705599;0;0;0;0;0;0;0;0;0;0;9507.676343;;;;;;
71.5;4659;3988.966526;367.5839461;2205.503677;122.527982;54.4568809;0;0;13.61422023;0;0;0;54.4568809;0;0;0;0;40.84266068;0;0;0;0;0;0;27.22844045;0;0;0;0;0;0;0;0;0;0;0;40.84266068;0;40.84266068;13.61422023;0;0;0;0;1470.335784;2436.94542;27.22844045;0;0;0;0;0;0;0;0;0;6916.023875;;;;;;
72;4692;3207.643107;224.0258678;1486.717123;122.1959279;20.36598798;0;0;0;0;0;0;20.36598798;0;0;0;0;10.18299399;0;0;0;10.18299399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.18299399;0;61.09796394;20.36598798;0;0;0;0;784.0905372;1608.91305;0;0;0;0;0;0;0;0;0;0;5111.862983;;;;;;
72.5;4727;4343.805245;239.8420074;2051.981619;93.27189176;13.32455597;0;0;0;0;0;0;13.32455597;13.32455597;0;0;0;0;0;0;0;13.32455597;13.32455597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66.62277983;13.32455597;0;0;0;0;1412.402932;2385.095518;0;0;0;0;0;0;0;0;0;0;6795.523542;;;;;;
73;4763;3373.873603;124.1224403;1850.552746;214.3933059;11.2838582;0;0;0;0;0;11.2838582;22.56771641;0;0;0;0;45.13543282;0;0;0;11.2838582;11.2838582;0;0;0;0;0;0;0;0;0;0;0;0;0;11.2838582;0;33.85157461;0;0;0;0;0;1004.26338;2008.52676;0;11.2838582;0;0;0;0;0;0;0;11.2838582;5687.064535;;;;;;
73.5;4796;5122.43763;192.6935786;2633.478907;112.4045875;16.05779821;0;0;16.05779821;0;0;16.05779821;64.23119286;0;0;0;0;32.11559643;0;0;16.05779821;0;16.05779821;0;16.05779821;0;0;0;0;0;0;0;0;0;0;0;32.11559643;0;96.34678929;32.11559643;0;0;0;16.05779821;1959.051382;3034.923863;0;0;0;0;0;0;0;0;0;0;8285.823879;;;;;;
74;4827.5;3870.250526;87.67557825;2229.464704;162.8260739;25.05016521;0;0;0;0;0;0;50.10033043;0;0;0;0;37.57524782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.52508261;12.52508261;100.2006609;12.52508261;0;0;0;0;1252.508261;2241.989787;0;12.52508261;0;0;0;0;0;0;0;0;6475.467708;;;;;;
74.5;4861;4762.444201;116.5123963;2373.940076;116.5123963;0;0;0;0;0;0;0;29.12809909;0;0;0;0;29.12809909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.56404954;0;58.25619817;0;0;0;0;0;1660.301648;2636.092967;0;0;0;0;0;0;0;0;0;0;7442.229317;;;;;;
75;4895;3435.779541;22.98180295;2148.798576;80.43631032;0;0;0;11.49090147;0;0;0;22.98180295;0;0;0;0;11.49090147;0;0;0;0;11.49090147;0;0;0;0;0;0;0;0;0;0;0;0;0;34.47270442;0;91.9272118;22.98180295;0;0;0;0;1045.672034;1953.453251;0;0;0;0;0;0;0;0;0;0;5779.923442;;;;;;
75.5;4930;4200.330733;25.30319719;2289.939345;75.90959156;25.30319719;0;12.65159859;0;0;0;0;0;0;0;0;0;12.65159859;0;0;0;0;0;0;12.65159859;0;0;0;0;0;0;0;0;0;0;0;37.95479578;0;50.60639437;25.30319719;0;0;0;12.65159859;1277.811458;2302.590944;0;0;0;0;0;0;0;0;0;0;6692.695656;;;;;;
76;4964;3560.370704;46.38919484;1913.554287;150.7648832;0;0;0;11.59729871;0;0;0;69.58379226;0;0;0;0;11.59729871;0;0;0;0;11.59729871;0;11.59729871;0;0;0;0;0;0;11.59729871;0;0;0;0;0;0;46.38919484;11.59729871;0;0;0;0;1066.951481;1739.594807;0;0;0;0;0;0;0;0;0;0;5798.649355;;;;;;
76.5;4998;5582.608248;17.89297515;3095.484702;178.9297515;17.89297515;0;0;0;0;0;17.89297515;35.78595031;0;0;0;0;35.78595031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.89297515;0;35.78595031;0;53.67892546;0;0;0;17.89297515;0;2326.08677;3435.451229;0;0;0;0;0;0;0;0;0;0;9035.952452;;;;;;
77;5030;3654.106669;11.49090147;1884.507842;80.43631032;22.98180295;0;0;0;0;0;11.49090147;22.98180295;22.98180295;0;0;0;22.98180295;0;0;0;0;0;0;11.49090147;0;0;0;0;0;0;0;0;0;0;0;0;0;45.9636059;11.49090147;0;0;0;0;1045.672034;1953.453251;0;0;0;0;0;0;0;0;0;0;5745.450737;;;;;;
77.5;5064;6548.201082;21.97382914;4218.975194;175.7906331;0;0;0;0;0;0;0;21.97382914;0;0;0;0;21.97382914;0;0;0;0;0;0;0;0;0;0;0;0;0;21.97382914;0;0;0;0;21.97382914;0;109.8691457;43.94765827;0;0;0;0;3142.257566;4153.053707;0;0;0;0;0;0;0;0;0;0;11052.83606;;;;;;
78;5097.5;3197.192139;0;2109.487597;109.8691457;21.97382914;0;0;0;0;0;10.98691457;21.97382914;0;0;0;0;10.98691457;0;0;0;0;0;0;10.98691457;0;0;0;0;0;0;0;0;0;0;0;21.97382914;0;43.94765827;21.97382914;0;0;0;0;944.8746528;1845.801647;0;0;0;0;0;0;0;0;0;0;5515.431113;;;;;;
78.5;5128;4650.116876;14.39664668;2389.843348;86.37988005;28.79329335;0;14.39664668;0;0;0;0;43.18994003;0;0;0;0;28.79329335;0;0;14.39664668;14.39664668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57.5865867;14.39664668;0;0;0;0;1626.821074;2548.206462;0;0;0;0;0;0;0;0;0;0;7284.703218;;;;;;
79;5164.5;4249.581599;0;2952.3409;164.0189389;29.82162526;0;0;0;0;0;0;0;0;0;0;0;44.73243788;0;0;0;0;14.91081263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.82162526;14.91081263;0;0;0;0;1729.654265;2654.124648;0;0;0;0;0;0;0;0;0;0;7455.406314;;;;;;
79.5;5196;4659.869443;0;2181.788583;80.80698456;0;0;0;0;0;0;0;0;0;0;0;0;13.46783076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40.40349228;13.46783076;0;0;0;0;1441.057891;2370.338214;0;0;0;0;0;0;0;0;0;0;6935.932842;;;;;;
80;5231;3877.445786;0;2465.042854;186.5437835;13.32455597;0;0;0;0;0;0;79.94733579;0;0;0;0;26.64911193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.32455597;0;0;13.32455597;0;39.9736679;26.64911193;0;0;0;0;1412.402932;2385.095518;0;0;0;0;0;0;0;0;0;0;6675.602539;;;;;;
80.5;5264;22766.17956;147.353913;13335.52913;884.1234782;0;0;0;0;0;0;0;147.353913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147.353913;0;221.0308695;73.67695651;0;0;0;73.67695651;13482.88304;14514.36043;0;0;0;0;0;0;0;0;0;0;37427.89391;;;;;;
81;5296.5;4043.423407;40.84266068;2436.94542;204.2133034;0;0;0;0;0;0;0;27.22844045;0;0;0;0;40.84266068;0;0;0;0;0;0;0;0;0;0;0;0;0;13.61422023;0;0;0;0;27.22844045;0;13.61422023;0;0;0;0;0;1470.335784;2328.031659;0;0;0;0;0;0;0;0;0;0;6834.338553;;;;;;
81.5;5329;4878.956597;0;2242.86363;145.6404954;29.12809909;0;0;0;0;0;0;43.69214863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.56404954;14.56404954;14.56404954;14.56404954;14.56404954;0;14.56404954;14.56404954;1660.301648;2694.349166;0;0;0;0;0;0;0;0;0;0;7354.845019;;;;;;
82;5361.5;3318.611631;32.11559643;1777.063002;128.4623857;0;0;0;10.70519881;0;0;0;10.70519881;0;0;0;0;10.70519881;0;0;0;10.70519881;10.70519881;0;21.41039762;0;0;0;0;0;0;0;0;0;0;0;21.41039762;21.41039762;21.41039762;0;0;0;0;0;888.5315012;1809.178599;0;0;0;0;0;0;0;0;0;0;5352.599405;;;;;;
82.5;5394;7468.66037;0;3873.497769;255.1405716;0;0;0;0;0;0;23.19459742;23.19459742;0;0;0;0;0;0;0;0;0;0;0;23.19459742;0;0;0;0;0;0;0;0;0;0;0;0;23.19459742;92.77838968;46.38919484;0;0;0;0;3386.411223;4476.557302;0;0;0;0;0;0;0;0;0;0;11666.8825;;;;;;
83;5427;3662.995857;0;1914.210738;248.138429;11.81611567;0;0;0;0;0;0;23.63223133;11.81611567;0;0;0;35.448347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59.08057834;11.81611567;0;0;0;0;1110.714873;2020.555779;0;0;0;0;0;0;0;0;0;0;5908.057834;;;;;;
83.5;5462.5;6993.171122;0;3256.521478;208.7513768;20.87513768;0;0;20.87513768;0;0;0;62.62541304;0;0;0;0;0;0;0;0;20.87513768;0;0;0;20.87513768;0;0;0;0;0;0;0;0;0;0;20.87513768;0;104.3756884;62.62541304;0;0;0;0;2922.519275;4049.77671;0;0;0;0;0;0;0;0;0;0;10625.44508;;;;;;
84;5497;3564.831204;0;1980.46178;224.809175;21.41039762;0;0;21.41039762;0;0;0;32.11559643;0;0;0;0;10.70519881;0;0;0;10.70519881;0;0;21.41039762;0;0;0;0;0;0;0;0;0;0;0;32.11559643;0;32.11559643;10.70519881;0;0;0;0;888.5315012;1894.820189;0;0;0;0;0;0;0;0;0;0;5919.974942;;;;;;
84.5;5532;6680.044057;0;3081.567943;218.6919185;39.76216701;0;0;0;0;0;0;0;0;0;0;0;39.76216701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.8810835;0;0;0;0;0;2723.70844;3837.049116;0;0;0;0;0;0;0;0;0;0;10059.82825;;;;;;
85;5564;3906.906501;0;1631.708009;160.8726206;0;0;0;0;0;0;0;22.98180295;0;0;0;0;34.47270442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.49090147;0;22.98180295;0;0;0;0;0;1045.672034;1964.944152;0;0;0;0;0;0;0;0;0;0;5768.43254;;;;;;
85.5;5598;6963.096772;0;3651.380014;169.8316286;21.22895357;0;0;0;0;0;0;21.22895357;0;0;0;0;0;0;0;42.45790714;0;21.22895357;0;0;0;0;0;0;0;0;0;0;0;0;0;21.22895357;0;106.1447679;42.45790714;0;0;0;0;2993.282454;4033.501179;0;0;0;0;0;0;0;0;0;0;10911.68214;;;;;;
86;5633;3639.767595;0;1605.779821;171.283181;21.41039762;0;0;0;0;0;10.70519881;21.41039762;0;0;0;0;21.41039762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.11559643;10.70519881;53.52599405;10.70519881;0;0;0;0;888.5315012;1723.537008;10.70519881;0;0;0;0;0;0;0;0;10.70519881;5523.882586;;;;;;
86.5;5665;4357.129801;0;2225.200846;106.5964477;0;0;0;0;0;0;0;26.64911193;0;0;0;0;13.32455597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.32455597;0;26.64911193;0;0;0;0;0;1412.402932;2438.393742;0;0;0;0;0;0;0;0;0;0;6742.225318;;;;;;
87;5697;4796.537317;14.23304842;2106.491166;156.5635326;14.23304842;0;0;0;0;0;0;0;0;0;0;0;28.46609683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.23304842;85.3982905;14.23304842;0;0;0;0;1594.101423;2476.550425;0;0;0;0;0;0;0;0;0;0;7116.524209;;;;;;
