sample.id;depth;age;Pinus;Picea;Betula;Alnus;Juniperus;Salix;Ericaceae;Poaceae;Artemisia;Cyperaceae;Sphagnum
222;111.5;7991.5;16.30218688;0;79.72166998;2.186878728;0.198807157;0.397614314;0;0.994035785;0;0.198807157;0.198412698
223;112;8045;13.26923077;0;83.26923077;1.730769231;0.384615385;0.384615385;0;0.961538462;0;0;0.19193858
224;112.5;8098;13.51888668;0;82.90258449;1.988071571;0.397614314;0;0;0.994035785;0;0.198807157;0.198412698
225;113;8150;13.21499014;0;81.65680473;2.761341223;0.394477318;0;0.197238659;1.380670611;0;0.197238659;0.392927308
226;113.5;8200.5;8.221797323;0;86.61567878;2.294455067;0.764818356;0.191204589;0.191204589;1.147227533;0;0.573613767;0.380952381
227;114;8253;5.56621881;0;89.44337812;2.495201536;0.767754319;0.19193858;0.383877159;0.959692898;0;0.19193858;0.572519084
228;114.5;8299;5.128205128;0;90.13806706;2.169625247;0.394477318;0.197238659;0;1.183431953;0;0.591715976;0.196850394
229;115;8350;5.742574257;0;90.4950495;2.376237624;0.198019802;0;0.396039604;0.792079208;0;0;0.394477318
230;115.5;8402.5;6.916996047;0;88.33992095;2.964426877;0.197628458;0;0.197628458;0.988142292;0;0.395256917;0.197238659
231;116;8452;4.365079365;0;91.07142857;2.579365079;0;0;0.198412698;1.388888889;0;0.396825397;0.395256917
232;116.5;8502.5;5.118110236;0;88.97637795;2.755905512;0.393700787;0.196850394;0;1.57480315;0.196850394;0.590551181;0.974658869
233;117;8553;3.571428571;0;91.07142857;2.579365079;0.595238095;0.198412698;0.198412698;1.19047619;0.198412698;0.396825397;0.787401575
234;117.8;8604;3.898635478;0;91.0331384;2.923976608;0.389863548;0;0;1.169590643;0;0.389863548;0.194552529
235;118;8653;2.901353965;0;91.4893617;2.51450677;0.773694391;0;0.193423598;1.547388781;0;0.580270793;0.767754319
236;118.5;8706;3.168316832;0;90.4950495;2.97029703;0.792079208;0;0.396039604;1.584158416;0;0.198019802;0.197628458
237;119;8758.5;3.149606299;0;90.94488189;3.346456693;0.196850394;0.590551181;0.196850394;1.377952756;0;0.196850394;0.196463654
238;119.5;8809;3.373015873;0;90.27777778;3.571428571;0.396825397;0;0;1.785714286;0;0.595238095;0.198019802
239;120;8856.5;3.578528827;0;90.85487078;3.180914513;0.397614314;0;0;1.789264414;0;0.198807157;0.396039604
240;120.5;8906.5;3.543307087;0;91.73228346;2.165354331;0.393700787;0;0;1.377952756;0;0.787401575;0.392156863
241;121;8956;35.91269841;0;60.51587302;2.182539683;0.198412698;0;0.198412698;0.793650794;0;0.198412698;0.395256917
242;121.5;9004;32.21343874;0;64.82213439;1.976284585;0;0;0;0.592885375;0;0.395256917;0.197238659
243;122;9052.5;37.22772277;0;60.1980198;1.584158416;0.198019802;0;0;0.792079208;0;0;0.197628458
