Depth;Age;Pinus;Picea;Betula;Alnus;Juniperus;Acer;Ulmus;Quercus;Empetrum Nigrum;Vaccinium;Salix;Ericaceae;Corylus;Fraxinus;Tilia;Calluna;Poaceae;Moneses;Thalictrum;Viola Polustris;Philipendula;Artemisia;Urtica;Humulus;Asteraceae;Chenopodiaceae;Rumex Acetosa;Apiaceae;Trifolium;Plantago major media;Rosaceae;Ranunculus acris;Brasicaceae;Gallium;Saxifraga;Epilobium;Cyperaceae;Lycopodium annotinum;Sphagnum;Driopteris;Typha;Potamogen;Nymphar;Isoetes;Charcoal;Fungi hyphae;Pinus + Fungi;FeS2;Ustilagum;Meliola;Glomus;Helicoon Ellipticum;Neurospora;Cercophora;Selaginella;plantago lanceolate;Gelasinospora;drosera rotundifolia;Pinus 1/2;Picea 1/2;Betula Coroded;POLLEN SUM;Sediment accrate;Lycopodium count;Lycopodium tab added;Lycopodium per tablet;Lyc batch No.;Sample vol., ml;Sample thickness, cm
107;7652;1819.337896;0;1329.019882;38.70931694;6.451552824;0;0;0;0;0;0;6.451552824;0;0;0;0;25.8062113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.451552824;0;19.35465847;45.16086977;0;0;0;0;806.444103;1193.537272;0;0;0;0;0;0;0;0;0;0;0;0;1058.054663;0;0;3232.227965;;;;;;;
107.5;7669.5;1012.39752;0;822.5729851;29.77639765;3.722049706;0;0;0;0;0;0;0;0;0;0;0;11.16614912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.722049706;26.05434794;0;0;0;0;260.5434794;696.023295;0;0;0;0;0;0;0;0;0;0;0;0;595.527953;0;0;1879.635102;;;;;;;
108;7687.5;1114.996629;0;955.1103202;29.45274115;0;0;0;0;0;0;4.20753445;0;0;0;0;0;4.20753445;0;0;0;4.20753445;4.20753445;0;0;0;0;0;0;0;0;0;0;0;0;4.20753445;0;0;0;8.415068901;29.45274115;0;0;0;0;357.6404283;803.63908;0;0;0;0;0;0;0;0;0;0;0;0;681.620581;0;0;2120.597363;;;;;;;
108.5;7706;963.4884809;0;1137.510629;33.95554118;4.244442647;0;0;0;0;0;4.244442647;0;0;0;0;0;4.244442647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.244442647;0;4.244442647;33.95554118;0;0;0;0;365.0220677;793.7107751;0;0;0;0;0;0;0;0;0;0;0;0;551.7775442;0;0;2151.932422;;;;;;;
109;7729.5;1068.046702;0;1793.846395;100.3137787;5.90081051;0;0;0;0;0;5.90081051;11.80162102;0;0;0;0;5.90081051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.90081051;0;0;29.50405255;0;0;0;0;696.2956401;1121.153997;0;0;0;0;0;0;0;0;0;0;0;0;696.2956401;0;0;2997.611739;;;;;;;
109.5;7781;1243.267992;0;2029.550993;73.92404277;6.720367525;0;0;0;0;0;6.720367525;0;0;0;0;0;47.04257267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.720367525;0;6.720367525;53.7629402;0;0;0;0;860.2070432;1270.149462;0;0;0;0;0;0;0;0;0;0;0;0;725.7996927;0;0;3413.946703;;;;;;;
110;7837;1536.987585;0;3026.537281;132.8260876;18.97515536;0;0;0;0;0;0;9.487577682;0;0;0;0;47.43788841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.487577682;56.92546609;0;0;0;0;1413.649075;1812.127337;0;0;0;0;0;0;0;0;0;0;0;0;1195.434788;0;0;4772.251574;;;;;;;
110.5;7890;655.3634356;0;2339.708714;61.24891921;12.24978384;0;0;0;0;0;6.124891921;0;6.124891921;0;0;0;55.12402729;0;0;0;6.124891921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.124891921;55.12402729;0;0;0;0;741.1119225;1151.479681;0;0;0;0;0;0;0;0;0;0;6.124891921;0;440.9922183;0;0;3142.069556;;;;;;;
111;7940;506.6366482;0;2220.093178;79.69565253;17.07763983;0;0;0;0;0;0;5.692546609;0;0;0;0;28.46273305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.07763983;79.69565253;0;0;0;0;654.6428601;1053.121123;0;0;0;0;0;0;0;0;0;0;0;0;330.1677033;0;0;2857.658398;;;;;;;
111.5;7991.5;354.2593738;0;1732.414743;47.52259893;4.320236266;0;0;0;0;0;8.640472532;0;0;0;0;0;21.60118133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.320236266;0;4.320236266;64.80354399;0;0;0;0;380.1807914;786.2830004;0;0;0;0;0;0;0;0;0;0;0;0;233.2927584;0;0;2173.078842;;;;;;;
112;8045;362.8998463;0;2277.328021;47.33476257;10.51883613;0;0;0;0;0;10.51883613;0;0;0;0;0;26.29709032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.259418063;89.41010707;0;0;0;0;568.0171508;962.4735055;0;0;0;0;0;0;0;0;0;0;0;0;284.0085754;0;0;2734.897393;;;;;;;
112.5;8098;276.495121;0;1695.565669;40.66104721;8.132209442;0;0;0;0;0;0;0;0;0;0;0;20.3305236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.066104721;0;4.066104721;60.99157081;0;0;0;0;329.3544824;744.0971639;0;0;0;0;0;0;0;0;0;0;0;0;203.305236;0;0;2045.250675;;;;;;;
113;8150;286.8942738;0;1772.749692;59.94805721;8.564008173;0;0;0;0;0;0;4.282004087;0;0;0;0;29.97402861;0;0;0;0;0;0;0;0;0;0;0;0;0;4.282004087;0;0;0;0;0;4.282004087;0;8.564008173;68.51206539;0;0;0;0;372.5343555;792.170756;0;0;0;0;0;0;0;0;0;0;0;0;188.4081798;0;0;2170.976072;;;;;;;
113.5;8200.5;196.2854515;0;2067.844407;54.7773353;18.25911177;0;0;0;0;0;4.564777941;4.564777941;0;0;0;0;27.38866765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.69433382;0;9.129555883;73.03644706;0;0;0;0;429.0891265;830.7895853;0;0;0;0;0;0;0;0;0;0;0;0;127.8137824;0;0;2387.378863;;;;;;;
114;8253;89.37660759;0;1436.189625;40.06537582;12.32780794;0;0;0;0;0;3.081951986;6.163903972;0;0;0;0;15.40975993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.081951986;0;9.245855958;61.63903972;0;0;0;0;132.5239354;536.2596456;0;0;0;0;0;0;0;0;0;0;0;0;67.80294369;0;0;1605.696985;;;;;;;
114.5;8299;101.455871;0;1783.282041;42.92363774;7.804297771;0;0;0;0;0;3.902148885;0;0;0;0;0;23.41289331;0;0;0;0;0;0;3.902148885;0;0;0;0;0;0;0;0;0;0;0;0;11.70644666;0;3.902148885;50.72793551;0;0;0;0;296.5633153;714.093246;0;0;0;0;0;0;0;0;0;0;0;0;78.04297771;0;0;1978.389485;;;;;;;
115;8350;134.9243018;0;2126.220895;55.83074559;4.652562133;0;0;0;0;0;0;9.305124265;0;0;0;0;18.61024853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.305124265;65.13586986;0;0;0;0;446.6459647;846.7663081;0;0;0;0;0;0;0;0;0;0;0;0;93.05124265;0;0;2349.543877;;;;;;;
115.5;8402.5;228.855759;0;2922.814979;98.08103955;6.53873597;0;0;0;0;0;0;6.53873597;0;0;0;0;32.69367985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.07747194;0;6.53873597;85.00356761;0;0;0;6.53873597;823.8807322;1229.282362;0;0;0;0;0;0;0;0;0;0;0;0;143.8521913;0;0;3308.600401;;;;;;;
116;8452;136.4751559;0;2847.368025;80.6444103;0;0;0;0;0;0;0;6.203416177;0;0;0;0;43.42391324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.40683235;0;12.40683235;86.84782648;0;0;0;0;756.8167736;1147.631993;0;0;0;0;0;0;0;0;0;0;0;0;99.25465883;0;0;3126.521753;;;;;;;
116.5;8502.5;113.3380902;0;1970.339106;61.02820239;8.718314627;0;0;0;0;0;4.359157313;0;0;0;0;0;34.87325851;0;0;0;4.359157313;4.359157313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.07747194;0;21.79578657;69.74651702;0;0;0;0;387.9650009;736.697586;0;0;0;0;0;0;0;0;0;0;0;0;61.02820239;0;0;2214.451915;;;;;;;
117;8553;86.23362685;0;2198.957485;62.27984162;14.37227114;0;0;0;0;0;4.790757047;4.790757047;0;0;0;0;28.74454228;0;0;0;0;4.790757047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.581514095;4.790757047;19.16302819;91.0243839;0;0;0;0;474.2849477;867.1270256;0;0;0;0;0;0;0;0;0;0;0;0;67.07059866;0;0;2414.541552;;;;;;;
117.8;8604;148.8819882;0;3476.394426;111.6614912;14.88819882;0;0;0;0;0;0;0;0;0;0;0;44.66459647;0;0;0;0;0;0;0;7.444099412;0;0;0;0;0;0;0;0;0;0;0;14.88819882;0;7.444099412;126.54969;0;0;0;0;1004.953421;1399.49069;0;0;0;0;0;0;0;0;0;0;0;0;104.2173918;0;0;3818.822998;;;;;;;
118;8653;118.9835562;0;3751.948138;103.119082;31.72894831;0;0;0;0;0;0;7.932237079;0;0;0;0;63.45789663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.79671124;0;31.72894831;134.8480303;0;0;0;0;1102.580954;1499.192808;0;0;0;0;0;0;0;0;0;0;0;0;111.0513191;0;0;4100.96657;;;;;;;
118.5;8706;79.81302463;0;2279.659516;74.82471059;19.95325616;0;4.988314039;0;0;0;0;9.976628078;0;0;0;0;39.90651231;0;0;0;4.988314039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.988314039;9.976628078;4.988314039;54.87145443;0;0;0;0;513.796346;937.8030394;0;0;0;0;0;0;0;0;0;0;0;0;29.92988423;0;0;2519.09859;;;;;;;
119;8758.5;82.36024882;0;2378.152185;87.50776437;5.147515551;0;0;0;0;0;15.44254665;5.147515551;0;0;0;0;36.03260886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.147515551;0;5.147515551;56.62267106;0;0;0;0;545.6366484;941.9953458;0;0;0;0;0;0;0;0;0;0;0;0;30.88509331;0;0;2614.9379;;;;;;;
119.5;8809;88.44870807;0;2367.303657;93.65157325;10.40573036;0;0;0;0;0;0;0;0;0;0;0;46.82578663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.60859554;5.202865181;5.202865181;67.63724735;0;0;0;0;556.7065743;941.7185977;0;0;0;0;0;0;0;0;0;0;0;0;52.02865181;0;0;2622.244051;;;;;;;
120;8856.5;107.5258804;0;2729.96263;95.57856035;11.94732004;0;0;0;0;0;0;0;0;0;0;0;53.7629402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.973660022;0;11.94732004;83.63124031;0;0;0;0;710.8655426;1093.179784;0;0;0;0;0;0;0;0;0;0;0;0;47.78928018;0;0;3004.750991;;;;;;;
120.5;8906.5;113.1116404;0;2928.334691;69.12378026;12.56796005;0;0;0;0;0;0;0;0;0;0;0;43.98786016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.13592009;0;12.56796005;50.27184019;0;0;0;0;772.9295429;1200.240184;0;0;0;0;0;0;0;0;0;0;0;0;62.83980023;0;0;3192.261852;;;;;;;
121;8956;1081.232464;0;1821.966307;65.71026024;5.973660022;0;0;0;0;0;0;5.973660022;0;0;0;0;23.89464009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.973660022;0;11.94732004;89.60490033;0;0;0;0;710.8655426;1087.206124;0;0;0;0;0;0;0;0;0;0;0;0;382.3142414;0;0;3010.724651;;;;;;;
121.5;9004;2390.007069;0;4809.339378;146.6262005;0;0;0;0;0;0;0;0;0;0;0;0;43.98786016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.32524011;0;14.66262005;117.3009604;0;0;0;0;2448.657549;2771.23519;0;0;0;0;0;0;0;0;0;0;0;0;2170.067768;0;0;7419.285748;;;;;;;
122;9052.5;850.1578955;0;1374.723405;36.17693172;4.522116465;0;0;0;0;0;0;0;0;0;0;0;18.08846586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.522116465;54.26539758;0;0;0;0;420.5568313;786.848265;0;0;0;0;0;0;0;0;0;0;0;0;226.1058233;0;0;2283.668815;;;;;;;
