Depth;Age;Pinus;Picea;Betula;Alnus;Juniperus;Acer;Ulmus;Quercus;Empetrum Nigrum;Vaccinium;Salix;Ericaceae;Corylus;Fraxinus;Tilia;Calluna;Poaceae;Moneses;Thalictrum;Viola Polustris;Philipendula;Artemisia;Urtica;Humulus;Asteraceae;Chenopodiaceae;Rumex Acetosa;Apiaceae;Trifolium;Plantago major media;Rosaceae;Ranunculus acris;Brasicaceae;Gallium;Saxifraga;Epilobium;Cyperaceae;Lycopodium annotinum;Sphagnum;Driopteris;Typha;Potamogen;Nymphar;Isoetes;Charcoal;Fungi hyphae;Pinus + Fungi;FeS2;Ustilagum;Meliola;Glomus;Helicoon Ellipticum;Neurospora;Cercophora;Selaginella;plantago lanceolate;Gelasinospora;drosera rotundifolia;Pinus 1/2;Picea 1/2;Betula Coroded;POLLEN SUM;Sediment accrate;Lycopodium count;Lycopodium tab added;Lycopodium per tablet;Lyc batch No.;Sample vol., ml;Sample thickness, cm
35;2999.5;1519.993895;335.5170471;640.5325444;30.50154973;10.16718324;0;0;0;0;0;0;20.33436649;0;0;0;0;5.083591622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.16718324;0;30.50154973;10.16718324;0;0;0;0;376.18578;904.8793087;0;0;0;0;0;0;0;0;0;0;0;0;1199.727623;172.8421151;0;2572.297361;;;;;;;
35.5;3023.5;1423.405654;279.9364453;621.5538023;28.46811308;4.744685514;0;0;0;0;0;0;9.489371028;0;0;0;0;9.489371028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.744685514;0;28.46811308;14.23405654;0;0;0;0;308.4045584;792.3624808;0;0;0;0;0;0;0;0;0;0;0;0;929.9583607;132.8511944;0;2381.832128;;;;;;;
36;3051;1549.675511;330.5974423;749.0098301;10.33117007;0;0;0;0;0;0;0;15.49675511;0;0;0;0;5.165585035;0;0;0;0;5.165585035;0;0;0;0;0;0;0;0;0;0;0;5.165585035;0;0;0;0;30.99351021;5.165585035;0;0;0;0;392.5844627;919.4741363;0;0;0;0;0;0;0;0;0;0;0;0;1043.448177;144.636381;0;2670.607463;;;;;;;
36.5;3076;1245.479947;181.8796114;498.191979;31.63123676;15.81561838;0;0;0;0;0;0;3.953904595;0;0;0;0;0;0;0;0;0;3.953904595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.953904595;0;19.76952297;3.953904595;0;0;3.953904595;0;150.2483746;612.8552122;0;0;0;0;0;0;0;0;0;0;0;0;1012.199576;94.89371028;0;1984.860107;;;;;;;
37;3102;2588.819034;604.947403;1192.102235;44.48142669;8.896285339;0;0;0;0;0;0;17.79257068;0;0;0;0;8.896285339;0;0;0;0;17.79257068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.79257068;0;53.37771203;0;0;0;0;0;1138.724523;1645.812788;0;0;0;0;0;0;0;0;0;0;0;0;1743.671926;302.4737015;0;4501.520381;;;;;;;
37.5;3127;1617.616087;358.2639655;683.9584796;43.42593521;5.428241902;0;0;0;0;0;0;5.428241902;0;0;0;0;10.8564838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.428241902;0;10.8564838;5.428241902;0;0;0;0;445.1158359;895.6599137;0;0;0;0;0;0;0;0;0;0;0;0;1194.213218;173.7037408;0;2730.405676;;;;;;;
38;3150.5;1860.915603;471.9713485;1065.306758;60.68203052;0;0;0;0;0;0;6.742447836;20.22734351;0;0;0;0;6.742447836;0;0;0;0;0;0;0;0;6.742447836;0;0;0;0;0;0;0;0;0;0;6.742447836;6.742447836;26.96979134;6.742447836;0;0;0;0;707.9570227;1173.185923;0;0;0;0;0;0;0;0;0;0;6.742447836;0;1335.004671;215.7583307;0;3506.072874;;;;;;;
38.5;3178;1777.804613;444.4511532;1019.623234;45.7523246;6.536046371;0;0;0;0;0;0;19.60813911;0;0;0;0;13.07209274;0;0;6.536046371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.536046371;0;0;0;26.14418548;0;0;0;6.536046371;0;666.6767299;1117.663929;0;0;0;0;0;0;0;0;0;0;0;0;1294.137181;209.1534839;0;3339.919696;;;;;;;
39;3205;2007.001972;455.4898093;1295.299145;78.28731098;0;0;0;0;0;0;0;14.23405654;0;0;0;0;0;0;0;0;0;0;0;7.117028271;0;0;0;0;0;0;0;0;0;0;0;0;7.117028271;0;7.117028271;7.117028271;0;0;0;0;782.8731098;1316.65023;0;0;0;0;0;0;0;0;0;0;0;7.117028271;1466.107824;241.9789612;0;3864.546351;;;;;;;
39.5;3233.5;1587.40674;401.0290713;763.069205;16.70954464;5.569848212;0;0;0;0;0;0;11.13969642;0;0;0;0;5.569848212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.70954464;5.569848212;0;0;0;0;473.437098;974.7234371;0;0;0;0;0;0;0;0;0;0;0;0;1169.668125;178.2351428;0;2790.493954;;;;;;;
40;3261;2186.165423;480.3994083;758.8918189;27.84924106;6.962310265;0;0;0;0;0;0;20.88693079;0;0;0;0;13.92462053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.962310265;0;34.81155132;0;0;0;0;0;751.9295086;1267.140468;0;0;0;0;0;0;0;0;0;0;0;0;1545.632879;208.8693079;0;3502.042063;;;;;;;
40.5;3288;2135.108481;482.12127;792.0563721;13.77489343;6.887446714;0;0;0;0;0;0;20.66234014;0;0;0;0;6.887446714;0;0;0;0;6.887446714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.887446714;0;27.54978685;0;0;0;0;0;736.9567984;1239.740408;0;0;0;0;0;0;0;0;0;0;0;0;1529.01317;220.3982948;0;3471.273144;;;;;;;
41;3316;1702.879203;276.0018281;604.0794727;10.41516332;5.207581662;0;0;0;0;0;0;10.41516332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.83032665;0;36.45307163;15.62274498;0;0;0;0;400.9837879;911.3267908;0;0;0;0;0;0;0;0;0;0;0;0;1072.761822;145.8122865;0;2629.828739;;;;;;;
41.5;3344;1939.55649;299.3142731;760.2582536;23.94514185;0;0;0;0;0;0;0;23.94514185;0;0;0;0;11.97257092;0;0;0;0;5.986285461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.94514185;0;0;0;0;0;556.7245479;1083.517669;0;0;0;0;0;0;0;0;0;0;0;0;1352.900514;155.643422;0;3064.978156;;;;;;;
42;3369.5;1951.811432;386.7366306;604.2759853;30.21379926;12.08551971;0;0;0;0;0;0;24.17103941;0;0;0;0;18.12827956;0;0;0;0;6.042759853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.08551971;0;24.17103941;0;0;0;0;0;568.0194261;1069.568494;0;0;0;0;0;0;0;0;0;0;0;0;1450.262365;169.1972759;0;3045.550966;;;;;;;
42.5;3398;1846.641697;415.6647362;749.5593604;34.07088002;6.814176004;0;0;0;0;0;0;6.814176004;0;0;0;0;6.814176004;0;0;0;0;6.814176004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.814176004;0;34.07088002;0;0;0;0;0;722.3026564;1240.180033;0;0;0;0;0;0;0;0;0;0;0;0;1921.597633;190.7969281;0;3080.007554;;;;;;;
43;3423;1782.614157;277.9669532;906.4139779;30.21379926;6.042759853;0;0;0;0;0;0;24.17103941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.08551971;0;12.08551971;0;0;0;0;0;568.0194261;1081.654014;0;0;0;0;0;0;0;0;0;0;0;0;1426.091325;145.0262365;0;3039.508206;;;;;;;
43.5;3449;1792.259331;320.2662722;960.7988166;24.63586709;18.47690032;0;0;0;0;0;0;36.95380064;0;0;0;0;12.31793355;0;0;0;0;0;0;0;0;6.158966773;0;0;0;0;0;0;0;0;0;0;6.158966773;0;6.158966773;6.158966773;0;0;0;0;591.2608102;1059.342285;0;0;0;0;0;0;0;0;0;0;0;0;1256.429222;160.1331361;0;3178.026855;;;;;;;
44;3476;2151.353872;452.5501672;821.5526113;55.69848212;27.84924106;0;0;0;0;0;0;20.88693079;0;0;0;0;6.962310265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.92462053;6.962310265;55.69848212;6.962310265;0;0;0;0;751.9295086;1260.178158;6.962310265;0;0;0;0;0;0;0;0;0;0;0;1559.557499;250.6431695;0;3550.778235;;;;;;;
44.5;3499.5;1443.661812;349.8293127;645.4597178;29.56304051;19.70869367;0;0;0;0;0;0;29.56304051;0;0;0;0;14.78152025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.927173418;4.927173418;29.56304051;4.927173418;0;0;0;0;344.9021393;936.1629495;0;0;0;0;0;0;0;0;0;0;0;0;1290.919436;187.2325899;0;2537.49431;;;;;;;
45;3528.5;1402.62601;331.9548223;579.752084;23.37710016;9.350840064;0;0;0;0;0;0;9.350840064;0;0;0;0;0;0;0;9.350840064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.0262601;0;32.72794022;14.0262601;0;0;0;0;294.551462;836.9001857;0;0;0;0;0;0;0;0;0;0;0;0;1094.048287;158.9642811;0;2379.788796;;;;;;;
45.5;3563;1199.840874;257.3916065;502.9036005;31.67896696;0;0;0;0;0;0;0;15.83948348;0;0;3.95987087;0;3.95987087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.91974174;0;31.67896696;0;0;0;0;0;304.910057;736.5359818;0;0;0;0;0;0;0;0;0;0;0;0;1187.961261;126.7158678;0;2023.494014;;;;;;;
46;3599;870.3745387;187.3722965;423.0987341;21.1549367;6.04426763;0;0;0;0;0;3.022133815;3.022133815;0;0;0;0;3.022133815;0;0;0;0;0;0;0;3.022133815;0;0;0;0;0;0;0;0;0;0;0;6.04426763;0;15.11066907;0;0;0;0;0;211.549367;559.0947558;0;0;0;0;0;0;0;0;0;0;0;0;924.7729474;96.70828208;0;1526.177577;;;;;;;
46.5;3645;1066.865342;206.5993203;464.0017521;27.09499282;3.386874103;0;0;0;0;0;6.773748206;6.773748206;0;0;0;0;6.773748206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.386874103;0;6.773748206;3.386874103;0;0;0;0;284.4974246;623.1848349;0;0;0;0;0;0;0;0;0;0;0;0;880.5872668;101.6062231;0;1791.6564;;;;;;;
47;3692.5;1038.858499;237.9930379;570.4277576;26.44367088;0;0;0;0;0;0;7.555334537;18.88833634;0;0;0;0;0;0;0;0;0;0;0;0;0;3.777667269;0;0;0;0;0;0;0;0;0;0;7.555334537;0;11.33300181;3.777667269;0;0;0;0;362.6560578;729.0897828;0;0;0;0;0;0;0;0;0;0;0;0;876.4188063;105.7746835;0;1911.499638;;;;;;;
47.5;3738;1339.354759;232.1548249;669.6773794;13.39354759;4.464515863;0;0;0;0;0;4.464515863;8.929031726;0;0;0;0;4.464515863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.32257931;0;0;0;0;0;500.0257767;839.3289822;0;0;0;0;0;0;0;0;0;0;0;0;1160.774124;125.0064442;0;2276.90309;;;;;;;
48;3781;1052.478896;176.6146092;511.8219287;25.23065845;3.604379779;0;0;0;0;0;7.208759559;10.81313934;0;0;0;0;7.208759559;0;0;0;0;3.604379779;0;0;0;3.604379779;0;0;0;0;0;0;0;0;0;0;10.81313934;0;18.0218989;10.81313934;0;0;0;0;327.9985599;666.8102592;0;0;0;0;0;0;0;0;0;0;0;0;778.5460323;93.71387426;0;1813.003029;;;;;;;
48.5;3825.5;1090.510155;198.2745737;539.7474505;11.01525409;0;0;0;0;0;0;0;3.671751364;0;0;0;0;3.671751364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.68700546;3.671751364;0;0;0;0;378.1903905;690.2892564;0;0;0;0;0;0;0;0;0;0;0;0;829.8158082;102.8090382;0;1846.890936;;;;;;;
49;3868;1100.797987;274.2728991;452.1796444;11.11917158;3.706390528;0;0;0;0;0;3.706390528;3.706390528;0;0;0;0;11.11917158;0;0;0;0;0;0;0;3.706390528;0;0;0;0;0;0;0;0;0;3.706390528;0;0;0;22.23834317;3.706390528;0;0;0;0;348.4007096;659.7375139;0;0;0;0;0;0;0;0;0;0;0;0;859.8826024;140.8428401;0;1868.020826;;;;;;;
49.5;3911;1461.86938;292.373876;529.9276503;22.84170907;0;0;0;0;0;0;4.568341813;9.136683627;0;0;0;0;0;0;0;9.136683627;0;4.568341813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.136683627;0;13.70502544;0;0;0;0;0;520.7909667;867.9849445;0;0;0;0;0;0;0;0;0;0;0;0;1352.229177;155.3236217;0;2343.55935;;;;;;;
50;3956;1365.48851;268.3065143;737.8429143;28.74712653;0;0;0;0;0;0;0;14.37356327;0;0;0;0;0;0;0;0;0;4.791187755;0;0;0;4.791187755;0;0;0;0;0;0;0;0;0;0;0;0;19.16475102;0;0;0;0;0;565.3601551;886.3697347;0;0;0;0;0;0;0;0;0;0;0;0;1006.149429;143.7356327;0;2424.341004;;;;;;;
50.5;4000;1462.376974;360.1376129;905.8006629;10.913261;0;0;0;0;0;0;0;10.913261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.913261;0;0;0;0;0;698.4487039;965.8235984;0;0;0;0;0;0;0;0;0;0;0;0;1124.065883;174.612176;0;2750.141772;;;;;;;
51;4045;1497.181428;307.930932;865.3921019;21.236616;0;0;0;0;0;0;0;5.309153999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.236616;10.618308;0;0;0;0;668.9534039;971.5751819;0;0;0;0;0;0;0;0;0;0;0;0;1072.449108;169.892928;0;2697.050232;;;;;;;
51.5;4088.5;1925.09924;340.4937431;1139.344448;45.83569619;0;0;0;0;0;0;0;13.0959132;0;0;0;0;6.547956599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.1918264;0;0;0;0;0;916.7139239;1237.563797;0;0;0;0;0;0;0;0;0;0;0;0;1309.59132;196.438698;0;3470.416997;;;;;;;
52;4132.5;1460.698011;322.3609403;745.4596743;50.36889692;5.036889692;0;0;0;0;0;5.036889692;5.036889692;0;0;0;0;0;0;0;5.036889692;5.036889692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.036889692;10.07377938;0;0;0;0;614.5005424;931.8245929;0;0;0;0;0;0;0;0;0;0;0;0;1007.377938;171.2542495;0;2604.071971;;;;;;;
52.5;4176.5;1055.156435;243.2098165;561.2534228;22.45013691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.741689485;0;7.48337897;0;0;0;0;0;355.4605011;699.6959337;0;0;0;0;0;0;0;0;0;0;0;0;748.337897;119.7340635;0;1885.811501;;;;;;;
53;4221;1002.955303;175.6768844;472.7305252;6.38825034;0;0;0;0;0;0;0;3.19412517;0;0;0;0;3.19412517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.19412517;0;3.19412517;3.19412517;0;0;0;0;245.9476381;581.330781;0;0;0;0;0;0;0;0;0;0;0;0;638.825034;95.82375511;0;1667.333339;;;;;;;
53.5;4265;1214.712765;184.4118389;585.3071409;32.07162416;0;0;0;0;0;0;0;4.00895302;0;0;0;0;4.00895302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.00895302;0;12.02685906;4.00895302;0;0;0;0;408.913208;717.6025905;0;0;0;0;0;0;0;0;0;0;0;0;938.0950066;120.2685906;0;2028.530228;;;;;;;
54;4311;1103.628321;221.4399868;528.5986782;25.00128883;0;0;0;0;0;0;0;7.143225381;0;0;0;0;3.57161269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.143225381;0;10.71483807;3.57161269;0;0;0;0;321.4451421;657.176735;0;0;0;0;0;0;0;0;0;0;0;0;721.4657635;121.4348315;0;1896.526339;;;;;;;
54.5;4365;1151.403061;295.6305158;532.9129034;19.44937604;0;0;0;0;0;0;0;0;0;0;0;0;3.889875207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.779750415;0;11.66962562;3.889875207;0;0;0;0;385.0976455;719.6269134;0;0;0;0;0;0;0;0;0;0;0;0;777.9750415;163.3747587;0;2011.065482;;;;;;;
55;4425;1071.483807;214.2967614;500.0257767;17.85806345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.28645076;3.57161269;0;0;0;0;321.4451421;639.3186716;0;0;0;0;0;0;0;0;0;0;0;0;728.6089888;114.2916061;0;1803.664409;;;;;;;
55.5;4471;1308.103148;294.658047;642.8902843;26.78709518;0;0;0;0;0;0;0;4.464515863;0;0;0;0;4.464515863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.929031726;0;26.78709518;4.464515863;0;0;0;0;500.0257767;825.9354346;0;0;0;0;0;0;0;0;0;0;0;0;937.5483312;151.7935393;0;2290.296638;;;;;;;
56;4515.5;1206.984165;190.3632743;648.0451892;32.40225946;8.100564865;0;0;0;0;0;0;4.050282432;0;0;0;0;4.050282432;0;0;0;0;0;0;0;0;4.050282432;0;0;0;0;0;0;0;0;0;0;4.050282432;0;8.100564865;8.100564865;0;0;0;0;417.1790905;749.30225;0;0;0;0;0;0;0;0;0;0;0;0;939.6655243;113.4079081;0;2102.096582;;;;;;;
56.5;4558;1157.734454;313.4660074;647.8297486;33.43637412;4.179546765;0;0;0;0;0;0;4.179546765;0;0;0;0;4.179546765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.179546765;0;16.71818706;8.359093531;0;0;0;0;443.0319571;806.6525257;0;0;0;0;0;0;0;0;0;0;0;0;886.0639142;158.8227771;0;2169.184771;;;;;;;
57;4601.5;892.2978145;236.3923315;512.7382964;19.97681674;3.329469457;0;3.329469457;0;0;0;0;3.329469457;3.329469457;0;0;0;3.329469457;0;0;0;0;0;0;3.329469457;0;0;0;0;0;0;0;0;0;0;0;0;0;3.329469457;6.658938914;0;0;0;0;0;273.0164955;612.6223801;0;0;0;0;0;0;0;0;0;0;0;0;599.3045023;113.2019615;0;1681.382076;;;;;;;
57.5;4643;1162.758354;250.0128883;539.7103621;35.7161269;11.90537563;0;0;0;0;0;3.968458545;11.90537563;0;0;0;0;3.968458545;0;0;0;0;0;0;3.968458545;0;0;0;0;0;0;0;0;0;0;0;0;3.968458545;0;7.93691709;3.968458545;0;0;0;0;400.814313;726.2279137;0;0;0;0;0;0;0;0;0;0;0;0;880.997797;126.9906734;0;2027.882316;;;;;;;
58;4684;879.7767328;43.65304399;16.78963231;10.07377938;0;0;0;0;0;0;3.357926461;6.715852922;0;0;0;0;3.357926461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.357926461;10.07377938;0;0;0;0;0;278.7078963;601.0688365;0;0;0;0;0;0;0;0;0;0;0;0;658.1535864;87.30608799;0;963.7248943;;;;;;;
58.5;4728;1010.256161;189.4230302;617.378765;14.03133557;7.015667785;0;0;0;0;0;7.015667785;10.52350168;0;0;0;0;10.52350168;0;0;0;0;3.507833892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.507833892;3.507833892;7.015667785;7.015667785;0;0;0;0;308.6893825;617.378765;0;0;0;0;0;0;0;0;0;0;0;0;708.5824462;98.21934898;0;1873.183298;;;;;;;
59;4770;959.5943476;225.9914224;573.6705339;6.953582229;6.953582229;0;0;0;0;0;0;0;0;0;0;0;3.476791115;0;0;0;0;3.476791115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.953582229;0;24.3375378;0;0;0;0;0;302.480827;622.3456095;0;0;0;0;0;0;0;0;0;0;0;0;702.3118051;118.2108979;0;1787.070633;;;;;;;
59.5;4812;1001.660388;187.590108;676.0322759;10.618308;3.539435999;0;0;0;0;0;0;7.078871999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.078871999;0;0;0;0;0;0;0;315.009804;654.7956599;0;0;0;0;0;0;0;0;0;0;0;0;651.2562239;113.261952;0;1893.59826;;;;;;;
60;4856.5;944.9378747;199.8255721;538.5129824;20.32124462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.386874103;0;0;0;0;0;0;0;0;0;0;0;0;0;3.386874103;0;0;0;10.16062231;3.386874103;0;0;0;0;284.4974246;579.1554716;0;0;0;0;0;0;0;0;0;0;0;0;677.3748206;115.1537195;0;1710.371422;;;;;;;
60.5;4901;950.0489756;214.2967614;607.1741574;35.7161269;7.143225381;0;0;0;0;0;0;0;3.57161269;0;0;0;3.57161269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.143225381;0;10.71483807;7.143225381;0;0;0;0;321.4451421;650.0335096;0;0;0;0;0;0;0;0;0;0;0;0;664.3199604;121.4348315;0;1828.665697;;;;;;;
61;4944;982.1934898;227.4553345;510.0513561;20.67775768;3.446292947;0;0;0;0;0;0;0;0;0;0;0;3.446292947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.446292947;0;3.446292947;0;0;0;0;0;296.3811934;651.349367;0;0;0;0;0;0;0;0;0;0;0;3.446292947;578.9772151;103.3887884;0;1750.716817;;;;;;;
61.5;4985;932.1909122;189.2954726;660.7483477;25.00128883;7.143225381;0;0;0;0;0;0;7.143225381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.143225381;7.143225381;0;0;0;0;321.4451421;639.3186716;0;0;0;0;0;0;0;0;0;0;0;0;635.7470589;114.2916061;0;1821.522472;;;;;;;
62;5029;1089.165058;217.8330116;645.7192844;31.11900166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.889875207;0;11.66962562;3.889875207;0;0;0;0;385.0976455;688.5079117;0;0;0;0;0;0;0;0;0;0;0;0;777.9750415;140.0355075;0;1987.726231;;;;;;;
62.5;5068.5;1365.934202;255.8271415;676.1145884;31.97839269;18.27336725;0;0;0;0;0;0;9.136683627;0;0;0;0;4.568341813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.568341813;4.568341813;18.27336725;4.568341813;0;0;0;0;520.7909667;845.1432355;0;0;0;0;0;0;0;0;0;0;0;0;1041.581933;155.3236217;0;2366.401059;;;;;;;
63;5113.5;1330.102991;236.6731301;809.4221049;23.66731301;4.733462602;0;0;0;0;0;4.733462602;18.93385041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.13423821;9.466925203;0;0;0;0;553.8151244;885.1575065;0;0;0;0;0;0;0;0;0;0;0;0;937.2255951;142.0038781;0;2428.266315;;;;;;;
63.5;5158;948.3247488;193.0518239;531.7392342;13.54749641;10.16062231;0;0;0;0;0;0;3.386874103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.386874103;3.386874103;3.386874103;3.386874103;0;0;0;0;284.4974246;629.9585831;0;0;0;0;0;0;0;0;0;0;0;0;650.2798278;108.3799713;0;1703.597674;;;;;;;
64;5202;1085.475692;210.6146865;700.6988608;12.1508473;4.050282432;0;0;0;0;0;4.050282432;0;0;0;0;0;8.100564865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.050282432;8.100564865;4.050282432;0;0;0;0;417.1790905;741.2016851;0;0;0;0;0;0;0;0;0;0;0;0;688.5480135;121.508473;0;2025.141216;;;;;;;
64.5;5245.5;722.5647212;140.1171132;505.5205654;21.97915502;8.242183132;0;0;0;0;0;5.494788754;2.747394377;0;0;0;0;2.747394377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.747394377;0;8.242183132;5.494788754;0;0;0;0;156.6014795;453.3200722;0;0;0;0;0;0;0;0;0;0;0;0;478.0466216;82.42183132;0;1412.16071;;;;;;;
65;5290.5;757.2854154;150.8876955;532.3773409;11.38775061;8.540812955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.846937652;0;0;0;0;0;0;0;0;2.846937652;0;0;0;11.38775061;0;0;0;0;0;176.5101344;452.6630866;0;0;0;0;0;0;0;0;0;0;0;0;518.1426526;91.10200486;0;1466.172891;;;;;;;
65.5;5329;935.2568098;152.978809;608.438445;24.3375378;10.43037334;0;0;0;0;0;0;3.476791115;0;0;0;0;10.43037334;0;0;0;0;3.476791115;0;3.476791115;0;0;0;0;0;0;0;0;0;0;0;0;10.43037334;0;13.90716446;0;0;0;0;0;302.480827;650.1599384;0;0;0;0;0;0;0;0;0;0;0;0;688.4046407;90.39656898;0;1762.733095;;;;;;;
66;5372;1128.477627;179.7205109;810.8320725;29.25682736;8.359093531;0;0;0;0;0;0;12.5386403;0;0;0;0;0;0;0;0;0;4.179546765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443.0319571;769.0366048;0;0;0;0;0;0;0;0;0;0;0;0;735.6002307;100.3091224;0;2173.364318;;;;;;;
66.5;5416.5;1242.688285;222.0611368;747.3211336;29.89284534;4.270406478;0;0;0;0;0;0;8.540812955;0;0;0;0;8.540812955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.270406478;0;4.270406478;12.81121943;0;0;0;0;461.2038996;764.4027595;0;0;0;0;0;0;0;0;4.270406478;0;0;0;845.5404826;128.1121943;0;2267.58584;;;;;;;
67;5457.5;1029.484288;178.2499296;574.7650792;36.37753666;3.637753666;0;0;0;0;0;0;3.637753666;0;0;0;0;0;0;0;0;0;0;0;0;0;3.637753666;0;0;0;0;3.637753666;0;0;0;0;0;3.637753666;0;0;3.637753666;0;0;0;0;334.6733373;647.5201526;0;0;0;0;0;0;0;0;0;0;0;0;712.9997186;101.8571027;0;1837.065601;;;;;;;
67.5;5502.5;1004.020012;174.612176;654.7956599;14.55101466;0;0;0;0;0;0;0;7.275507332;0;0;0;0;3.637753666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.637753666;10.913261;3.637753666;0;0;0;0;334.6733373;665.7089209;0;0;0;0;0;0;0;0;0;0;0;0;647.5201526;101.8571027;0;1858.892123;;;;;;;
68;5546;987.1457259;141.9641011;495.2236083;26.41192578;9.904472167;0;0;0;0;0;0;0;0;0;0;0;13.20596289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.904472167;0;3.301490722;9.904472167;0;0;0;0;267.4207485;597.5698207;0;0;0;0;0;0;0;0;6.602981444;0;0;0;732.9309403;79.23577733;0;1683.760268;;;;;;;
68.5;5589;811.9466183;133.8693349;480.1834839;46.56324693;0;0;0;0;0;0;0;2.910202933;0;0;0;0;2.910202933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.820405866;5.820405866;0;0;0;0;189.1631906;532.5671367;0;0;0;0;0;0;0;0;0;0;0;0;465.6324693;75.66527626;0;1478.38309;;;;;;;
69;5634.5;815.97613;151.1066907;531.8955514;27.19920433;0;0;0;0;0;0;3.022133815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.04426763;6.04426763;0;0;0;0;211.549367;516.7848824;0;0;0;0;0;0;0;0;0;0;0;0;477.4971428;84.61974682;0;1529.19971;;;;;;;
