Depth;Age;Pinus;Picea;Betula;Alnus;Juniperus;Acer;Ulmus;Quercus;Empetrum Nigrum;Vaccinium;Salix;Ericaceae;Corylus;Fraxinus;Tilia;Calluna;Poaceae;Moneses;Thalictrum;Viola Polustris;Philipendula;Artemisia;Urtica;Humulus;Asteraceae;Chenopodiaceae;Rumex Acetosa;Apiaceae;Trifolium;Plantago major media;Rosaceae;Ranunculus acris;Gallium;Saxifraga;Epilobium;Cyperaceae;Lycopodium annotinum;Sphagnum;Driopteris;Typha;Potamogen;Nymphar;Isoetes;Charcoal;Fungi hyphae;Pinus + Fungi;FeS2;Ustilagum;Meliola;Glomus;Helicoon Ellipticum;Cercophora;Neurospora;;Betula pollen Coroded;POLLEN SUM;Sedimentation rate;Lycopodium count;Lycopodium tab added;Lycopodium per tablet;Lyc batch No.;Sample vol. ml
64;4151;51.57480315;8.464566929;35.03937008;2.362204724;0;0;0;0.393700787;0;0;0.196850394;0.984251969;0;0;0;0;0.393700787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.590551181;0.196463654;0.587084149;0.392156863;0;0;0;0;18.06451613;26.48335745;0;0;0;0;0;0;0;0;0;0;;;;;;;
64.5;4183;54.89021956;8.78243513;32.73453094;1.796407186;0.399201597;0;0;0;0;0;0;0.798403194;0;0;0.199600798;0;0;0;0;0;0;0;0;0.199600798;0;0;0;0;0;0;0;0;0;0;0;0.199600798;0;0.792079208;0;0;0;0;0;20.85308057;27.49638205;0;0;0;0;0;0;0;0;0;0;;;;;;;
65;4213;58.46456693;8.858267717;31.1023622;1.181102362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.393700787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.196463654;0.392156863;0.196463654;0;0;0;0;18.84984026;26.37681159;0;0;0;0;0;0;0;0;0;0;;;;;;;
65.5;4245;59.60784314;9.411764706;26.47058824;1.764705882;0.588235294;0;0;0.196078431;0;0;0;0.392156863;0.196078431;0.196078431;0;0;0.196078431;0;0;0;0;0;0;0.196078431;0;0;0;0;0;0;0.196078431;0;0;0;0;0.588235294;0;0.584795322;0.390625;0;0;0;0.195694716;16.39344262;25.32942899;0;0;0;0;0;0;0;0;0;0;;;;;;;
66;4277;56.57370518;8.565737052;31.07569721;2.19123506;0.199203187;0;0;0;0;0;0;0.398406375;0.199203187;0;0;0;0.398406375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.398406375;0;1.181102362;0.198807157;0;0;0;0;18.10766721;26.71532847;0;0;0;0;0;0;0;0;0;0;;;;;;;
66.5;4306;56.74603175;8.333333333;30.95238095;1.984126984;0;0;0.198412698;0.198412698;0;0;0;0.992063492;0;0;0;0;0.198412698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.396825397;0;0.591715976;0.198019802;0;0;0;0;14.57627119;25.99118943;0;0;0;0;0;0;0;0;0;0;;;;;;;
67;4333;59.08183633;8.383233533;30.53892216;0.598802395;0;0;0;0.399201597;0;0;0;0.199600798;0;0;0;0;0.199600798;0;0;0;0;0.199600798;0;0;0;0;0.199600798;0;0;0;0;0;0;0;0;0.199600798;0;0.199203187;0;0;0;0;0;18.00327332;26.86131387;0;0;0;0;0;0;0;0;0;0;;;;;;;
67.5;4366;61.30952381;8.134920635;26.78571429;1.984126984;0.396825397;0;0.396825397;0;0;0;0;0.396825397;0;0;0;0;0.198412698;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198412698;0;0;0;0;0.198412698;0;0.395256917;0;0;0;0;0;14.86486486;24.88822653;0;0;0;0;0;0;0;0;0;0;;;;;;;
68;4396;53.58565737;9.362549801;33.66533865;1.792828685;0;0;0;0;0;0;0;0.597609562;0;0.199203187;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.597609562;0;0.198807157;0;0;0;0;0;18.24104235;26.39296188;0;0;0;0;0;0;0;0;0;0;;;;;;;
68.5;4426;60.3960396;7.722772277;27.52475248;2.574257426;0.198019802;0;0;0;0;0;0;0.396039604;0.198019802;0;0;0;0.198019802;0;0;0;0;0.198019802;0;0.198019802;0;0;0;0;0;0;0;0;0;0;0;0.396039604;0;0.590551181;0;0;0;0;0;12.17391304;25.07418398;0;0;0;0;0;0;0;0;0;0;;;;;;;
69;4456;58.97435897;8.08678501;29.58579882;1.775147929;0;0;0;0;0;0;0;0.197238659;0;0;0;0;0.197238659;0;0;0;0;0.394477318;0;0;0;0;0;0;0;0;0;0;0;0;0;0.788954635;0;0.392927308;0;0;0;0;0;16.74876847;25.76866764;0;0;0;0;0;0;0;0;0;0;;;;;;;
69.5;4505;59.17159763;7.495069034;30.17751479;1.972386588;0.394477318;0;0;0;0;0;0;0.197238659;0;0;0;0;0.197238659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.394477318;0;1.361867704;0.196850394;0;0;0;0;12.73666093;25.55066079;0;0;0;0;0;0;0;0;0;0;;;;;;;
70;4553;55.27888446;9.262948207;30.27888446;2.988047809;0;0;0.199203187;0;0;0;0;0.796812749;0.199203187;0;0;0;0.796812749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199203187;0;1.181102362;0;0;0;0;0;17.56978654;24.96263079;0;0;0;0;0;0;0;0;0;0;;;;;;;
70.5;4591;63.74501992;5.976095618;27.68924303;1.593625498;0;0;0;0;0;0;0;0.199203187;0;0;0;0;0.199203187;0;0;0.199203187;0;0;0;0.398406375;0;0;0;0;0;0;0;0;0;0;0;0;0;0.396825397;0.198807157;0;0;0;0;16.33333333;25.8493353;0;0;0;0;0;0;0;0;0;0;;;;;;;
71;4623;58.88223553;5.588822355;32.33532934;1.796407186;0;0;0;0.199600798;0;0;0.199600798;0.399201597;0;0.199600798;0;0;0;0;0;0;0;0;0;0.199600798;0;0;0;0;0;0;0;0;0;0;0;0.199600798;0;1.183431953;0.199203187;0;0;0;0;21.1023622;27.49638205;0;0;0;0;0;0;0;0;0;0;;;;;;;
71.5;4659;57.67716535;5.31496063;31.88976378;1.771653543;0.787401575;0;0;0.196850394;0;0;0;0.787401575;0;0;0;0;0.590551181;0;0;0;0;0;0;0.393700787;0;0;0;0;0;0;0;0;0;0;0;0.590551181;0;0.587084149;0.196463654;0;0;0;0;17.53246753;26.05531295;0.392156863;0;0;0;0;0;0;0;0;0;;;;;;;
72;4692;62.74900398;4.38247012;29.08366534;2.390438247;0.398406375;0;0;0;0;0;0;0.398406375;0;0;0;0;0.199203187;0;0;0;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199203187;0;1.181102362;0.396825397;0;0;0;0;13.29879102;23.93939394;0;0;0;0;0;0;0;0;0;0;;;;;;;
72.5;4727;63.92156863;3.529411765;30.19607843;1.37254902;0.196078431;0;0;0;0;0;0;0.196078431;0.196078431;0;0;0;0;0;0;0;0.196078431;0.196078431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.970873786;0.195694716;0;0;0;0;17.20779221;25.9796807;0;0;0;0;0;0;0;0;0;0;;;;;;;
73;4763;59.32539683;2.182539683;32.53968254;3.76984127;0.198412698;0;0;0;0;0;0.198412698;0.396825397;0;0;0;0;0.793650794;0;0;0;0.198412698;0.198412698;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198412698;0;0.591715976;0;0;0;0;0;15.0084317;26.09970674;0;0.198019802;0;0;0;0;0;0;0;0.198019802;;;;;;;
73.5;4796;61.82170543;2.325581395;31.78294574;1.356589147;0.19379845;0;0;0.19379845;0;0;0.19379845;0.775193798;0;0;0;0;0.387596899;0;0;0.19379845;0;0.19379845;0;0.19379845;0;0;0;0;0;0;0;0;0;0;0;0.387596899;0;1.149425287;0.386100386;0;0;0;0.193423598;19.12225705;26.80851064;0;0;0;0;0;0;0;0;0;0;;;;;;;
74;4827.5;59.76789168;1.353965184;34.42940039;2.51450677;0.386847195;0;0;0;0;0;0;0.773694391;0;0;0;0;0.580270793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.193423598;0.193050193;1.523809524;0.193050193;0;0;0;0;16.20745543;25.7183908;0;0.193050193;0;0;0;0;0;0;0;0;;;;;;;
74.5;4861;63.99217221;1.56555773;31.89823875;1.56555773;0;0;0;0;0;0;0;0.391389432;0;0;0;0;0.391389432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.195694716;0;0.776699029;0;0;0;0;0;18.24;26.15606936;0;0;0;0;0;0;0;0;0;0;;;;;;;
75;4895;59.44333996;0.397614314;37.17693837;1.391650099;0;0;0;0.198807157;0;0;0;0.397614314;0;0;0;0;0.198807157;0;0;0;0;0.198807157;0;0;0;0;0;0;0;0;0;0;0;0;0;0.596421471;0;1.56555773;0.396039604;0;0;0;0;15.31986532;25.26002972;0;0;0;0;0;0;0;0;0;0;;;;;;;
75.5;4930;62.75992439;0.378071834;34.21550095;1.134215501;0.378071834;0;0.189035917;0;0;0;0;0;0;0;0;0;0.189035917;0;0;0;0;0;0;0.189035917;0;0;0;0;0;0;0;0;0;0;0;0.56710775;0;0.750469043;0.376647834;0;0;0;0.188679245;16.03174603;25.59774965;0;0;0;0;0;0;0;0;0;0;;;;;;;
76;4964;61.4;0.8;33;2.6;0;0;0;0.2;0;0;0;1.2;0;0;0;0;0.2;0;0;0;0;0.2;0;0.2;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0.793650794;0.199600798;0;0;0;0;15.54054054;23.07692308;0;0;0;0;0;0;0;0;0;0;;;;;;;
76.5;4998;61.78217822;0.198019802;34.25742574;1.98019802;0.198019802;0;0;0;0;0;0.198019802;0.396039604;0;0;0;0;0.396039604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198019802;0;0.396039604;0;0.590551181;0;0;0;0.197628458;0;20.47244094;27.54662841;0;0;0;0;0;0;0;0;0;0;;;;;;;
77;5030;63.6;0.2;32.8;1.4;0.4;0;0;0;0;0;0.2;0.4;0.4;0;0;0;0.4;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.793650794;0.199600798;0;0;0;0;15.39763113;25.37313433;0;0;0;0;0;0;0;0;0;0;;;;;;;
77.5;5064;59.2445328;0.198807157;38.17097416;1.590457256;0;0;0;0;0;0;0;0.198807157;0;0;0;0;0.198807157;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198807157;0;0;0;0;0.198807157;0;0.984251969;0.396039604;0;0;0;0;22.13622291;27.31213873;0;0;0;0;0;0;0;0;0;0;;;;;;;
78;5097.5;57.96812749;0;38.24701195;1.992031873;0.398406375;0;0;0;0;0;0.199203187;0.398406375;0;0;0;0;0.199203187;0;0;0;0;0;0;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0.398406375;0;0.790513834;0.396825397;0;0;0;0;14.62585034;25.07462687;0;0;0;0;0;0;0;0;0;0;;;;;;;
78.5;5128;63.83399209;0.197628458;32.80632411;1.185770751;0.395256917;0;0.197628458;0;0;0;0;0.592885375;0;0;0;0;0.395256917;0;0;0.197628458;0.197628458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.784313725;0.197238659;0;0;0;0;18.2552504;25.91508053;0;0;0;0;0;0;0;0;0;0;;;;;;;
79;5164.5;57;0;39.6;2.2;0.4;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.398406375;0.199600798;0;0;0;0;18.83116883;26.25368732;0;0;0;0;0;0;0;0;0;0;;;;;;;
79.5;5196;67.18446602;0;31.45631068;1.165048544;0;0;0;0;0;0;0;0;0;0;0;0;0.194174757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.579150579;0.19379845;0;0;0;0;17.20257235;25.47033285;0;0;0;0;0;0;0;0;0;0;;;;;;;
80;5231;58.08383234;0;36.9261477;2.794411178;0.199600798;0;0;0;0;0;0;1.19760479;0;0;0;0;0.399201597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199600798;0;0;0.199600798;0;0.595238095;0.397614314;0;0;0;0;17.46293245;26.32352941;0;0;0;0;0;0;0;0;0;0;;;;;;;
80.5;5264;60.82677165;0.393700787;35.62992126;2.362204724;0;0;0;0;0;0;0;0.393700787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.393700787;0;0.587084149;0.196463654;0;0;0;0.196463654;26.48335745;27.94326241;0;0;0;0;0;0;0;0;0;0;;;;;;;
81;5296.5;59.16334661;0.597609562;35.65737052;2.988047809;0;0;0;0;0;0;0;0.398406375;0;0;0;0;0.597609562;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199203187;0;0;0;0;0.398406375;0;0.198807157;0;0;0;0;0;17.70491803;25.40861813;0;0;0;0;0;0;0;0;0;0;;;;;;;
81.5;5329;66.33663366;0;30.4950495;1.98019802;0.396039604;0;0;0;0;0;0;0.594059406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198019802;0.197628458;0.197628458;0.197628458;0.197628458;0;0.197628458;0.197628458;18.41680129;26.8115942;0;0;0;0;0;0;0;0;0;0;;;;;;;
82;5361.5;62;0.6;33.2;2.4;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0.2;0.2;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0.4;0.398406375;0.398406375;0;0;0;0;0;14.23670669;25.26158445;0;0;0;0;0;0;0;0;0;0;;;;;;;
82.5;5394;64.01590457;0;33.20079523;2.186878728;0;0;0;0;0;0;0.198807157;0.198807157;0;0;0;0;0;0;0;0;0;0;0;0.198807157;0;0;0;0;0;0;0;0;0;0;0;0;0.198412698;0.788954635;0.396039604;0;0;0;0;22.49614792;27.72988506;0;0;0;0;0;0;0;0;0;0;;;;;;;
83;5427;62;0;32.4;4.2;0.2;0;0;0;0;0;0;0.4;0.2;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99009901;0.199600798;0;0;0;0;15.82491582;25.48435171;0;0;0;0;0;0;0;0;0;0;;;;;;;
83.5;5462.5;65.81532417;0;30.64833006;1.964636542;0.196463654;0;0;0.196463654;0;0;0;0.589390963;0;0;0;0;0;0;0;0;0.196463654;0;0;0;0.196463654;0;0;0;0;0;0;0;0;0;0;0.196463654;0;0.972762646;0.5859375;0;0;0;0;21.57164869;27.59601707;0;0;0;0;0;0;0;0;0;0;;;;;;;
84;5497;60.21699819;0;33.45388788;3.797468354;0.361663653;0;0;0.361663653;0;0;0;0.542495479;0;0;0;0;0.180831826;0;0;0;0.180831826;0;0;0.361663653;0;0;0;0;0;0;0;0;0;0;0;0.542495479;0;0.539568345;0.180505415;0;0;0;0;13.05031447;24.24657534;0;0;0;0;0;0;0;0;0;0;;;;;;;
84.5;5532;66.40316206;0;30.63241107;2.173913043;0.395256917;0;0;0;0;0;0;0;0;0;0;0;0.395256917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.197238659;0;0;0;0;0;21.30637636;27.61087268;0;0;0;0;0;0;0;0;0;0;;;;;;;
85;5564;67.72908367;0;28.28685259;2.788844622;0;0;0;0;0;0;0;0.398406375;0;0;0;0;0.597609562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199203187;0;0.396825397;0;0;0;0;0;15.34569983;25.40861813;0;0;0;0;0;0;0;0;0;0;;;;;;;
85.5;5598;63.81322957;0;33.46303502;1.556420233;0.194552529;0;0;0;0;0;0;0.194552529;0;0;0;0;0;0;0;0.389105058;0;0.194552529;0;0;0;0;0;0;0;0;0;0;0;0;0;0.194552529;0;0.963391137;0.387596899;0;0;0;0;21.52671756;26.98863636;0;0;0;0;0;0;0;0;0;0;;;;;;;
86;5633;65.89147287;0;29.06976744;3.100775194;0.387596899;0;0;0;0;0;0.19379845;0.387596899;0;0;0;0;0.387596899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.581395349;0.193423598;0.959692898;0.193423598;0;0;0;0;13.85642738;23.78138848;0.193423598;0;0;0;0;0;0;0;0;0.193423598;;;;;;;
86.5;5665;64.62450593;0;33.00395257;1.581027668;0;0;0;0;0;0;0;0.395256917;0;0;0;0;0.197628458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.197628458;0;0.393700787;0;0;0;0;0;17.32026144;26.56023222;0;0;0;0;0;0;0;0;0;0;;;;;;;
87;5697;67.4;0.2;29.6;2.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199600798;1.185770751;0.199600798;0;0;0;0;18.30065359;25.81602374;0;0;0;0;0;0;0;0;0;0;;;;;;;
87.5;5732;66.13545817;0;31.87250996;1.792828685;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198807157;0.790513834;0.198807157;0;0;0;0;18.50649351;26.28487518;0;0.198807157;0;0;0;0;0;0;0;0;;;;;;;
88;5767;60.23856859;0;32.80318091;4.373757455;0.198807157;0;0;0;0;0;0.397614314;0.397614314;0;0;0;0;0.198807157;0;0;0.198807157;0;0;0;0.397614314;0;0;0;0;0;0;0;0;0;0.198807157;0;0.596421471;0;0.788954635;0;0;0;0;0;13.57388316;23.556231;0;0;0;0;0;0;0;0;0;0;;;;;;;
88.5;5803;63.81709742;0;33.99602386;1.391650099;0;0;0.198807157;0;0;0;0;0;0;0;0;0;0.198807157;0;0;0.198807157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198807157;0.396039604;0.198412698;0.592885375;0;0;0;0;16.02671119;26.99564586;0;0;0;0;0;0;0;0;0;0;;;;;;;
89;5838;59.28143713;0.199600798;37.3253493;2.594810379;0;0;0;0;0;0;0;0.399201597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199600798;0;0.988142292;0;0;0;0;0;15.08474576;25.33532042;0;0;0;0;0;0;0;0;0;0;;;;;;;
90;5912;57.7689243;0;38.84462151;2.19123506;0;0;0;0.199203187;0;0;0;0.398406375;0;0;0;0;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.398406375;0;0.198807157;0.198807157;0;0;0;0;17.97385621;26.06774669;0;0;0;0;0;0;0;0;0;0;;;;;;;
91;5986.5;56.37450199;0;40.6374502;1.992031873;0.199203187;0;0.199203187;0;0;0;0;0.199203187;0;0;0;0;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199203187;0;0.594059406;0.396825397;0;0;0;0;16.88741722;25.62962963;0;0;0;0;0;0;0;0;0;0;;;;;;;
91.5;6026;60.7495069;0;36.29191321;2.366863905;0;0;0.197238659;0;0;0;0;0.197238659;0;0;0;0;0;0;0;0;0;0.197238659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.196850394;0.392927308;0;0;0;0;18.09369952;26.20087336;0;0;0;0;0;0;0;0;0;0;;;;;;;
92;6065.5;56.2745098;0;39.21568627;3.725490196;0.196078431;0;0;0;0;0;0;0.196078431;0;0;0;0;0.196078431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.196078431;0.584795322;0.195694716;0.584795322;0;0;0;0;16.39344262;24.33234421;0;0;0;0;0;0;0;0;0;0;;;;;;;
92.5;6105.5;60.7495069;0;36.29191321;2.169625247;0.197238659;0;0;0;0;0;0;0.197238659;0.197238659;0;0;0;0.197238659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.196850394;0.392927308;0.392927308;0;0;0;0;18.09369952;26.41509434;0;0;0;0;0;0;0;0;0;0;;;;;;;
93;6142.5;60;0;35;3.6;0.2;0;0;0.2;0;0;0;0.4;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0.2;0;0;0.199600798;0;0;0;0;0;0;9.90990991;22.83950617;0;0;0;0;0;0;0;0;0;0;;;;;;;
93.5;6179;60;0;36.8627451;2.549019608;0;0;0;0;0;0;0;0.196078431;0;0;0;0;0.196078431;0;0;0.196078431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.195694716;0.195694716;0;0;0;0;0;19.55835962;26.61870504;0;0;0;0;0;0;0;0;0;0;;;;;;;
94;6215;59.96015936;0.199203187;33.26693227;4.980079681;0.398406375;0;0;0;0;0;0;0.199203187;0.199203187;0;0;0;0.199203187;0;0;0;0;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0;0;0.398406375;0.198807157;0.594059406;0.198807157;0;0;0;0;14.04109589;24.8502994;0;0;0;0;0;0;0;0;0;0;;;;;;;
94.5;6252.5;64.96062992;0;31.69291339;2.165354331;0;0;0;0;0;0;0;0.393700787;0.196850394;0;0;0;0.196850394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.393700787;0;0.392156863;0.587084149;0;0;0;0;10.87719298;23.83808096;0;0;0;0;0;0;0;0;0;0;;;;;;;
95;6288.5;65.8;0;30.8;2.4;0.4;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.596421471;0.199600798;0;0;0;0;14.08934708;24.47129909;0;0;0;0;0;0;0;0;0;0;;;;;;;
95.5;6326.5;61.06719368;0;35.96837945;1.976284585;0.395256917;0;0;0;0;0;0;0;0;0;0;0;0.197628458;0;0;0;0;0.197628458;0;0;0;0;0.197628458;0;0;0;0;0;0;0;0;0;0;0.393700787;0.197238659;0;0;0;0;23.10030395;28.0227596;0;0;0;0;0;0;0;0;0;0;;;;;;;
96;6363;56.1752988;0.199203187;37.4501992;4.183266932;0.199203187;0;0;0;0;0;0;0.597609562;0;0;0;0;0.597609562;0;0;0;0;0;0;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0.398406375;0;0.396825397;0.790513834;0;0;0;0;16.74958541;26.9286754;0;0;0;0;0;0;0;0;0;0;;;;;;;
96.5;6398;59.12698413;0;35.71428571;4.365079365;0.396825397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198412698;0;0;0.198412698;0;0.982318271;0.591715976;0;0;0;0;14.28571429;25.77319588;0;0;0;0;0;0;0;0;0;0;;;;;;;
97;6433;56.77290837;0.199203187;38.04780876;3.386454183;0.398406375;0;0;0;0;0;0;0.199203187;0;0;0;0;0.199203187;0;0;0;0.199203187;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0;0;0.398406375;0.198807157;0.594059406;0.396825397;0;0;0;0;16.33333333;27.4566474;0;0;0;0;0;0;0;0;0;0;;;;;;;
97.5;6468;58.08966862;0;37.42690058;3.703703704;0.389863548;0;0;0;0;0;0;0.194931774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.194931774;0;0.581395349;0.194552529;0;0;0;0;15.20661157;25.97402597;0;0;0;0;0;0;0;0;0;0;;;;;;;
98;6503.5;59.76095618;0;35.65737052;3.784860558;0;0;0;0;0;0;0;0.398406375;0;0;0;0;0.199203187;0;0;0;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.790513834;0.198807157;0;0;0;0;20.19077901;27.4566474;0;0;0;0;0;0;0;0;0;0;;;;;;;
98.5;6541;63.61829026;0;32.4055666;3.37972167;0;0;0;0;0;0;0;0.198807157;0;0;0;0;0.198807157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198807157;0.198412698;1.178781925;0.396039604;0;0;0;0;16.85950413;26.4619883;0;0;0;0;0;0;0;0;0;0;;;;;;;
99;6578;62.5498008;0.199203187;31.2749004;3.784860558;0.398406375;0;0;0;0;0;0;0.398406375;0;0;0;0;0.796812749;0;0;0;0;0;0;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0.398406375;0;0.594059406;0.198807157;0;0;0;0;18.37398374;27.14078374;0;0;0;0;0;0;0;0;0;0;;;;;;;
99.5;6615;60.4743083;0.197628458;35.96837945;2.766798419;0.197628458;0;0;0;0;0;0;0.197628458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.197628458;0;0.589390963;0.197238659;0;0;0;0;19.42675159;26.34643377;0;0;0;0;0;0;0;0;0;0;;;;;;;
100;6649;64.07185629;0;31.73652695;3.193612774;0;0;0;0;0;0;0;0.199600798;0;0;0;0;0.399201597;0;0;0;0;0;0;0;0;0;0.199600798;0;0;0;0;0;0;0;0;0.199600798;0.595238095;0.595238095;0.792079208;0;0;0;0;20.7278481;25.99704579;0;0.199203187;0;0;0;0;0;0;0;0;;;;;;;
100.5;6684;62.57309942;0;34.69785575;2.339181287;0;0;0;0;0;0;0;0;0;0;0;0;0.194931774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.194931774;0;0.388349515;0.388349515;0;0;0;0.194552529;18.05111821;26.50429799;0;0;0;0;0;0;0;0;0;0;;;;;;;
101;6723.5;58.96414343;0;36.05577689;3.386454183;0.398406375;0;0;0;0;0;0;0.597609562;0;0;0;0;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.398406375;0;0.396825397;0.396825397;0;0;0;0;16.61129568;26.17647059;0;0;0;0;0;0;0;0.198807157;0;0;;;;;;;
101.5;6759.5;61.85770751;0;34.98023715;2.56916996;0.197628458;0;0;0;0;0;0;0.197628458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.197628458;0;0.589390963;0;0;0;0;0;18.38709677;26.34643377;0;0;0;0;0;0;0;0;0;0;;;;;;;
102;6795;61.77606178;0;31.66023166;4.44015444;0.193050193;0;0.386100386;0;0;0;0;0;0;0;0;0;0.386100386;0;0;0.193050193;0;0.193050193;0;0;0;0.193050193;0;0;0;0;0;0;0;0;0;0.579150579;0;0.384615385;0;0;0;0;0;15.35947712;25.25252525;0;0;0;0;0;0;0;0;0;0;;;;;;;
102.5;6829;61.81102362;0;34.84251969;2.362204724;0;0;0.196850394;0;0;0;0;0;0;0;0;0;0.196850394;0;0;0;0;0;0;0.196850394;0.196850394;0;0;0;0;0;0;0;0;0;0;0.196850394;0;0.392156863;0.196463654;0;0;0;0;12.4137931;25.94752187;0;0;0;0;0;0;0;0;0;0;;;;;;;
103;6867;59.2;0;37;3.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199600798;0.199600798;0;0;0;0;13.79310345;25.1497006;0;0;0;0;0;0;0;0;0;0;;;;;;;
103.5;6902.5;61.1969112;0;36.67953668;1.930501931;0;0;0;0;0;0;0;0;0;0;0;0;0.193050193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.575815739;0.192678227;0;0;0;0;12.64755481;25.68149211;0;0;0;0;0;0;0;0;0;0;;;;;;;
104;6939;60.8;0;34;3.8;0.6;0;0.2;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.596421471;0;0;0;0;0;13.79310345;26.47058824;0;0;0;0;0;0;0;0;0;0;;;;;;;
104.5;6976.5;60.91269841;0;34.72222222;3.373015873;0.198412698;0;0;0;0;0;0;0;0;0;0;0;0.198412698;0;0;0;0;0;0;0;0;0.198412698;0.198412698;0;0;0;0;0;0.198412698;0;0;0;0;0.591715976;0.395256917;0;0;0;0;14.28571429;26.2079063;0;0;0;0;0;0;0;0;0;0;;;;;;;
