"Age" "BB" "FF" "FS" "TC" "LW" "MeanArea" "Pinus" "Picea" "Betula" "Alnus" "Juniperus" "Salix" "Ericaceae" "Poaceae" "Artemisia" "Cyperaceae" "Sphagnum" "Tree" "ROC"
6153 1.41376771487912 0.00393563944119942 1.98991945190979 10.012803233878 0.2 0.0342 54.63320463 4.247104247 38.03088803 2.895752896 0 0 0.193050193 0 0 0 0.575815739 2184.06036205 0.0892496724203834
6196 1.44520347580956 0.00394323485167505 1.99470343272048 10.3323106343646 1 0.03875 57.08582834 4.191616766 36.32734531 1.996007984 0.199600798 0 0 0.199600798 0 0 0.199203187 1885.05596723 0.0844796955942228
6238 1.44955332124551 0.00395435030588478 1.98605661801651 11.1117283764189 0.387096774193548 0.0474354838709677 56.97211155 3.187250996 36.05577689 3.386454183 0.199203187 0 0.199203187 0 0 0 0.198807157 2135.20323916 0.0665020791498228
6285 1.42098090895688 0.00397147900377405 1.95981062316758 10.4464507479562 0.230769230769231 0.0448769230769231 55.77689243 3.784860558 37.4501992 2.988047809 0 0 0 0 0 0 0.198807157 2033.241781 0.0797968628352399
6326 1.36588638213599 0.00399059295411247 1.92246382164296 9.86610217844611 0.384615384615385 0.0263307692307692 55.77689243 2.988047809 38.04780876 2.589641434 0.398406375 0 0 0 0 0.199203187 0.594059406 1633.71517148 0.0902498561662659
6369 1.27642383066958 0.00401483448451252 1.86888828731498 10.67941549238 0 0.0197 56.08782435 2.195608782 38.92215569 2.594810379 0 0 0 0.199600798 0 0 0.199203187 2486.56579716 0.0947462551971016
6416.5 1.13762806853282 0.00404651711602789 1.79277116054592 11.4799912147505 0 0.0175 55.62130178 1.775147929 37.27810651 3.944773176 0.591715976 0.197238659 0 0 0 0.197238659 0.9765625 1753.91694608 0.0964731263519253
6459.5 0.974660862342009 0.00407926954249075 1.70939388192201 10.5057753796095 0.333333333333333 0.0248 53.89105058 0.972762646 40.46692607 4.085603113 0.194552529 0.194552529 0 0 0 0 0.194174757 1841.83806726 0.0750578032959392
6504 0.766281352066286 0.00411681828045547 1.6092334047226 9.62976 0.666666666666667 0.0306333333333333 57.73809524 0.396825397 37.3015873 3.174603175 0.396825397 0 0.595238095 0 0.198412698 0.198412698 0.591715976 1952.600657669 0.0913856772072076
6547 0.568924693219978 0.00415598048779909 1.51497726003081 10.07653 0.4 0.03046 59.68379447 0.395256917 36.95652174 2.371541502 0.395256917 0 0.197628458 0 0 0 0.393700787 1996.13464853 0.0940389937158467
6592 0.438057418670139 0.00419920831936694 1.44373283064279 10.2987866666667 0.333333333333333 0.0337333333333333 57.44680851 0.193423598 39.45841393 2.127659574 0 0.193423598 0.193423598 0.193423598 0 0 0.193050193 1975.942197006 0.0738650763303492
6637 0.37366453261669 0.00424375424265768 1.39620573078855 9.9414392 0 0.035 56.84007707 0.192678227 37.76493256 3.275529865 0.192678227 0.385356455 0 0.578034682 0 0.578034682 0.192307692 2062.879365414 0.0723549941954308
6669 0.3604740825267 0.00427561836848483 1.37395874811565 9.8730104 0.333333333333333 0.0388666666666667 56.54761905 0 40.87301587 1.984126984 0 0 0 0 0 0.396825397 0.198019802 2054.38218086 0.114313664451002
6694 0.365730736624385 0.00430029431194941 1.36211437607569 9.8195504 0 0.019 61.43410853 0 34.88372093 2.713178295 0.387596899 0 0.19379845 0.19379845 0 0 0.193423598 2207.64073162 0.151372686318015
6738 0.399592638195788 0.00434256157544133 1.35023815258202 9.7254608 1 0.0635 59.96055227 0.197238659 34.71400394 4.142011834 0.197238659 0 0 0 0.197238659 0.591715976 0.196850394 2249.082998267 0.117386433877073
6758 0.422661393383594 0.00436100425718158 1.34779080580109 11.7663627035831 0.833333333333333 0.0309666666666667 58.96414343 0 36.25498008 3.984063745 0.199203187 0 0 0.199203187 0 0.199203187 0 1811.77066195 0.127277040029429
6777 0.447471008043967 0.00437792595347587 1.34671584842328 11.5038439739414 0.833333333333333 0.135266666666667 58.30188679 0.188679245 36.22641509 3.20754717 0.566037736 0 0.188679245 0.188679245 0.188679245 0.377358491 0.188323917 2146.381996725 0.143677629509867
6793.5 0.470460079466495 0.00439207316547897 1.34652693729176 11.2758671824104 0 0.0253142857142857 56.34920635 0 39.68253968 3.174603175 0.396825397 0 0.198412698 0 0 0.198412698 0.198019802 1805.47187282 0.128683985305267
6812 0.496974117840156 0.00440724523298082 1.3469019810314 11.0202568403909 0.4 0.0204 59.30232558 0 35.27131783 3.294573643 0.387596899 0 0.387596899 0.387596899 0 0.775193798 0 2201.37444343 0.140189990284422
6831 0.524071898991509 0.00442197777578669 1.34767793462996 10.7577381107492 0.666666666666667 0.0247333333333333 54.85148515 0 39.6039604 4.158415842 0.198019802 0 0.198019802 0.198019802 0.198019802 0.594059406 0.197628458 2903.1987706 0.153259604014647
6851 0.551380762911888 0.00443643766420891 1.34864898586732 10.4814026058632 0.333333333333333 0.0183333333333333 58.49802372 0 36.16600791 3.95256917 0.592885375 0.197628458 0.197628458 0 0 0.395256917 0 3135.7060315 0.132359643462891
6869 0.575589776172447 0.00444842900288004 1.3499218952502 10.2327006514658 0 0.0162 56.56370656 0 39.18918919 3.861003861 0.193050193 0 0 0 0 0.193050193 0 2133.97516499 0.119402547012616
6906.5 0.625875059283047 0.00446997871723001 1.35422786693493 10.6751613360324 0.25 0.029225 55.13833992 0 39.92094862 3.754940711 0.395256917 0 0.197628458 0.197628458 0 0.395256917 0.197238659 2085.63130093 0.111047415611636
6924 0.648531773137729 0.00447831050746289 1.35684225132617 10.9670287449393 0.4 0.04874 56.94444444 0 39.68253968 2.380952381 0.198412698 0.198412698 0.198412698 0 0.198412698 0.198412698 0.395256917 2541.57225712 0.121276944176303
6943 0.672015384871798 0.00448601475507205 1.3600060565121 10.6519150793651 0.5 0.06255 58.12133072 0 38.16046967 2.935420744 0.587084149 0 0.195694716 0 0 0 0.389863548 2381.75044818 0.119247684966853
6962 0.693913696832372 0.00449223571328431 1.36342705146696 10.32321005291 1 0.0371 58.13492063 0 38.88888889 2.380952381 0 0 0 0.198412698 0 0 0.395256917 2786.40341763 0.138207907753056
6998 0.729460859333182 0.00449971764699723 1.3702716622866 9.70040052910053 1 0.0164 55.55555556 0 40.87301587 2.976190476 0.396825397 0 0.198412698 0 0 0 0.395256917 2054.38218103 0.174779975650851
7016 0.743536016303931 0.00450120014484948 1.37372270926358 9.99116645962733 1 0.0236 56.2745098 0 40.78431373 2.352941176 0.196078431 0 0 0.196078431 0 0.196078431 0.390625 2044.33580128 0.153405144416936
7037 0.756275365821771 0.00450102073966331 1.37761749049128 10.4182099378882 0 0.0545 57.08661417 0 39.37007874 2.362204724 0 0 0.393700787 0.196850394 0 0.590551181 0.392156863 2530.21837372 0.102074802017205
7056 0.763837978084632 0.00449899111578167 1.38091188967099 10.8045826086956 0.166666666666667 0.0321166666666667 55.37848606 0.199203187 41.83266932 2.19123506 0 0 0 0 0.199203187 0 0.790513834 2371.894420691 0.0948885513412261
7075 0.767221989777771 0.00449516343052668 1.38388319741934 11.1909552795031 0 0.0195 55.33596838 0 41.50197628 2.173913043 0.197628458 0.197628458 0.197628458 0 0 0.197628458 0.393700787 2424.1709738 0.140480503993148
7095 0.765787432832551 0.00448916459195051 1.38653616833707 11.5976633540373 1 0.029625 55.88235294 0 41.56862745 1.960784314 0.196078431 0 0.196078431 0 0 0 0 3066.50370172 0.190907256137208
7115 0.758721255125026 0.00448111410323174 1.38856872409788 11.1844245501702 0.5 0.057275 54.97185741 0 40.90056285 2.626641651 0.375234522 0 0.375234522 0 0 0.375234522 0 2268.12403972 0.179219847070056
7134 0.746336728683711 0.00447157700794654 1.38978086019807 10.7241129443677 1 0.0302 55.53359684 0 41.8972332 1.976284585 0.395256917 0 0 0 0 0 0.393700787 2863.35094409 0.151923777555751
7152.5 0.728577337796399 0.00446052473114206 1.39016358571917 10.2759148018758 1 0.0526 62.57425743 0 34.85148515 1.98019802 0 0 0.198019802 0.198019802 0 0 0.394477318 2208.19058006 0.17437677762357
7208 0.638096797557481 0.00441691802382933 1.38541575882545 10.6823253227719 0.333333333333333 0.0367666666666667 60.3515625 0 37.5 1.3671875 0 0.1953125 0 0 0 0.390625 0.194931774 2458.04162593 0.159298397024592
7244.5 0.550284258522169 0.00438000558260125 1.37776300010718 11.3442928510421 0.666666666666667 0.0246 57.84313725 0 40.78431373 0.980392157 0 0 0 0 0 0.392156863 0.390625 2761.84452309 0.163504383661154
7264 0.495386572978855 0.00435775871819106 1.37242244093127 11.6979467360083 1 0.0349 57.70750988 0 39.13043478 1.185770751 0.395256917 0 0.197628458 0 0 0.197628458 0.197238659 1846.13665404 0.185616792886078
7283 0.437002774442901 0.00433447982993932 1.36643543425405 11.3548412167864 0.5 0.0219 58.26771654 0 39.17322835 1.57480315 0.393700787 0 0.196850394 0.393700787 0 0 0 2433.84830294 0.176638861141221
7319 0.31438453111552 0.00428625187768794 1.35313878963043 10.2642978227236 0.666666666666667 0.0299 59.2445328 0 37.77335984 1.391650099 0.994035785 0.198807157 0.198807157 0.198807157 0 0 0.198412698 3110.57011116 0.123852205726192
7338.5 0.242028956486018 0.00425802194322462 1.34492085319014 9.85081145638046 1 0.017275 61.27744511 0 36.32734531 1.996007984 0.199600798 0 0 0.199600798 0 0 0.199203187 2155.79789706 0.143770747840418
7357 0.169993541628072 0.00422999488040106 1.33650545918071 9.92497182766789 0.333333333333333 0.0367666666666667 58.47953216 0 39.76608187 0.974658869 0.389863548 0 0.194931774 0.194931774 0 0 0 2035.43825709 0.139421511810314
7394.5 0.0153235199064706 0.00416987576711366 1.31773568476449 10.0752969046019 0.5 0.02295 60.19417476 0 37.66990291 1.165048544 0.388349515 0 0.388349515 0 0 0.194174757 0 2741.90995012 0.124503479460463
7468 -0.312621851732851 0.00404191866344523 1.27489866297114 10.1397423728814 0.5 0.02305 60.99009901 0 38.21782178 0.396039604 0.198019802 0 0 0.198019802 0 0 0.197628458 2561.94558145 0.193030825597522
7506 -0.489681720462528 0.00397225771871369 1.25000118794192 10.0496194690265 1 0.0169 57.25646123 0 39.3638171 1.590457256 0.994035785 0 0 0.795228628 0 0 0.592885375 2233.92553382 0.168376355593216
7543 -0.661964674134287 0.00390333272902619 1.2248677233967 10.3852061946903 0 0.0190666666666667 60.7495069 0.197238659 36.29191321 1.775147929 0.197238659 0 0 0.394477318 0 0.394477318 0.196850394 2335.586190723 0.14387274402424
7559 -0.734066583593201 0.00387341078397447 1.2144896553469 10.5303247787611 0.4 0.02248 57.50487329 0 38.59649123 1.754385965 0.194931774 0 0.194931774 1.169590643 0 0.584795322 0.194552529 3036.26204795 0.155548365569561
7652 -1.10776411356881 0.00370214429916814 1.16529554026886 10.097398763495 0 0.0182 56.28742515 0 41.11776447 1.19760479 0.199600798 0 0.199600798 0.798403194 0 0.199600798 0.595238095 3187.06709494 0.195875051684093
7687.5 -1.22481672895105 0.00363960234849156 1.15355794123734 9.7601749998827 1 0.0226 52.57936508 0 45.03968254 1.388888889 0 0.198412698 0 0.198412698 0.198412698 0 0.395256917 2099.55969035 0.34930135531882
7706 -1.27900215338133 0.00360795577008434 1.14955838871654 9.76885519991742 0.5 0.0173 44.77317554 0 52.85996055 1.57790927 0.197238659 0.197238659 0 0.197238659 0 0.197238659 0.196850394 2134.95465108 0.297665403803085
7729.5 -1.34071644437581 0.0035687926821022 1.14684721358872 9.77988139996153 0 0.0198333333333333 35.62992126 0 59.84251969 3.346456693 0.196850394 0.196850394 0.393700787 0.196850394 0 0.196850394 0 2962.2068757 0.243148060837786
