"Age" "BB" "FF" "FS" "TC" "LW" "MeanArea" "Pinus" "Picea" "Betula" "Alnus" "Juniperus" "Salix" "Ericaceae" "Poaceae" "Artemisia" "Cyperaceae" "Sphagnum" "Tree" "ROC"
2764 0.215118033761198 0.00394787323201283 1.52872281323831 10.6858388059701 0 0.1095 54.09181637 12.5748503 31.13772455 1.596806387 0.399201597 0.199600798 0 0 0 0 0.988142292 5509.70127919 0.126722881320618
2792 0.180959168798199 0.00396857764387512 1.50145060059177 9.88796417910448 0 0.10705 54.47619048 14.0952381 29.14285714 0.761904762 0.19047619 0.19047619 0.380952381 0.571428571 0 0 0.379506641 5910.57445724 0.109762419318562
2819 0.152631437796359 0.003991762766616 1.47517099222227 10.5064851851852 0.5 0.0358 52.81553398 13.98058252 30.29126214 1.941747573 0 0 0.582524272 0.388349515 0 0 0.386847195 4858.78944793 0.114417534350944
2844.5 0.130410218938218 0.00401642516036294 1.45070669658002 10.4207253424658 0 0.0356 53.17460317 16.07142857 29.16666667 1.19047619 0 0 0.198412698 0 0 0.198412698 0.395256917 5270.59081069 0.153330410795644
2918.5 0.0984045171765007 0.00410117277707378 1.38614181889693 10.656664516129 0 0.0485 61.70634921 11.30952381 24.00793651 1.19047619 0 0 0.396825397 0.396825397 0 0.595238095 1.5625 2401.99704165 0.111746956871603
2971.5 0.115113283067931 0.00417177705298129 1.35061753779706 10.3176326086957 0 0.0188 53.11111111 14.44444444 30.22222222 0.444444444 0 0 0.444444444 1.111111111 0 0 0.442477876 2670.89985511 0.081148400013595
3023.5 0.172946879653277 0.0042466604733533 1.32839794184949 10.5716514285714 0 0.0386 59.76095618 11.75298805 26.09561753 1.195219124 0.199203187 0 0.398406375 0.398406375 0 0.199203187 1.181102362 2353.36401468 0.124239773180743
3051 0.222650933991449 0.00428771642042926 1.32261246552771 11.2474230769231 0.5 0.0878 58.0270793 12.37911025 28.04642166 0.386847195 0 0 0.580270793 0.193423598 0.193423598 0 1.147227533 2639.61395347 0.106053783182795
3076 0.280985499336798 0.0043255516639214 1.32144962719814 11.3310528846154 0 0.0161 62.74900398 9.163346614 25.09960159 1.593625498 0.796812749 0 0.199203187 0 0.199203187 0.199203187 0.986193294 1957.18277416 0.0972272854302867
3102 0.355406960014723 0.00436510681561614 1.32449318727554 11.4180278846154 0 0.0419 57.50988142 13.43873518 26.48221344 0.988142292 0.197628458 0 0.395256917 0.197628458 0.395256917 0.395256917 1.171875 4430.35009869 0.098403889112166
3127 0.441475938625078 0.00440307750081359 1.33185894038047 11.5016576923077 0.181818181818182 0.0435636363636364 59.2445328 13.12127237 25.04970179 1.590457256 0.198807157 0 0.198807157 0.397614314 0 0.198807157 0.396039604 2703.26446731 0.136942875838999
3150.5 0.534047621442843 0.00443848756005245 1.34230406011064 10.7182891665483 0 0.0312 53.07692308 13.46153846 30.38461538 1.730769231 0 0.192307692 0.576923077 0.192307692 0 0.192307692 0.763358779 3458.87574002 0.157749595004954
3178 0.635271325131663 0.00447927006880807 1.35236366102873 9.7336288166272 0 0.0189 53.22896282 13.3072407 30.52837573 1.369863014 0.195694716 0 0.587084149 0.391389432 0 0 0.776699029 3287.6313248 0.0978010561218262
3205 0.721484906526672 0.00451833907029098 1.35852865003592 10.1458445389513 0.666666666666667 0.0950333333333333 51.93370166 11.78637201 33.5174954 2.025782689 0 0 0.368324125 0 0 0.184162063 0.183823529 3836.07823728 0.110062990677694
3233.5 0.798870697513888 0.0045582238035942 1.36153623924639 10.5809611347378 0.8 0.100935 56.88622754 14.37125749 27.34530938 0.598802395 0.199600798 0 0.399201597 0.199600798 0 0 0.595238095 2768.21456094 0.157911413362459
3261 0.860723866554865 0.00459509912242579 1.36144295713008 10.4808280433757 0 0.0846571428571429 62.42544732 13.71769384 21.66998012 0.795228628 0.198807157 0 0.596421471 0.397614314 0 0.198807157 0.984251969 3453.30589126 0.165636292021849
3288 0.909378481619768 0.00462947290136921 1.35879218729632 10.1130701084394 0.5 0.04765 61.50793651 13.88888889 22.81746032 0.396825397 0.198412698 0 0.595238095 0.198412698 0.198412698 0.198412698 0.787401575 3423.06101653 0.143141519049487
3316 0.947821701261495 0.00466297278523694 1.35374249409727 9.73169150924609 0.4 0.0441 64.75247525 10.4950495 22.97029703 0.396039604 0.198019802 0 0.396039604 0 0 0.792079208 1.3671875 2593.37566712 0.0886426537480946
3344 0.974554105254521 0.00469407908143162 1.34665952474079 10.0821365893893 0 0.0346 63.28125 9.765625 24.8046875 0.78125 0 0 0.78125 0.390625 0.1953125 0 0.775193798 3023.07415855 0.0938249008214462
3369.5 0.989180339170004 0.00472018229709915 1.33867365970455 10.3752634615385 0.5 0.0443 64.08730159 12.6984127 19.84126984 0.992063492 0.396825397 0 0.793650794 0.595238095 0.198412698 0.396825397 0.787401575 2973.03784716 0.135189145161961
3398 0.994627114657564 0.00474658761096479 1.32818363941009 10.5376038461538 1 0.0810333333333333 59.95575221 13.49557522 24.33628319 1.10619469 0.221238938 0 0.221238938 0.221238938 0.221238938 0.221238938 1.094091904 3045.93667362 0.135752462132888
3423 0.990540770431608 0.00476729153373169 1.31781705969533 10.6800076923077 0.125 0.043375 58.64811133 9.145129225 29.82107356 0.994035785 0.198807157 0 0.795228628 0 0 0.397614314 0.396039604 2997.20888736 0.116231278201515
3449 0.977943321020275 0.00478632435975296 1.30602428262985 10.8281076923077 0 0.0858 56.39534884 10.07751938 30.23255814 0.775193798 0.581395349 0 1.162790698 0.387596899 0 0.19379845 0.193423598 3097.96028689 0.0970638626864553
3476 0.955965827387849 0.00480324027654333 1.29277574001108 10.1982244897959 0 0.03135 60.58823529 12.74509804 23.1372549 1.568627451 0.784313725 0 0.588235294 0.196078431 0 0.392156863 1.544401544 3481.15513262 0.104425182362463
3499.5 0.930922638524982 0.00481567103501103 1.2807532993138 9.59542551020408 0.2 0.07182 56.89320388 13.78640777 25.4368932 1.165048544 0.776699029 0 1.165048544 0.582524272 0 0.194174757 1.151631478 2468.51388301 0.112699334556668
3599 0.792888999774873 0.00484384339715794 1.23233701465534 9.5895696 0 0.0727857142857143 57.02970297 12.27722772 27.72277228 1.386138614 0.396039604 0.198019802 0.198019802 0.198019802 0 0.396039604 0.980392157 1502.000506 0.0821450383170935
3645 0.724044070601609 0.00484394107602662 1.2140555452665 11.3018485783916 0 0.0892 59.5463138 11.53119093 25.8979206 1.512287335 0.189035917 0.378071834 0.378071834 0.378071834 0 0.189035917 0.376647834 1764.56140722 0.0631909531034994
3692.5 0.658780500202735 0.00483610475522427 1.19984814095475 10.6123075548335 1 0.043 54.34782609 12.45059289 29.84189723 1.383399209 0 0.395256917 0.988142292 0 0 0.395256917 0.589390963 1873.72296538 0.0575068981424418
3738 0.608134077680441 0.0048215558942855 1.19210006371853 9.95179983753046 0.4 0.06546 58.82352941 10.19607843 29.41176471 0.588235294 0.196078431 0.196078431 0.392156863 0.196078431 0 0 0.970873786 2254.58051089 0.0543930804905775
3868 0.56952315188228 0.00474785779708513 1.21130614760836 9.74669418282549 0.166666666666667 0.166633333333333 58.92857143 14.68253968 24.20634921 0.595238095 0.198412698 0.198412698 0.198412698 0.595238095 0 0 1.176470588 1838.36970208 0.0736138792594585
3911 0.581927269137966 0.00471499300479872 1.22837834910048 10.1493854387657 0 0.0928 62.37816764 12.47563353 22.61208577 0.974658869 0 0.194931774 0.389863548 0 0.194931774 0.389863548 0.581395349 2307.01261537 0.0663765850580064
3956 0.601314229659374 0.004677090076415 1.24997866596942 10.7297422372228 0.333333333333333 0.166 56.32411067 11.06719368 30.43478261 1.185770751 0 0 0.592885375 0 0.197628458 0 0.784313725 2400.38506513 0.0668611843424172
4000 0.623909932886025 0.00463717527491714 1.27396163726352 9.8631 0 0.0299666666666667 53.17460317 13.0952381 32.93650794 0.396825397 0 0 0.396825397 0 0 0 0.395256917 2739.2285108 0.100372902801855
4045 0.648052291513085 0.00459392099371543 1.30063415263223 10.0113390008894 0.75 0.04155 55.51181102 11.41732283 32.08661417 0.787401575 0 0 0.196850394 0 0 0 0.78125 2691.7410779 0.0872767290426362
4088.5 0.669780779576333 0.00455028750101777 1.32761161980684 10.0914928998819 0 0.0635 55.47169811 9.811320755 32.83018868 1.320754717 0 0 0.377358491 0.188679245 0 0 0.74906367 3450.77312729 0.0696362276581254
4132.5 0.68752700615167 0.00450472693105031 1.35523901916028 10.0736905000243 0 0.05354 56.09284333 12.37911025 28.62669246 1.934235977 0.193423598 0.193423598 0.193423598 0 0 0 0.193050193 2578.88752252 0.0564846376089529
4176.5 0.697559367400209 0.00445811838847924 1.38201569209363 10.3585959074026 0 0.1317 55.95238095 12.8968254 29.76190476 1.19047619 0 0 0 0 0 0.198412698 0.395256917 1882.06981121 0.0497508862087707
4221 0.694730355231765 0.00441027088401262 1.40643764954477 10.3987949980268 0.666666666666667 0.0520666666666667 60.1532567 10.53639847 28.35249042 0.383141762 0 0 0.191570881 0.191570881 0 0.191570881 0.191204589 1657.75096294 0.0658532697794815
4265 0.679938901855891 0.00436258207508822 1.42792415116174 10.0245750010206 0 0.07271 59.88142292 9.090909091 28.85375494 1.581027668 0 0 0.197628458 0.197628458 0 0.197628458 0.589390963 2016.50336896 0.0572243684377254
4311 0.65381317674322 0.00431266619091412 1.44786431491418 10.8696928179419 0.333333333333333 0.0657 58.1920904 11.67608286 27.87193974 1.31826742 0 0 0.376647834 0.188323917 0 0.376647834 0.561797753 1878.66827483 0.0360433300983548
4365 0.611715773234527 0.00425446972683988 1.46831813033395 10.2327709995812 0 0.0334 57.25338491 14.70019342 26.49903288 0.967117988 0 0 0 0.193423598 0 0.386847195 0.576923077 1999.39585624 0.045577033169766
4425 0.554348980426221 0.00419100464787648 1.48788990059741 9.91869500209384 0 0.0687 59.40594059 11.88118812 27.72277228 0.99009901 0 0 0 0 0 0 0.785854617 1803.66440855 0.0455522346696934
4471 0.505471946825597 0.00414372202656013 1.50104593279731 9.91829519992497 0.2 0.09272 57.11500975 12.86549708 28.07017544 1.169590643 0 0 0.194931774 0.194931774 0 0.389863548 1.156069364 2272.43857448 0.0460675422522764
4515.5 0.460857475281779 0.00409956656486073 1.51418571855773 10.9306668924602 1 0.1006 57.41811175 9.055876686 30.82851638 1.541425819 0.385356455 0 0.192678227 0.192678227 0 0.192678227 0.383877159 2077.79488796 0.0666062549577299
4601.5 0.438654249384741 0.00402011050914396 1.56022963371749 9.76221519976628 0.666666666666667 0.0341666666666667 53.06930693 14.05940594 30.4950495 1.188118812 0.198019802 0 0.198019802 0.198019802 0 0 0.394477318 1661.40525914 0.155343779304957
4643 0.458057660979561 0.00398526748016169 1.59222858929565 9.71581629344446 0.25 0.04745 57.33855186 12.32876712 26.61448141 1.761252446 0.587084149 0.195694716 0.587084149 0.195694716 0 0.195694716 0.389863548 1988.1977313 0.0680823219527066
4684 0.494870337212755 0.0039535082271933 1.62945470098952 11.0217266183647 0.375 0.06095 91.28919861 4.529616725 1.742160279 1.045296167 0 0.348432056 0.696864111 0.348432056 0 0 1.034482759 950.29318848 0.064755060811047
4728 0.552596241678225 0.00392270445223244 1.67498215210453 9.72295120026759 0.333333333333333 0.0464666666666667 53.93258427 10.11235955 32.9588015 0.74906367 0.374531835 0.374531835 0.561797753 0.561797753 0.187265918 0.187265918 0.373134328 1831.08929177 0.0682612585466258
4770 0.624084405420877 0.00389676388666351 1.72314943139639 9.78680799975674 1 0.0533 53.69649805 12.6459144 32.10116732 0.389105058 0.389105058 0 0 0.194552529 0.194552529 0.389105058 1.343570058 1766.209886129 0.175993434947853
4856.5 0.799604181278238 0.00385504099263915 1.82692782025997 9.91663790020803 0.333333333333333 0.0800666666666667 55.24752475 11.68316832 31.48514851 1.188118812 0 0 0 0 0 0 0.590551181 1703.59767382 0.0938987814526468
4901 0.83977830158154 0.00383999078671988 1.85625426438999 10.0971653885314 0.25 0.0423375 51.953125 11.71875 33.203125 1.953125 0.390625 0 0 0.1953125 0 0.390625 0.582524272 1807.2360213 0.0765923181554909
4944 0.838452763696749 0.0038297011470642 1.86512170464717 9.63436560107439 0 0.06215 56.1023622 12.99212598 29.13385827 1.181102362 0.196850394 0 0 0.196850394 0 0.196850394 0.196463654 1740.37793808 0.0681068473382853
4985 0.810613597959805 0.00382368609133401 1.85956664432448 9.50326400028778 0 0.0952666666666667 51.17647059 10.39215686 36.2745098 1.37254902 0.392156863 0 0.392156863 0 0 0 0.390625 1807.23602133 0.0824216006423934
5029 0.762311596356725 0.00382119335033589 1.84259295609795 10.8797569536424 0.25 0.039325 54.79452055 10.95890411 32.4853229 1.56555773 0 0 0 0 0 0.195694716 0.583657588 1983.83635566 0.068345271155341
5068.5 0.711644335725774 0.00382226398660116 1.8214232650711 10.4391839662447 0.166666666666667 0.0362833333333333 57.72200772 10.81081081 28.57142857 1.351351351 0.772200772 0 0.386100386 0.193050193 0 0.193050193 0.766283525 2329.85432459 0.0545206714906515
5202 0.598949539035151 0.00384487542646742 1.75689246823817 10.9570816537468 0.142857142857143 0.0571571428571429 53.6 10.4 34.6 0.6 0.2 0.2 0 0.4 0 0 0.398406375 2008.9400866 0.0835958339877552
5245.5 0.605789101627116 0.00385685979340833 1.74935342438472 10.0034478991597 0.142857142857143 0.0334142857142857 51.16731518 9.922178988 35.79766537 1.556420233 0.583657588 0.389105058 0.194552529 0.194552529 0 0.194552529 0.580270793 1390.18155482 0.0845966401351204
5290.5 0.632276093704368 0.0038705863734492 1.74808718841239 10.3249070626003 0.142857142857143 0.0791214285714286 51.65048544 10.29126214 36.31067961 0.776699029 0.582524272 0 0 0 0 0 0.770712909 1451.93820241 0.0578189996719212
5329 0.66710402555902 0.00388290210669531 1.75124719113706 10.7257890850722 0.25 0.036325 53.05719921 8.678500986 34.51676529 1.380670611 0.591715976 0 0.197238659 0.591715976 0.197238659 0.591715976 0.782778865 1721.0116016 0.0658702879721818
5372 0.715127241244975 0.0038967185061034 1.75818955402415 11.1735274478331 0 0.0236 51.92307692 8.269230769 37.30769231 1.346153846 0.384615385 0 0.576923077 0 0.192307692 0 0 2148.28703776 0.0645442792398536
5416.5 0.77050779402614 0.0039105084451452 1.76787352726843 9.566402 0.125 0.0669875 54.80225989 9.792843691 32.9566855 1.31826742 0.188323917 0 0.376647834 0.376647834 0 0.188323917 0.187969925 2241.96340074 0.0560880769944203
5457.5 0.822565995485841 0.00392227499512028 1.77786228054464 9.73811 0.2 0.03286 56.03960396 9.702970297 31.28712871 1.98019802 0.198019802 0 0.198019802 0 0 0.198019802 0 1818.87683346 0.0738424255067119
5502.5 0.876256623932017 0.00393368142395641 1.7886590572365 9.98447606837607 0.333333333333333 0.0705833333333333 54.01174168 9.39334638 35.22504892 0.782778865 0 0 0.391389432 0.195694716 0 0 0.583657588 1847.97886256 0.0736426730845485
5546 0.920141428280747 0.00394283913330107 1.79753727274392 11.1742196581197 0.166666666666667 0.04065 58.62745098 8.431372549 29.41176471 1.568627451 0.588235294 0 0 0.784313725 0 0.588235294 0.195694716 1650.74536108 0.0539466880992238
5589 0.954872142325119 0.00394984259986936 1.8047147493784 10.7811646285176 0.111111111111111 0.0254111111111111 54.92125984 9.05511811 32.48031496 3.149606299 0 0 0.196850394 0.196850394 0 0 0.392156863 1472.56268403 0.0420935941836345
5634.5 0.982936855024135 0.0039548487330284 1.81102821384979 10.333781704289 0.5 0.05475 53.35968379 9.881422925 34.7826087 1.778656126 0 0.197628458 0 0 0 0 0.393700787 1526.17757643 0.0790893286037323
5679 1.00267100641102 0.00395737605017739 1.81628437377235 10.2764292940142 0.285714285714286 0.0468714285714286 54.73887814 9.090909091 33.655706 1.740812379 0.386847195 0 0 0.386847195 0 0 0.193050193 2056.59289948 0.0972282163222933
5720 1.01472218435895 0.00395771400298399 1.8205029351708 11.101528862931 0.1 0.07716 54.2 8.6 35 1.8 0.2 0 0.2 0 0 0 0.199600798 1377.83762812 0.0746041362992338
5762.5 1.02165999222729 0.00395624307597658 1.82433675013108 10.478005537498 0.333333333333333 0.0326555555555556 56.74603175 7.738095238 31.34920635 3.76984127 0.198412698 0.198412698 0 0 0 0 0.591715976 1643.53710639 0.0776366389474378
5803 1.02369862511751 0.00395342519055826 1.82748337751309 9.88382448620298 0.333333333333333 0.0292666666666667 53.187251 7.96812749 36.25498008 1.593625498 0.398406375 0 0.398406375 0 0 0.199203187 0.198807157 1627.1672149 0.0835444231600246
5846 1.02268636052348 0.00394930892228474 1.83059806502075 9.72235530536778 0.666666666666667 0.0444 53.22896282 7.240704501 37.76908023 1.369863014 0 0 0 0 0 0.391389432 0 3029.91809892 0.0846798592010979
5891 1.04244716845808 0.00394429231948251 1.84230310778997 10.7297228110857 0 0.038 54.92125984 6.496062992 35.82677165 2.362204724 0.196850394 0 0 0 0 0.196850394 0.587084149 1743.82423106 0.0840978642750473
5936 1.08885290854473 0.0039391824020235 1.86418533580308 10.3383705882353 0.4 0.05336 52.07100592 5.719921105 39.64497041 1.972386588 0 0 0.197238659 0.197238659 0.197238659 0 0.392927308 1500.07732994 0.083977076475191
5979 1.14999812951555 0.00393484807285629 1.89105296289247 9.95844503676471 0.125 0.0741125 54.05940594 6.534653465 37.62376238 1.584158416 0 0 0 0 0.198019802 0 0 2302.44427381 0.0710272657671487
6023 1.22196035224893 0.00393164073313378 1.92110866349547 10.5330246056782 0 0.02175 56.12648221 5.731225296 36.56126482 0.988142292 0 0.197628458 0.197628458 0.197628458 0 0 0.197238659 1633.20107564 0.0529327479331101
6066.5 1.29467591421326 0.00393033174876733 1.94980352201217 11.8040065851007 0.1 0.0314 58.61386139 5.346534653 33.66336634 1.188118812 0.198019802 0 0.792079208 0 0 0.198019802 0.394477318 1620.21339322 0.0607710879624386
6110 1.36140000576862 0.00393148207238791 1.97398869839404 10.903228021191 0 0.0205 57.53968254 4.761904762 35.51587302 1.587301587 0.198412698 0 0.396825397 0 0 0 0.198019802 2008.48546314 0.0790085782490103
